Line_Number,Dominant_Topic_Number,Percentage_Contribution,Keywords_In_Dominant_Topic,Sentences
1095,0,316.74 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Totally agree on education system. The easier to get access to education, the more people will wanted to get education. The competition of career in market will increase, people would seek even higher education to compete, consequently, more people are aware and educated, we can produce not just a better healthcare system, but others too such as economic."
1096,0,204.52 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Investing in emerging healthcare companies will increase competition and hopefully lower the price of medication and equipment.
1097,0,145.12 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Reforming the patten to lower the amount of time a pharmaceutical company can hold the right to monopolies their product will help a lot
1098,0,32.82 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",I like this idea. I do believe that if the government are in control of our government then they'll take many short cuts to just save a buck.
1099,0,234.01 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",It would be nice for everybody to have health insurance but I know many people who rarely go to the doctors.  Should they have to pay so much just for healthcare when they only visit for check ups?
1100,0,110.41 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",I believe that the healthcare plan is to help the low income and it takes away from people who can afford healthcare because they went to college and got well paying jobs.  Many low income people didnt go to college because of the money for college tuition so if we had money for them to go to college then maybe more people would have healthcare.
1101,4,91.69 %,"healthcare, people, pay, make, insurance, healthy, care, time, food, service","Government should restricted their inspection on the Food and Drink company to make sure the quality of the food and drink won't cause harm for the body. Also, government should support and help lowered price on ""Healthy"" menu, and ""Organic"" products, so more people can afford the good products. This will not only prevent people from getting sick and become obese, but raise the economic on the farmers side."
1102,0,25.31 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Vaccines supply should have enough when its needed. For example, the meningitis vaccine last year, though people without insurance can get it for $25 but what happened was the vaccines weren't enough for everyone, and they have to get them from the private care for over $100. Government should be more prepared on their stocks."
1103,0,69.72 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","The importance of the military should not be undermined. However, we in the US are as further away from doing that than any nation in the world. The United States spends more on military than any nation in the world. A lot of that spending is superfluous and there is plenty of room to make budget cuts there."
1104,1,161.98 %,"health, care, healthcare, not, pay, doctor, do, people, money, make","I also believe in minimal government intervention within the economy; however some intervention is still necessary to a certain extent. Millions of people are priced out of healthcare today meaning that often this system is causing more harm than good. This is when the government needs to step in and make certain restrictions. Private companies work better than state run ones, however their primary motive is profit. When it comes to healthcare, we have to remember that this method will inevitably price out some customers ('patients'). It is essential that nobody gets left behind. Just like education, healthcare is a need which should not be denied to any citizen."
1105,0,304.97 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","I think that the whole structure regarding insurance needs to be revamped. However, to ensure that everybody has access to healthcare is costly and therefore requires funds, hence making sure that everybody has insurance. These funds can also be raised via taxes, or subsidizing doctors."
1106,0,796.28 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Certain industries should compensate their workers with full healthcare benefits. It is more likely for someone working around nuclear reactors, for instance, to contract cancer from the radiation. These companies should be fully liable for their workers' healthcare costs."
1107,0,164.86 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",exactly. like maybe make a free information clinic for preventions awareness
1108,3,188.67 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",i agree. it doesnt help when the things that are healthy for the body costs more than the things that are bad.
1109,2,44.94 %,"pay, healthcare, doctor, insurance, system, people, patient, education, hospital, cost","i agree. the more dangerous or health-risk the job is, the more the company should help with health care."
1110,3,116.57 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time","when it comes to pharmaceuticals, i think that should coincide with my previous idea that it should be taken away from the governments hand and into the hands of the companies people are employed for. along with getting health care, this should also cover medicines needed to be able to return to work healthy. employers don't want to have employees being out sick all the time, so this in itself will be incentive to having a good health care company set up for their employees."
1111,0,136.19 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","private companies will have the incentive of wanting their employees in their best health state, so this would make them choose a proper and effective health care plan without killing their pockets. also the fact that it is the companies job to provide for health care and not the government will help force the people who are riding on government money and peoples taxes for health and food to go out and actually look for a real job. so this in itself will decrease unemployment. lastly i agree government will have to help a little for the people who just are having bad luck with a job, but this should be a minimal hand, and for a minimal time period. at most maybe 6 months, that way people don't take advantage of our government, and make it fair for the people that work hard for their money and have to give out big taxes because other people don't have jobs. so total this would 1. increase quality. 2. decrease unemployment 3. decrease taxes. this is america, land of opportunity, not land of free-loaders."
1112,0,20.49 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Most Americans who are not covered are young adults in college. This is because health insurance can be too expensive even at the minimum coverage plan. I propose that young adults should be covered under their parent's insurance until the age of 25. This should not raised the price high on the parents because people in this age group tend to be healthier.
1113,0,109.08 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Raising the quality of medicine and care should be our top priority. Doctors should praise  not by the amount of  patients they treat, but the quality of healthcare they give to the patient. Most doctors today get paid regardless on how well they treat you. This should be reformed!"
1114,0,78.22 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","There should be a predetermined weight measurement for males and females (considering heights, bone mass, family history) and if they were to be beyond it, they should pay a tax so that the incentive to remaining overweight/obese is removed."
1115,0,7.97 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Emergency room services could be faster with more nurses and doctors tending to more patients thus reducing the amount of waiting room buildup.
1116,1,62.64 %,"health, care, healthcare, not, pay, doctor, do, people, money, make","Health in an individual should determine their health insurance payments. The healthier one is, the less they pay. This would create an incentive to remain healthy."
1117,5,18.25 %,"system, healthcare, insurance, pay, time, care, health, fix, call, emergency","Free/reduced screenings for things (breast cancer, prostate cancer, etc.) should be more greatly communicated so that a majority of the surrounding population would be aware of it and take advantage of the opportunity."
1118,0,16.12 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Pharmaceutical companies could be taxed each time they release a new medication so that over-prescribing antibiotics and forcing people to pay an immense amount of money for medicine could be reduced.
1119,0,197.28 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","When determining eligibility for government health insurance, other factors should be considered instead of just income and amount of children."
1120,0,31.83 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Or the amount that could be saved could be placed into a private retirement account.
1121,0,25.84 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Students should be required to take more credits of physical education and health to be better educated about their bodies.
1122,0,182.9 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Children should have more recess time.
1123,0,8.01 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","More specifically, they should be taught about current nutrition guidelines in their PE courses to address the obesity epidemic. Nutrition courses should be provided at 7th grade and again in secondary school (9-12)."
1124,0,26.36 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Health care professionals should be on a rating system nationwide to ensure professionalism when dealing with patients. This could be online, like a ""ratemyprofessor"" type system which rates on several aspects of the professional. This way patients can look up their doctors online before choosing them, and automatically the standard for quality care will increase because of demand."
1125,3,78.15 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time","have automated / self-service screenings, scannings like MRIs, X-Rays, and such guided by a computer to reduce cost of labor (except for the actual examination of the results which are provided by the doc)"
1126,2,148.58 %,"pay, healthcare, doctor, insurance, system, people, patient, education, hospital, cost",tax the wealthy (350k annual income) at a 5% increase to reduce costs of simple procedures only
1127,3,55.34 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time","Low-income families (parent and child) should be granted cheaper health care service or insurance. Either flat-rate reduction from the hospital or reduced insurance prices from the insurance companies. This discount can be limited (say, one annual visit) to avoid abuse."
1128,3,71.71 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time","provide extensive, long-term payment plans that are more flexible with interest equal to inflation."
1129,1,207.93 %,"health, care, healthcare, not, pay, doctor, do, people, money, make",Also free/reduced screenings for students of all ages from the elementary to the university level should be given 1 free annual check-up and reduced screenings after the first initial screening.
1130,0,303.3 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Also, similar to a ""ratemyprofessor"" website/system, there could be a national website similar to ""webmd.com"" in which one can check their symptoms and assess whether a doctor's visit is necessary to cut down on costs. The information being provided for the website will be accurate so as to narrow down other information that could conflict when searching for medical symptoms on the internet."
1131,0,198.89 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Low-income should pay a certain amount per doctor's visit, mid-income increased from there, and high-income charged the most with income being the only factor in determining health insurance coverage and costs. (For example: cost per visit could be $15, $35, and $55 or something along those lines.)"
1132,0,80.54 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Emergency room services should have the largest staff (more doctors) to properly assess each individual before turning them away.
1133,4,57.69 %,"healthcare, people, pay, make, insurance, healthy, care, time, food, service",There should be more small clinics built locally to reduce the build up in hospitals and larger doctors offices.
1134,0,116.75 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Enrolled students should have opportunities to receive free health care benefits, it would bring in more students, better grades, and higher education. So of course the probable way to do this would be to require students to maintain a certain GPA to ensure responsibility. Also have better health care depending on how high the GPA is."
1135,5,92.55 %,"system, healthcare, insurance, pay, time, care, health, fix, call, emergency","It would be good if healthcare gave people a goal as well, such as reward people for being healthy, like along the lines of a certain health insurance company (I can't think of the name) that gives you a device to monitor how many steps you take and you get a small reward for so many steps achieved in a day/week. And this can be as small as a discount to doctor visits or how much you pay for health insurance"
1136,0,12.53 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Make health care cheaper or perhaps more available for the fully employed. And make it possible to have some sort of health care for all jobs who hire full time.
1137,4,43.36 %,"healthcare, people, pay, make, insurance, healthy, care, time, food, service",People who are retired should get free healthcare when they are not able to afford it
1138,0,115.79 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","There needs to be certain ""rules"" when applying for free/reduced healthcare. It shouldn't be for anyone."
1139,0,245.48 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Nurses shouldn't determine how good they take care of their patients by their patients' insurance.
1140,2,65.83 %,"pay, healthcare, doctor, insurance, system, people, patient, education, hospital, cost","Also, when someone fills out the paperwork the first time they are taken to the ER, it should be kept on file so they don't have to fill out the same paperwork the next time they are there unless there needs to be some changes to the files. This will decrease the waiting time."
1141,0,74.84 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Every hospital should be required to have the most updated machinery. This will prevent faulty tests.
1142,3,98.6 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time","Also, they should receive annual check ups for either free or reduced pay."
1143,2,80.22 %,"pay, healthcare, doctor, insurance, system, people, patient, education, hospital, cost",Doctors need to assess their patients more carefully to prevent people from being prescribed medications that they abuse or don't need.
1144,0,10.14 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",They should require someone to take a drug test (testing for illegal drugs) to determine whether or not someone is able to receive free/reduced healthcare. Because if they are doing drugs then they don't have good health and obviously don't care if they have good health.
1145,0,76.18 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Pharmaceutical companies should pay a tax each time they output new medicine to reduce the over prescribing of medicine and high medicine cost.
1146,0,123.03 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Or the patient could keep a copy of their files and bring it each time they need to visit the ER. This could help keep everything organized since so many people go through the ER each day and keeping all the paperwork on file could be difficult.
1147,0,61.95 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Having more doctors available could help this so that they have the time to really assess a patient instead of running around trying to get to everybody.
1148,2,30.39 %,"pay, healthcare, doctor, insurance, system, people, patient, education, hospital, cost",This could be done by keeping the patient's insurance information confidential from the nurse by having another person designated for any insurance information/claims.
1149,0,50.71 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",The teachers required to teach should be certified in teaching nutrition (i.e. degree in nutrition/fitness/ etc.) instead of coaches who teach the course just to coach a sport.
1150,0,59.79 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Something should be done to reduce those who take advantage of any benefits they receive. There should be a screening process to determine where their income goes to see if one is truly eligible for health insurance benefits.
1151,4,81.02 %,"healthcare, people, pay, make, insurance, healthy, care, time, food, service",And they should have certain regulations for the people who don't work full time and need insurance.
1152,0,64.52 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Agreed. A free drug test. If that drug test is failed, then they would have to wait an entire year to be able to apply for annual healthcare again. If the drug test is passed, then the first screening should be free."
1153,0,36.26 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",They could also take a little away from their insurance for every couple of pounds they are over weight.
1154,0,7.64 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Or they could get bonus checks that contain all of the money they saved by being healthy to show that staying healthy pays off.
1155,0,9.37 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","And if they aren't spending their money right, their benefits should be minimized or taken away until they can learn how to spend their money."
1156,0,209.28 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Maybe the minimum GPA is a 2.5 and it would be the most basic healthcare or for a minimum cost of, say, $10. Then, GPA's higher than a 3.0 receive a free screening, reduced costs on tests, medication, etc."
1157,0,95.49 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","They should also somehow broadcast the symptoms of some of the common cancers so that people can identify their symptoms and go to the doctor sooner. They could do this with commercials, magazines, newspapers, radio, etc."
1158,1,108.78 %,"health, care, healthcare, not, pay, doctor, do, people, money, make",Maybe an assessment for mental instability to ensure that there isn't a possibility of becoming addicted to a certain drug due to certain tendencies.
1159,0,58.74 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",They should be required to take a drug test.
1160,0,14.14 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",They should at least get free or reduced annual check ups.
1161,0,60.96 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Healthcare could be cheaper for full-time employees, and it could also be offered to part-time employees for a different cost per visit or as necessary. A lot of part-time jobs don't offer a healthcare provider for their part-time employees; A lot of part-time employees are students at a university who need healthcare benefits also."
1162,0,42.43 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","That would be good, or to at least put the individual on probation or have an increase percentage of monthly pay for health insurance"
1163,0,190.45 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Also a credit check on an individual could possibly award an individual cheaper health care or factors such as a good driving record
1164,0,86.5 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","I agree with the fact that children should be given more times for physical activities, so an extra health class along with P.E and recess should help"
1165,0,4.44 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Funds should be given to schools to have healthier cafeteria food as well
1166,0,17.06 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Perhaps instead of a negative tax (money being taken away), we can provide some sort of positive reinforcement to provide incentive to remain healthy and smart. Incentives include discounts, coupons, refunds, returns. Things like that because we know we can't just give away money."
1167,0,5.99 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Students in high school when taking their fitness tests could be challenged to increase their performance (and thus their fitness) as time goes on, and be provided incentives to do so. Simple things like a free party, or better yet, a day outside could be an award."
1168,0,101.09 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","In order to combat diabetes and heart disease, both of which are deadly conditions in America, we could make the fitness community more popular. Youtube and television programs are already gaining popularity with Dr. Oz and amateur youtube stars. If awareness is spread of fitness, more people would be less likely to fall ill to complications like heart disease and diabetes. Appeals to many different types of audiences would need to be tried. For kids, maybe, the focus should be how physical activity can be fun and friendly. For adults, say we focus on the logical health benefits to being fit. And young adults perhaps the aesthetic appeal to being healthy. put the adverts where sedentary people would see them (in video games, at the store, tv, whatever)."
1169,5,16.57 %,"system, healthcare, insurance, pay, time, care, health, fix, call, emergency",They should do a drug test or background check on everyone before prescribing them medicine. They need to come up with a shot that can be used instead of pain medicine for all of the people that failed. That way the doctors can still give them pain medicine but it cannot be abused.
1170,0,29.42 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",They could also be rewarded with homework passes or test bonus points.
1171,0,25.89 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",The school/teachers could do fundraisers to help with this cost also.
1172,0,38.61 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","They should be required to run one mile every week. On the other days, they could play fun games to keep them from getting burned out and not liking PE anymore."
1173,0,61.62 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Agreed. Some factors like good driving record, good background check, and a healthy weight could be awarded with cheaper/reduced health care."
1174,0,155.42 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",It should be required every year during junior high and high school instead of just one credit for 3-4 years.
1175,0,36.53 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","This will give them more time to ""play"" and work off the food they just ate."
1176,0,64.26 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",I agree and also events for school wide marathon competition or fitness courses with a variety of awards. Fitness is just as important as education and things like this should be enforced
1177,0,61.56 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","It would be good include more physical activity choices for schools as well, such as different sports, swim team, wrestling, martial arts and others in more school to encourage better fitness and make it fun"
1178,0,18.72 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Maybe even offer free workout programs on YouTube. (Things that resemble Insanity or P90x but doesn't cost anything.)
1179,0,39.99 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Health insurance could have requirements to have an annual check up with doctors to evaluate health by physical tests. If the individual can achieve a certain standard that aligns with a healthy balance and lifestyle, cost could be discounted for a certain amount of time until the following check up. If failed, no discount until one returns and proves otherwise"
1180,0,24.64 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","School districts need to learn how to budget. In most cases, other programs get greater funding. Like in some schools, more money might go towards the football department instead of the math department. They need to figure out what is more beneficial for the majority of students and budget around that."
1181,1,105.45 %,"health, care, healthcare, not, pay, doctor, do, people, money, make","There should also be some activities that aren't sport based. Not all students have the time to dedicate themselves to too many things so maybe something like a P.E. class with a certain emphasis can be created. For example, a swimming class but necessarily doing things as part of a team like a water aerobics class."
1182,1,205.26 %,"health, care, healthcare, not, pay, doctor, do, people, money, make","Healthier foods should be enforced in restaurants, especially fast food. Even though most establish a low calorie menu, it still is not necessarily good to eat. So I think there should be a bigger push in that direction to help health"
1183,1,106.23 %,"health, care, healthcare, not, pay, doctor, do, people, money, make","Agreed. There should be more than one healthy option at each fast food restaurant. Or maybe, there should be a fast food chain dedicated directly to healthier option like Snappy Salads."
1184,1,221.37 %,"health, care, healthcare, not, pay, doctor, do, people, money, make","Agreed. A lot of students would much rather eat a bag of chips and a coke for lunch than eat the cafeteria food being served to the rest of the student body because the food is not remotely healthy. Healthier options should be given instead of cheesy, greasy foods."
1185,1,212.86 %,"health, care, healthcare, not, pay, doctor, do, people, money, make",All school levels should require PE for every year of school from elementary until high school. Those playing sports could take another class separate from the rest of the students to practice on that sport and not intimidate those who are not equally as well.
1186,0,137.27 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Health care should be available to everyone.
1187,1,102.97 %,"health, care, healthcare, not, pay, doctor, do, people, money, make","in addition that health care should be available to everyone , a small fee should be charged for applying for receiving health care that everybody can afford."
1188,1,120.5 %,"health, care, healthcare, not, pay, doctor, do, people, money, make","health care should be free for the needy families, those whom have low income and have large family."
1189,1,97.57 %,"health, care, healthcare, not, pay, doctor, do, people, money, make",All health care providers and agencies should accept health care insurance and medicate insurance.
1190,0,167.02 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Health care should be more funded by the government ; the government should purpose a large budget for health care.
1191,0,3.38 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Health care agencies on a university campus should provide free basic healthcare to students that show the need for it, as the healthcare was a part of the tuition for the university."
1192,0,203.71 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","The government should support health care technology and set a budget for it , especially in the research fields for finding new cure and medicine for several diseases."
1193,5,6.09 %,"system, healthcare, insurance, pay, time, care, health, fix, call, emergency",The government should build more health agencies in many different areas around the USA that will provide all sorts of different health services ranging from check-ups to surgeries.
1194,0,238.57 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Health care should be limited for those who misuses it. An example, buying drugs or medicine and use them in an illegal matter in a way to experience pleasure (getting high)."
1195,0,62.42 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","In a case of an emergency , such as someone who got shot , the patients should be admitted in the emergency room even if they don't have or carry health insurance. The cost of the surgeries and medical expenses should be determined according to the person's income , and an aid program should be available if the patient is needy or have low income."
1196,3,60.68 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",Medicine should be available to everyone.
1197,3,59.27 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time","A healthcare plan? Some people don't want to see their tax money going to provide a free healthcare plan though for people who might not even really need / ""deserve"" it."
1198,0,233.96 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","And also for better, more precise surgical technologies."
1199,0,119.99 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",I think first before we can try to fix the healthcare system people need to be informed of how it works and stuff. Because I believe maybe some people aren't sure of how the healthcare system in America works especially dealing with insurance and all that.
1200,0,190.67 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","People should be educated about how to react in emergency situations. For example, if someone broke a bone or if anyone is having a seizure, stroke, heart attack, etc., it would be ideal if the general public knew how to react in those types of situations and at least hold it off until help arrives."
1201,4,51.96 %,"healthcare, people, pay, make, insurance, healthy, care, time, food, service",There should be more clinics around cities. It's more convenient than having to go to the doctor / a hospital if it's just a minor problem.
1202,0,172.08 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","For long-term patients, there should be a person they can talk to so if their families can't really come and visit all the time, they will still have someone to be there for / with them."
1203,4,116.74 %,"healthcare, people, pay, make, insurance, healthy, care, time, food, service","A budget should be set aside for people / families that really do need free / reduced healthcare fees, though. There should be certain criteria, however, to determine who gets what. Maybe background / history checks on the person. This way, people can receive the same level of healthcare, plus people may feel this is more justified (about spending their tax money) because of the background checks."
1204,4,78.71 %,"healthcare, people, pay, make, insurance, healthy, care, time, food, service","healthcare should be available to everyone, but to varying degrees. it's a fundamental right to live, but people should get what is appropriate. perhaps helathcare should be based on current health, job environment, place of residence, etc."
1205,0,92.83 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","not everyone, in the eyes of many, deserve free healthcare. it should cost, but to varying levels. I believe the people who work in dangerous fields that endanger their lives should have access to better healthcare than say to the people who are unemployed for long periods of time. in theory, the oil field worker is at greater risk than the stay at home mom."
1206,0,75.87 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",abortion shouldn't be covered by healthcare. they have birth control for that.
1207,0,31.31 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","low income families should have healthcare, but at a cost. perhaps there should be a calculator to calculate income/healthcare cost. nothing in the world is free, and it is irresponsible to give people the illusion that healthcare is a free service."
1208,0,96.95 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","healthcare is a more of a service then a right. if we think about it strictly as a right, then it might as well be free. if healthcare is free, for anyone, we might as well dig ourselves a hole. there will be a deficit that will be very hard to get out of."
1209,0,6.38 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","healthcare need not be expensive, but a bare a minimum, and should be on a "" you get what you pay for"" format."
1210,0,238.27 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","to increase knowledge of how to self diagnose symptoms, or to prevent sickness, upon leaving a medical office, after a check up, operation, whatever, large books of common sicknesses, their symptoms, and prevention, should be available. just like how telephone companies used to give phone books for free, or included in the payment. if people were more readily informed by a trust worthy source (because you can't always trust the internet), many problems could be avoided. not everyone has access to the internet, but almost everyone can read nowadays. unless this has already been implemented...then nvm"
1211,0,211.79 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","school nurses need to be more educated on the more serious sides of health issues. too often have i heard, and have been told myself ""I'm not sure, ask your doctor."""
1212,0,20.81 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","the prices of delivering a baby should be lessened. it's sad that it costs a fortune to be born, a fortune to live, and a fortune to die. since the population will no doubt increase, and HAS been increasing, the price should be lopwered, sine  babies are being born everywhere, everyday, all day."
1213,0,4.52 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","personal religious beliefs aside, parents who are considering birthing a child who is guaranteed a life of suffering need to be REALLY informed of the testimony of people who have the same disease that are alive. I was against abortion 100% until I heard a disease stricken man say "" mother, why didn't you abort me? you should have. I would have aborted myself."""
1214,1,211.55 %,"health, care, healthcare, not, pay, doctor, do, people, money, make","abortions need to have a rising price tag per operation. 1 abortion is bad enough, any more is a sign of lack of responsibility and stupidity, and they should be fined for it."
1215,0,69.41 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",In some high schools it is required to take health and I think during that course they should learn about the health care system in place at the time and the reason people need it. if not in health class maybe governmentf
1216,3,203.05 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",health care should provide people to go to say family doctors or neighborhood doctors for the common cold or injury and leave the ER for the emergencies. Thus the ERs will be less crowded so the people who really need help can get it much much soonere
1217,0,203.97 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",The cost of medicine should be reduced to the very very bare minimum for those who need it to stay aalive
1218,0,189.6 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",A bigger budget should be given to the biomedical labs to cure cancerr
1219,0,290.01 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","There should be a continue growth of health care providers so the ""competition"" aspect of it would lower the cost of health care."
1220,1,60.42 %,"health, care, healthcare, not, pay, doctor, do, people, money, make",preventive care should increase in order to decrease the doctor visits in the future. say new borns and even during the pregancy state. the mother should be given everything needed to have a healthy baby.
1221,0,299.15 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",I think we should make getting a doctor degree more affordable so well have more doctors and maybe even enough to have a doctor and a nurse in schools so the poor children in school can have a free doctors visit during school.
1222,0,262.33 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",There have been instances where a family is not being helped because they have no insurance and the hospital is unsure if the family can pay the money. Health care should be provided in order to decrease the amount of deaths in America. Hospitals should help those in need if they are willing to sign a contract saying they will pay in time.
1223,3,149.13 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",This is very true. Many people in poor families do not go to the doctor unless they are very ill and may not be able to pay the full amount for health care. These costs should be reduced so that the death rate decreases in America.
1224,3,62.95 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time","In other countries, health care does not cost as much and citizens are able to go to the doctor whenever they need it. I have heard of instances when people from other countries go to the doctor just to treat a minor cold. America's health care system needs to have a lower price on service and medicine at hospitals."
1225,2,130.97 %,"pay, healthcare, doctor, insurance, system, people, patient, education, hospital, cost",Public and private schools should teach more in the health classes than they do now. This way students would know how to react in emergency situations and less deaths may occur.
1226,2,55.65 %,"pay, healthcare, doctor, insurance, system, people, patient, education, hospital, cost","I completely agree. Prices of health care does not vary so a person that makes an average of $300,000 annually pays the same amount for health care as someone who earns $30,000. Without insurance, no help is provided. Not many people from unwealthy families can pay for the necessary help."
1227,0,52.21 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Health care should be provided to everyone but insurance should be optional and not taken out of each paycheck. In many instances, when people try to use the Insurance that was taken out of their paychecks, the hospitals tell them that the insurance is unavailable and they would have to pay the full amount upfront or no care is provided."
1228,0,167.31 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","This is true. If healthcare was free, doctors and nurses may get paid less and therefore, America would have an even higher demand for nurses and doctors. Many doctors may quit because the income may be cut."
1229,0,91.38 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Hospitals seem to be discriminative when it comes to who to help first. Since America consists of many Hispanics, more Hispanic nurses and doctors should be hired."
1230,3,43.12 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time","part of the incentive to becoming a doctor is the high pay. the whole flow of income needs to be rethought so that we can still pay our doctors their fair share, while being able to give everyone who needs healthcare their share as well."
