Line_Number,Dominant_Topic_Number,Percentage_Contribution,Keywords_In_Dominant_Topic,Sentences
1120,3,18.79 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",Or the amount that could be saved could be placed into a private retirement account.
1958,3,22.6 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",have local leaders who the communities can voice their concerns to and he/she will voice them to those who can fix/help with the problems arising
1931,3,18.45 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",make getting insurances to those with preexisting diseases easier and more affordable
1155,3,23.39 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","And if they aren't spending their money right, their benefits should be minimized or taken away until they can learn how to spend their money."
1088,3,20.07 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",It's not that they don't try to educate people about common disease.  That's why we have Google and the media.  It's that people don't care about this topic unless its affecting their life at that specific moment.
1909,3,20.81 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",The issue could come down to how connected with the public is states and other political figures that decide and change the rules and other things about the medical care of people.
1937,3,19.88 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",don't use pesticides on crops/find a way to grow crops naturally without any use of chemicals
1940,3,22.69 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",Change the condition of schools. What I mean by that is have schools and other places of education go through reforms such as removal of soda and snack machines that why children and adults do not have access to unhealthy food. This a step towards having people less likely to go to hospitals down the road from an unhealthy diet.
1100,3,19.32 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",I believe that the healthcare plan is to help the low income and it takes away from people who can afford healthcare because they went to college and got well paying jobs.  Many low income people didnt go to college because of the money for college tuition so if we had money for them to go to college then maybe more people would have healthcare.
1145,3,19.89 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",Pharmaceutical companies should pay a tax each time they output new medicine to reduce the over prescribing of medicine and high medicine cost.
1087,3,22.4 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",This is due to the lack of staff and space.  I'm not sure how to solve this problem because the only solution is to hire more people and get bigger spaces which cost money. Any ideas?
1976,3,19.21 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",Perhaps the issues of schools and their educational system or even the way schools are funded (or lack of funding) can be the issue.
1950,3,17.28 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",somehow remove the stigma of retirement homes
1569,3,19.21 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","Yes but it is to big of a cost to try and help everyone. Natural selection should be considered here. We cant save everyone, especially when those being saved will not have a high quality of life if kept alive."
1904,3,20.34 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","Make sure that doctors are honest with people rather than being ""light"" with people when trying to them things such as about whether or not they are indeed overweight or other issues"
1633,3,19.26 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","it doesn't mean their skin disease can't be taken care of. Its more like curing acne or getting cosmetic work done that shouldnt just be given out for free. I'm simply saying, we need more general practioners that have a wide range of intelligence on different diseases because sending people to a specialized doctor is more expensive and our government doesn't have that kind of money for every poor person out there."
1462,3,18.83 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",The branding of pharmaceuticals drives the price up with marketing and other things.  All Rx should go straight to the generic.
1640,3,21.08 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","the reason they don't have a wide range is to get money they are people to just like us they need the money to survive. I get what your saying but that's a lot to put on a doctor to know about the sink an know about the organs, and the eyes. Their only a few doctors left that probably do  have a wide range and because of that they are not affordable for everybody."
1645,3,19.75 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",I know from my families jobs that people go to the ER for seemingly ridiculous things. Perhaps we could screen these people out to avoid unneccesary wait time and spending
1646,3,21.83 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",i think it is just a matter of getting more people and bigger facilities. We just have to find a way to get the money
1456,3,20.61 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",People who can afford it (the wealthy) should be incouraged to self insure
1455,3,20.72 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",The money spent on marketing healtcare options and prescription drugs should be redirected in the system
1647,3,24.29 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",money is an issue to have better technology takes a lot more money. Figuring out where to get this money is the next big step
1652,3,18.65 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","I dont think lowering the coist oif the medicine is going to do any improvement anywhere, not everyone is a doctor"
1451,3,18.13 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",Drugs that are safe should be made OTC sooner to lower the cost
1450,3,22.6 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",Drug companies should have to account for how much is spent on R&D vs how much is spent on marketing to justify the cost of any drug.
1658,3,22.63 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",It's the people who has been managing the money thats what the problem is
1440,3,20.92 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",government programs such as Care Now are available to everyone. These programs should be more advertised so people can go and seek medical attention. And if there problem is severe the people that work for care now should find the nearest and cheapest doctor to see their problem.
1438,3,33.33 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","generic brand contain most of the same ingriedents as the original prescription. the reason there are generic brands is because of the obvious that it is cheaper and easier to get access to, as over the counter medications. many drugs are now becoming more afordable because it is over the counter. the down side is some people use drugs as recreational use. i believe that pharmacist should become more stricter when people go and buy medications that are over the counter to restrain the people of using it as a recreational drug."
1434,3,43.92 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","I find it quite mind boggling to know that some people are selling generic brands of different medicines for example a type of medicine for cancer and shipping it to America being that, a women in china was labeled a fraud for smuggling drugs such as a drug for cancer and she has a lab in America and the medicine is made there and placed on shelves in the pharmacy's which is really sad so people really need to be careful with dealing with medicine now days getting the actual brand is more on the save side but as stated previously, you really have to pay careful attention now days because drugs that are smuggled in to America look like the exact pill quite scary but very informational to know the difference and be aware of the difference types of medicines to take for different reasons."
1424,3,27.51 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","i know that generic brand prescriptions arent as good as the name brand, for example the medicine people take when having theiroid disease, so maybe making the generic just as good as the name brand would help."
1422,3,23.99 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",Sometimes people always think a pill will fix everything. It has been engraved in our heads that if we take this certain pill everything will be okay. It seems like in the later part of this century that all these conditions have been popping up...it just seems like no one in the previous centuries had the problems we did.
1402,3,20.83 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","with that being done, immigrants and other non citizens of the united states would also be cared for in a different program that they will pay a small amount for while working to get their citizenship if they are planning to start a new life in the united states"
1676,3,20.88 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","Children, elderly, and the mentally ill should be top priority in our healthcare system."
1680,3,23.38 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",America's healthcare system doesn't need as much reform as the American people's mindsets do. But adapting more positive and loving attitudes as a people could lead to an easier and less painful reform to healthcare
1685,3,18.45 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",Maybe we should cut government spending from something less important than the health of our citizens
1687,3,23.15 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","Educating the masses in a variety of areas of health care, especially the ones who are prone to make injunctions of their own health as well as potentially harming others around them, could save a lot of money. Those who are unaware of the dangers of doing too many drugs or even teenage pregnancies cost everyone around them money because they are unable to pay for their hospital expenses. Educating individuals further than the crap I've experienced throughout school would stop many of the people who do not realize the effects of their actions of society. There are people on life support who do not have family to pay for them or their own riches to keep them alive. Decisions have to be made if the technology is not available to save people. Care for elderly people, the mentally unstable, and persons with severe mental in-capabilities should not be paid for by the government and insurance companies but by the people who want them to be cared for, which in some cases there aren't any. If the disabled, physically or otherwise, are unable to or unwilling to contribute to society in any way shape or form and only hinder the progress of reform by literally and fiscally taking up space that could be used to advance technology or save more people from illness then they should be put down in order to utilize what resources we have more effectively. Doctors and psychiatrists should not be so apt to hand out prescriptions for drugs, especially with mental disorders such as depression. It creates problems not only through the patients but as well as those that need to be hospitalized for obtaining, either from buying them from the patient or stealing them, drugs and using them in manners that they were not intended to be used for. Other treatment should be used first and drugs should be seen as a last resort instead of a means of getting the patients out of the office. Possibly subsidizing more of the costs of hospital expenses could lower the costs that the hospitals themselves pay, and through that lower insurance costs and out-of-pocket expenses from the patients. People need to be more responsible, or taught to be, when it comes to health care and the costs. If an uninsured person has to go to the emergency room, there is no time to make sure that that person has health insurance, and if they do not then the rest of society has to pay for it either literally or through hospitals having to cut back on staff, technology or quality of medicine and procedures. If we explore the possibilities of advanced technology we could potentially cut back on spending by removing the need to have to use invasive and costly surgeries and therapy."
1689,3,22.72 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",I think EDUCATION on preventive methods to illness would help significantly. So many of the common diseases or conditions are self inflicted and avoidable. I was diagnosed with Hypothyroidism at 22 and without knowing at the time what was wrong I thought I was dying. It took me going to an OBGYN ( thinking I have cervical Cancer) to find out that my hormones were out of wack. They immediately wanted to put me on the most expensive medication they could find ( which had a whole laundry list of side affects itself). With a little digging i found that a little exersice and healthy eating would naturally turn my condition around.
1711,3,20.93 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","There should be no reward for not being lazy. It should be a societal responsibility to not be lazy in any aspect of life, especially in aspects that concern the individual personally, and through them, financially, the rest of society. However there could be one for encouraging others and picking them up and motivating people to do better than average."
1715,3,21.74 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","Put down as in you put down a horse or some animal?  That's terrible, if you ever became seriously disabled or had a disabled child would you still feel the same?  It's easy to suggest somethings because they won't affect you.  I don't think dehumanizing mentally unstable or elderly people is a great solution."
1375,3,17.61 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",The people should not depend on the government for everything
1716,3,26.41 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","In all honesty, being healthy has to be ""so easy a caveman can do it"" before Americans are motivated to exert much effort.  Unfortunately, we just live in a day and age that if it doesn't come fast and easy, most Americans don't want to do it.  The mentality of our people needs to be reformed.  We need to get back to the days where everyone put in an effort to make this nation better.  Now people just want to sit back and tell the government to fix everything."
1464,3,20.42 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","Eventhough specialist have spent more on education, the difference in what they make & what the GP makes for seeing more of the population is unreasonable.  I don't believe in price fixing either by the gov't or insurance companies, but there has to be some way to bring their incomes more in line"
1719,3,21.69 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","Like Ny is doing, regulate what people consume, i mean who really needs 3 64oz big gulps. But lets not have Govnt step in and do this, have business do it themselves and get a reward on tax break or something. For example how subway (yes NOT healthy) made apples and water along with the less fat/carb chips. It nothing big but its a start. So if other business would follow we could lead to a healthier America.  STOP SELLING TRIPLE BACON CHEESEBURGERS WENDYS!!   (but sooo tasty)"
1469,3,26.26 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","i know for a fact that some generics arent as good quality as the name brand. so in the case of your health, its better to spend the money on the name brand when needed. you should do a lot of research and talk to your doctor before using generic Rx brands"
1630,3,19.21 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",yes maybe rearranging our taxes or where america is spending their money would help provide for cheaper or maybe free healthcare
1568,3,26.91 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","This will always be a problem. also Europe has cameras on almost every street corner. That is why crime and violent acts are so uncommon. I personally think that our country should really consider doing the same. Going back to health Insurance. If we dedicate more time to research on new and improved drugs for people with ""mental illness"", we're taking away time and money away from the leading cause of death here in the U.S., which is cardiovascular disease. This disease is one of the main reasons why our healthcare has become such a problem."
1572,3,27.78 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","We are not living in the time of Charles Darwin anymore. It is not about who can be saved who not but it is about that every body is created equal. If we would set a boarder where we would not help anymore people with big health problems, a big corruption crisis would occur."
1566,3,17.61 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","the only thing with that is, more money would have to come out of our pockets"
1564,3,20.97 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",Another big problem is foreigners that are benefiting from free health care that American citizens are paying for. i understand they want to come here for a better life but we have to come up with some plan that forces them to contribute. too many people are looking for handouts now a days or expect someone to help bail them out of their situation
1563,3,24.31 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",The reason why we're in such a bind with our healthcare is because we're a take now think later society. we're spending billions of dollars on research and the use of pharmaceutical drugs. people turn to these drugs because its easy.
1561,3,18.94 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",you never know what can happen and every person who is on this earth deserves help. Also every kind of this people can develop the medicine by trying new things when the patient agrees
1560,3,23.73 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",Mental disabilities are one of the biggest problems in our society. This is also a reason why in Europe are not that much killed people by weapons as in the USA because everytime when in Europe is somebody depressed he goes to the psychologists who takes care of him. This appointment is payed at least until a certain boarder by the health insurence. Here in the US this does not exist because the health insurence is not mandatory for every citizen and when here somebody is depressed he or she is just freaking out and lives his or her worst fantasies
1574,3,26.81 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",This is the point we can not be afraid of people or work that people do who actually want to help us. If this opinion would occur at more and more people we would live in a sick society and the doctors would become unemployed.
1554,3,19.5 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","That would be nice, but unfortunately there is no money cures."
1552,3,19.21 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",Maybe the government should look into a way of funding eastern type medicines. There are so many stories of people being healed by going that route.
1550,3,21.95 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","Yes, these ideals should always be based on what is just. It wouldnt be right if I were a kid from a hardworking yet still living paycheck to paycheck family seeing our food being taken out of our fridge and put into another family's fridge just because they make less money- The Hardworking get punished. I've lived in my truck in the past barely making enough money to survive and living without health insurance. To many people that sounds like a risk but that's the card we have been dealt and you have to learn to live within your means."
1548,3,22.22 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",I can say what home is... I live here in Arlington. I've lived in Dallas my whole life. I have a good understanding of where home is for me. I know several other people who would say the same.
1545,3,19.71 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","I understand, and see this as an issue which needs to be resolved"
1579,3,22.62 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","But who should stripe me of this thought, and on what grounds? I feel that a group of people who have paid in, and are our elders, they need to be taken care of, not thrown by the wayside. I think that the bigger issue is that as a nation we are straying away from who we are. Granted I am thinking with my heart, but in the end it is for better not worse. Communism seems to be such a beautiful thing, common sense applied, pure perfection, but the one rule which it does not take into account? We as humans are not perfect. We cannot have a Utopia, it is against our nature."
1534,3,18.86 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","There is no bias in repsonse times, it depends on the circumstance, if you live 30 miles from a hospital and or fire station, it will take longer to receive medical attention than if you lived just 5 miles away."
1589,3,18.79 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",mental health care should be made more affordable
1527,3,18.97 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",A basic health insurance should be mandatory for every citizen. Every citizen should have the right to be checked by a doctor and to get help when he or she needs it. The heritage and the financial income can not be problems to get a health insurance for every citizen.
1525,3,22.38 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",The age to enter into medicare should be increased due the fact that people are living longer.  The average lifespan for a human is no longer 72 but 83.  Also this will stop companies from dropping their employees from group coverage as soon.
1517,3,25.14 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",I think that pharmaceutical companies should allow more drugs that can cure diseases to go under clinical trials than worrying about the fact that cures do not make money.
1516,3,18.89 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",Preventative care should be the main focus of healthcare.  It is easier to prevent someone from contracting a disease than to try to cure one.
1514,3,19.6 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",If you think about it... why waste money on people that are really close to death.
1597,3,18.25 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","For America to be one of the top countries in the world, if not the best, we should have this soved ASAP"
1509,3,19.94 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",Child Protective Services shoukld be monitroed more closely because they always seem to force feed kids with pharmaceuticals such as antidepressants. I can only imagine how much money is spent trying to cure a kids negative experiences through drugs that never solve the problem. CPS' budget for meds should be cut so they can find better solutions that cost less.
1601,3,17.95 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",A reform is a  ust
1508,3,33.33 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","I don't believe much money should be spent on those with mental disabilities. Although research is good and maybe we can find ways to prevent peoples mental conditions, how much help are we really to those people and how much are they a help to society? I think if government and tax payers are going to spend money they should spend money on people who will be of some profit to society."
1604,3,20.83 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","That is pretty messed up to say, they have a right to live just as much as anyoen else too. I dont know if you know but people have died from skin disease and other specific diseases that an individual with specalized case can resolve."
1497,3,18.69 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","People are very hesitant on going to the doctor when they are not feeling well, what should be done is make it mandatory to go to the doctor like every three months for a checkup and it will make them not be so hesitant the next time they actually do get sick."
1480,3,21.69 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","Not everyone uses up all their medications. it should be implemented to return all non-used drugs to the pharmacies, so their won't be any misuse of the drug. Also maybe by returning all non-used drug they can have like a discount or something to persuade them to return non-used drug."
1907,3,20.69 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","monitor how nurses and doctors retrieve medicine, so as to avoid abuse of drugs"
1722,3,19.14 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",Ship all the sick to Guantanamo  HA sorry i just could not resist.
1356,3,17.95 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",Need to be raised by both parents..
1831,3,18.46 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",Create ways that give people who are sick a way to wait at home until they can be seen so that they can avoid spreading germs.
1237,3,21.83 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","I agree with that , but I would better if it wasn't limited for cancer only but other diseases such HIV , AIDS , etc..."
1234,3,17.7 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","It is 2013, and we're still being told in the Diagnosis Centers, ""we don't know what is wrong"". More money needs to be allotted to health research, because there are more than a few industries that could use a cut."
1233,3,21.41 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","there needs to be a higher price on people who partake in routine destructive recreational activities such as smoking, drinking, etc. of course, the price would only be raised if the uses had been over a certain limit. say, a person is allowed 3 cigarettes a week. you can smoke more, but the cost of, I don't know, a monthly insurance bill will raise. America seems to be one of the few countries that is willing to kill its citizens just to make a buck. this needs to change. this would raise the incentive to be healthier."
1232,3,21.3 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","if there ARE cures to cancer, and it is being withheld due to the fact that the economy needs people to die to sustain itself, then there needs to be much better treatment."
1218,3,22.02 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",A bigger budget should be given to the biomedical labs to cure cancerr
1848,3,20.56 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","another thing that will help reform America's Healthcare system would be to not allow people to die just because they cannot afford the medicine, or procedures."
1856,3,20.34 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","require doctors to explain different options of treatment rather than prescribing the patients with drugs. ex: rather than prescribing someone with medicine, the doctor could give the patient an alternative such as a change in diet, or a certain food group or a natural remedy that would be much more affordable."
1213,3,25.46 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","personal religious beliefs aside, parents who are considering birthing a child who is guaranteed a life of suffering need to be REALLY informed of the testimony of people who have the same disease that are alive. I was against abortion 100% until I heard a disease stricken man say "" mother, why didn't you abort me? you should have. I would have aborted myself."""
1863,3,19.5 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",make medicine more affordable
1868,3,18.79 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",have the er not charge you an arm and a leg for everything used (like blankets and socks and of such)
1870,3,19.14 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",educate the population about mental diseases
1205,3,20.68 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","not everyone, in the eyes of many, deserve free healthcare. it should cost, but to varying levels. I believe the people who work in dangerous fields that endanger their lives should have access to better healthcare than say to the people who are unemployed for long periods of time. in theory, the oil field worker is at greater risk than the stay at home mom."
1204,3,20.66 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","healthcare should be available to everyone, but to varying degrees. it's a fundamental right to live, but people should get what is appropriate. perhaps helathcare should be based on current health, job environment, place of residence, etc."
1200,3,22.06 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","People should be educated about how to react in emergency situations. For example, if someone broke a bone or if anyone is having a seizure, stroke, heart attack, etc., it would be ideal if the general public knew how to react in those types of situations and at least hold it off until help arrives."
1199,3,20.66 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",I think first before we can try to fix the healthcare system people need to be informed of how it works and stuff. Because I believe maybe some people aren't sure of how the healthcare system in America works especially dealing with insurance and all that.
1196,3,18.3 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",Medicine should be available to everyone.
1880,3,18.13 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",teach eastern and western approaches to medicine in med school
1192,3,21.16 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","The government should support health care technology and set a budget for it , especially in the research fields for finding new cure and medicine for several diseases."
1882,3,18.79 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",make birth control over the counter for women eighteen years old and up
1883,3,18.13 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",educate young men and women about rape and domestic abuse
1887,3,19.14 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",easier access to health insurance
1888,3,19.3 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",Educating the people about the issues of healthcare and where it stands compared to other nations.
1890,3,20.24 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",Make sure that the medical places are not influenced by money or their paycheck.
1180,3,20.61 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","School districts need to learn how to budget. In most cases, other programs get greater funding. Like in some schools, more money might go towards the football department instead of the math department. They need to figure out what is more beneficial for the majority of students and budget around that."
1898,3,19.85 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",Make sure that hospital or or places where people go to for a doctor have ways to properly communicate with the people of different cultures or have English as a second language.
1900,3,22.76 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","Make sure that doctors inform the people they meet with about the issues and warnings of particular medicines, especially if it was something that was recently made or approved by the government."
1241,3,19.87 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",Along with all the mental disorders as well.
1367,3,19.5 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",money and fees should be last on this list
1244,3,18.89 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",cancer treatment should definitely not be withheld and given only to those who can afford the extremely rediculous amount of money it costs to be treated.
1255,3,22.72 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","It's so easy for people to say that we should have free healthcare or something along those lines, but it's unfair to the doctors/nurses/etc. to just provide free service especially if they get paid less because of all of the money and time and effort they've spent getting to that point."
1732,3,19.83 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",If the children were smarter about healthy lifestyles then there would be less unnecessary doctor visits which waste time and money and be less at risk for disease and accidents and we would be able to spend that money on those who need it.
1748,3,17.61 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",I've heard in UK you get braces for free?! why cant US do that?
1749,3,27.78 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","The first issue I belive to be the root problem would be the finiancial sector. The cost of medicine in this country is way overpriced for many citizens. The fact that medical insurance companies can have total control on how much to spend on an individual, this is bad for every citizen. So, I belive there should be a sort of saftey net that covers all citizens from fraud, protecting the consumer. If everybody is covered for the bare minimum of healthcare this would increase life expentecy in the United States."
1343,3,19.88 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",Circle of Life. We cannot stop evolution. Death should be just as important as Life.
1342,3,18.79 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",I would like to see cross state lines health insurance.
1757,3,19.44 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","Maybe a sort of government program every once in a while, where they'll give more money to MED students. To encourage more student enrollment. That would help, but under current circumstances the problem would be where to get that money."
1778,3,20.5 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",Finding a way for medication to be available at little to no cost for those in a life or death situation even if it's a long term situation.
1323,3,22.22 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",For preventive healthcare it is the subjects job to go in for checkups so there are no underlying or hidden problems that might turn out to be a bigger problem down the road.
1785,3,21.88 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",If the Government would stop giving money to companies that make these products and then turn around and sell them back to the government for a huge amount of money. This would save cost.
1787,3,19.14 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",Have cross state lines insurance.
1316,3,19.54 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",As of the mental health patients i believe that sometimes the healthcare providers might issue drugs just so the patient can try or might not need.
1314,3,21.68 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","Emergency Room services are in need of help. I believe that yes if you come in before 20 other people then yes, you should be treated before the other patients. However, when it comes to people in need of medical attention because of how bad their issue is then by all means take them before someone who is just getting a checkup."
1309,3,22.37 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","Pharmaceutical Company's make a lot of money even when they shouldn't because the drugs that are given to the patients aren't working . The medicine is either too strong and making them sick or nothing is improving, but in order to change the pharmaceutical drugs needs to alternate to a more natural substance and to test out the product more on different groups of people to ensure the quality of the drug."
1308,3,19.53 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",Mental health is a hard topic because the people in the facility need the special care but i believe that the patients don't need all of the drugs that are administered to them. In a sense less is more.
1794,3,21.09 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","That problem deals with lobbying, or legal corruption, get rid of it and you'll see way more passionate people in office."
1293,3,21.18 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","Mental health of an individual can vary. We all can get sick, or have an emergency. Health insurance is important. Although it can be costly, we should find a way so that the Americans of the United States have insurance for their needs."
1286,3,18.45 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",That way people pay according to their income. Like 2% let's say gets put into this account monthly
1281,3,19.88 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",Yeah because sometimes they'll prescribe you medicine that you can get OTC but they'll make you pay more for the prescribed medicine
1279,3,18.58 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",What if hospitals were like an assembly line. Because assembly lines are efficient and cheap. Like everyone would do one job at people would just go down a conveyor belt.
1278,3,26.03 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","I don't want to be THAT guy, but if marijuana were legalized for medicinal use, perhaps the following *could* happen: 1) Doctor's would be making a lot more money 2) It's a much cheaper than a bottle of pills for quite a few disorders 3) The illegitimate drug trade in America would collapse, *hopefully* leading to a lower crime rate 4) Would people do it to get high, just because? Of course, why the heck do people use Vicodin or Purple drank? 5)Nothing in the world would really change, because illegality of marijuana hasn't done a darn thing to stop it. Then again, money is money. Illegal or not, drugs bring in ALOT of money. Somewhere down the line, that money gets put back into Uncle Sam's pocket. Maybe the gv't doesn't want to legalize fully for just that reason."
1269,3,27.78 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","i dont see why america sees it as a threat for people to live longer... cancer and asthma have become increasingly common when the government stated this and therefore, more people die at younger ages. is the government doing something to shorten our life span? this should definitely stop immediately. People should be able to live life without breathing in random things that planes spray into the air."
1268,3,24.75 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","Health is a big issue all over the world. Since this is such a big topic, the government should look into it more often than they do now. Health care should also be paid mostly by the government if the disease or illness is serious so that people are able to live longer."
1813,3,21.46 %,"people, money, problem, drug, medicine, disease, life, live, place, issue","I honestly think that medications should be universally cheaper, especially for those who are on a fixed income. Even if it's the generic kind."
1262,3,22.05 %,"people, money, problem, drug, medicine, disease, life, live, place, issue",ER should be limited to people with a serious life threatening condition or a serious injury. A lot of people now days are in long lines for the ER room due to the lack of identifying what is serious and what is not.
