Line_Number,Dominant_Topic_Number,Percentage_Contribution,Keywords_In_Dominant_Topic,Sentences
184,2,26.78 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Instead of having more schools eliminate recess hour maybe have teachers actually exercise with the kids and do organized games with the kids for 30min.
1382,2,21.82 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Taking a little time out of your day each day will improve your health
1225,2,22.4 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Public and private schools should teach more in the health classes than they do now. This way students would know how to react in emergency situations and less deaths may occur.
1045,2,21.85 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","Pharmaceutical companies should not be aloud to make promises or incentives to the doctors to get them to  use there products, the drugs should be used because they work."
198,2,25.93 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Instead of one emergency room in hospitals there should be at least two that have requirements so it can be less of a wait.
1944,2,22.63 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Teach students about the different types of caloric diets
1231,2,22.41 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","an in depth evaluation of a specialist, or perhaps a program,  maybe over the phone or through a computer service, to help determine whether it'd be best to go to the ER versus the family doctor."
1947,2,23.03 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",let consumers know how their food is processed/made if consumers ask
1167,2,23.88 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","Students in high school when taking their fitness tests could be challenged to increase their performance (and thus their fitness) as time goes on, and be provided incentives to do so. Simple things like a free party, or better yet, a day outside could be an award."
1295,2,23.08 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Patients always comes first. Cannot stress that enough.
1039,2,33.49 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","All ER rooms should have the same equipment in them, and doctors need to be trained on how to properly check someone out after they have been in a wreck. the doctors in Eastland Texas missed 6 broken vertebrae, 2 broken ribs, and a shoulder injury because the doctors there either didn't have the right equipment or they are not qualified ER doctors."
1948,2,24.19 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",make children in school take more than one health class in four years of high school. there should be at least one health class per each academic school year
1036,2,22.22 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Equal treatment of all patients should be a priority.
1238,2,23.5 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","I agree! that can lead to extra examines and procedures that can be costly and unnecessary, raising the medical bill expenses."
1035,2,22.4 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","The trauma centers should be better educated to help the injured that come in. they need to make sure that the doctors they are staffing are qualified. we recently dealt with a doctor who was not very educated in his field, that is unacceptable."
1857,2,36.59 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","having a universal database of information on each patient between every hospital and doctors office in the US would allow a faster treatment and would allow doctors to see what prior doctors and health professionals have prescribed the patient to see if it has worked or shouldn't be used again. Also allow the doctors to make little notes in the database on the patients such as allergies, or certain drugs that shouldn't be given to the patient."
1861,2,23.08 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",have more staff at the er/hospital
1949,2,23.86 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",if they don't want to take health classes in high school give them the option of taking a yoga/pilate/crosfit/zumba class (something to keep them active)
169,2,23.21 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Maybe in each school district have a school that provides daycare and while the teen is still in school.
1298,2,25.93 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","The healthcare should pay more attention to how the patients are being treated. Some nurses/doctors and etcs can sometimes treat their patients horribly. Although it is a tough job, the health care workers are there for a reason and chose to be there. But some does not care for the patient entirely."
1934,2,23.73 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",have fresh out of med school students develop relationships with mentors throughout their whole career so if they need advice on anything they have someone
1086,2,23.08 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","It sounded too good to be true until i seen tax rates may increase slightly.  How big is slightly?  If everybody has healthcare how does it affect healthcare workers (doctors, nurses, etc)?"
1881,2,24.37 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",give more funding to the ERs so they can staff more doctors and nurses to tend to those who need it
52,2,20.31 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",The new technology would also reduce the amount of time that surgery would or regular everyday visits would take. Also with new things coming out there should be seminars for them to be displayed so that the doctors have a chance of purchasing them.
144,2,25.79 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Stop making the wait so long for emergency room patients
146,2,25.0 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Having more smaller clinics be able to provide the same technology like bigger clinics
1082,2,22.22 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",i agree. it will also help decrease the number of misinterpretations and mistakes as well.
1081,2,27.61 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","i think that for doctors and nurses with more than just a BSN that after you have graduated with a bachelor, the college taken following should be paid for by the state. too many smart people do not become doctors or nurse practitioners because the cost of such an education is drowning."
149,2,28.37 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Have the doctor look at the patients in the emergency room to see if the patient needs to be treated faster than others
51,2,22.98 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Regular check ups on physicians should be required to make sure that they still have morals and values and really do care about the patients rather than they're paychecks.
154,2,27.01 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Strict policies need to be enforced on doctors who prescribe highly addictive drugs to patients. They should have routine check on those patients and make sure they are not using the drugs out of context.
1077,2,27.59 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",technology should also be updated. some hospitals are more advanced than others and that is leaving both the patients and the staff at a disadvantage
1376,2,23.63 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","There are already fitness grams at school to determine whether or not a child is considered obese, but instead of one a school year the school should follow up with a couple more times to see improvement."
158,2,36.43 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","Adderol abuse in colleges is becoming a serious problem. Not to mention certain pharmaceuticals are the root of most illegal drugs being made in America today. Doctor's usually only get to see their patient once in situations where they diagnose, therefore they pass out prescriptions as a precautionary measure instead of actually reasoning if the patient truly needs the prescription. There needs to be discrete testing (i.e. personality tests or motor skills testing) that could be done in the waiting room or online before an appointment so the doctor can assess the results and have a better understanding of the patients true psychological, mental, or physical well-being before they're forced to diagnose the patient in one sitting."
1073,2,24.77 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","I agree that emergency room's standard must be raised, and I think more facilities, not just emergency room, also must be built so it is easier and quicker to get to doctor's hand."
1304,2,26.79 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","emergency room services are hectic, and so it should be more organized when patients are running in."
1369,2,22.65 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Technology has come a long way .
1935,2,22.95 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",have doctors go back to conferences to learn about new discoveries in the scientific/medical world so their knowledge is up to date with the new findings
1869,2,23.15 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",train nurses and doctor to be kind no matter how busy they are in the er (people are in pain and sometimes all they need to see is smiling face)
1069,2,24.79 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",A good way to improve the healthcare system is   to let specialized computers help doctors diagnose patients. This will save the time and money for the patient as well as receiving better treatment.
1068,2,27.87 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",The overall standard of Emergency room services must be raised. It is not uncommon for patients to be waiting for hours before they can be treated. This issue needs to be addressed better.
1302,2,24.14 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","Doctors, indeed have higher educational levels, but nurses are significantly important just the same amount."
1066,2,25.17 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","I believe that pharmaceuticals should be made available to patients, at minimal costs; provided they have a prescription for it of course. The cost of medicine piles on to already burgeoning hospital bills. The government should look into subsidizing pharmaceutical companies as much as possible to enable them to lower prices for the more expensive pharmaceutical products, which are in high demand i.e. expensive medicines which are sought by a large number of patients because the disease / ailment it is used for is somewhat widespread."
1936,2,24.07 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",have doctors build relationships with their patients
1221,2,30.09 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",I think we should make getting a doctor degree more affordable so well have more doctors and maybe even enough to have a doctor and a nurse in schools so the poor children in school can have a free doctors visit during school.
1939,2,30.6 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","if a patient's doctor is retiring within half a year (or withing an X amount of time), then the doctor should let them know asap and help his patient with finding a doctor they are comfortable/suitable with"
1368,2,25.83 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",I was watching this show where the hospital was switching over to a new health care procedure when admitting patients to the ER. What i say was they were only allowed  an allotted time with the doctor/patient interaction and there was a script for protocol.The doctors felt like there wasn't enough time to thoroughly asses the patient and to for some type of contact to really understand the problem. With all that being said it could be where the healthcare system is going .
562,2,22.41 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",There shouldn't be such a difference in earned income between hospital physicians and private practice physicians
1444,2,30.34 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",I think that also having up-to-date equipment is necessary and training doctors how to properly use them is a good idea. Most equipment doctors use are out-of-date and sometimes they encounter problems with the equipment.
1447,2,24.83 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","There should also be a designated time as to how much time a doctor should spend in the room with the person in need, so the person in need wont feel like the doctor is rushing out of the room. That way they can actually ask the doctor all the information they want to know."
610,2,20.75 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",improve their installment plans
750,2,21.21 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","Make medication cheaper, I mean seriously, $300 for a pair of glasses?"
749,2,24.62 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Stop using nuclear energy. Use natural energy to create generators to keep people in hospitals alive such as wind and solar powered equipment or generators.
423,2,22.03 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",create more precise and accurate tools and machines to remove growths and tumors
611,2,26.79 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",A hospital should have more doctors in the floor so the waiting time isn't as long
424,2,20.75 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",give more money to science
1590,2,22.42 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",education for doctors (med school) should be made more affordable
742,2,21.67 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Virtual doctors with video chat would be a problem because actual doctors are needed to perform treatment to individuals.
741,2,28.35 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Create technology that allows doctors to preform tests on a patient to make sure they are healthy.
1710,2,23.46 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","I agree that technology is advancing faster than education, but on the societal aspect. There is a major gap between those who create the newer and newer technology and the consumers and general population. I think its fine that technology is ahead of education, however the gap should not be as wide as it is and it should not be growing at the same rate."
736,2,21.57 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",I wish we had that technology
735,2,22.99 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Health care providers need to step up their activities in communities and increase awareness
614,2,24.71 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",There should be a sharing type system that allows your new doctor to view your medical records from your old doctor
434,2,21.84 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Provide mandatory educational classes that will teach people how to take care of themeselves
615,2,25.34 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",they could create a program to train hospital staff like every 3-6 months to make sure they know what they're doing
731,2,21.86 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","require an exercise program for type 2 diabetes patients, it will improve their health dramatically and save of medical costs"
1540,2,22.03 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",This is very true. companies and the government make it more expensive to eat healthy
436,2,24.65 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","emergency room care should be swift and timely, waiting areas should not be overcrowded with the amount of medical professionals we have and the number of emergency care facilities"
728,2,24.71 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",make no room for diagnostic mistakes because that is costing millions in unnecessary medications
437,2,23.21 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",schools should have some type of first aid and educational session for students
1700,2,23.87 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","All roads lead back to insurance.  People don't have primary care doctors because of their insurance provider or lack of.  ER rooms are packed out for a lot of things that aren't emergencies because of insurance providers or lack of.  Somehow, someway the health of others has to be prioritized over profit and capital."
1446,2,21.82 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Maybe they can also offer discounts to clients that are in medical need regularly.
1543,2,26.37 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","Why is it so expensive just to get referred to another doctor? If someone is taken to the emergency room and cant be treated, they are referred somewhere else. That referral can be done before arriving. instead you pay a minimum of 1,000 dollars, and half of the time insurance companies do not want to pay their end."
721,2,22.22 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Depression can't be treated that easily. Doctors should provide free treatment.
1588,2,22.81 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",all insurances should be accepted at every general/ family doctor and walk in clinic
608,2,24.53 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",They also shouldn't assign 10 patients to one nurse
752,2,25.4 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","Speed up STD results. Somebody could contract and STD, go in for an STD checkup, have unprotected sex, and THEN receive their results. That could suck for the other person."
754,2,23.0 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","Make condoms that make protected sex more enjoyable. I mean seriously, I can't feel anything, at all"
755,2,21.07 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","Make pet medication cheaper, I love dogs, but they are freakin expensive."
381,2,24.56 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","yes, because some of the more affordable clinics are not up to code and professional, discouraging people from going to such clinics."
1746,2,21.82 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","cost of emergency room bills shouldnt be 14,000 for just 1 day! thats ridicoulous."
783,2,21.51 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","Allow people to look at the results the doctor got and force the doctor to explain in detail what the stats mean. That way, people can decide on their own whether or not the medication they need is the one they are offering."
387,2,21.38 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",make vaccinations more readily available
597,2,22.22 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",there should be a time limit on waiting in the Emergency rooms
598,2,21.81 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",keeping accurate medical records should be mandatory
1743,2,24.14 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Doctors should follow up not with only visits but also phone calls as some cannot afford a follow up visit.
599,2,24.19 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","It will also help if emergency rooms were completely staffed, some hospitals only have the minimal amount of doctors working during certain times in order to reduce cost."
1652,2,23.02 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","I dont think lowering the coist oif the medicine is going to do any improvement anywhere, not everyone is a doctor"
1741,2,26.23 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","after seeing a doctor for your medical issues, there should be a onling 24-7 chat with either a doctor or a nurse. Or at least some sort of email so that the doctor can respond right away."
1737,2,39.03 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Doctors should be employ by hospital and not work with hospital on contract basis. Maintenance medications should be below $5.00 for a month supply Laws should be made to reduce the rate that medical providers are getting sued unless negligence is involved on the part of the medical provider. programs should be setup in order to educated the patient on how to effectively take their medications at home Programs should be setup in order to allow healthcare providers to followup with patient on regular basis to make sure that recurrence  of health problems are reduced. Pharmacist should not be allowed to work for very long hours in order to improve accuracy of pharmacist Very busy hospitals and retail pharmacist must employ adequate number of staff in order to avoid medical errors.
394,2,24.14 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",have school make it mandatory to get vaccinations or flu shots to keep the school sanitary
533,2,21.82 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","Much like alcohol, prohibit it during certain times of the week/day."
397,2,21.82 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",have the emergency room be alert and have good hours to be prepared
1733,2,22.73 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","They make bigger hospitals for that reason. What should be done is emergency response teams should be able to make the call as to which hospital to go to before they decide on one place, if the patient is stabilized enough to have the couple of minutes available to do so."
601,2,28.05 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Anyone can go to a new hospital where they don't have your previous medical records. There needs to be a program that all medical physicians use so that your medical records are accessible no matter where you go
402,2,25.19 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",make it a law for all hospitals with the specific expertise for a patient to be required to give aid to patients
1637,2,23.06 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",They should make machines that can make things go faster in the ER. On a recent episode of Grey's Anatomy they have a machine that can take a full body x-ray in 13 seconds. Can cut down on wait time.
404,2,20.99 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",education courses can be made optional for those who need help understanding
603,2,26.32 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","We could also just better staff the hospital, it`ll be more expensive for the hospital and overwhelming for the doctor if we keep them overnight."
604,2,23.73 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",That's why you would have colors to identify which case is more serious and you would use a number system to identify each patient. It would be the same as when they call out your name to take you back to your room
605,2,25.81 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","This is true, i have probably received 3 of the same shoots because the new hospitals I visited did not have my records. Patients are supposed to keep their own record, but these can be easily lost or misplaced."
606,2,23.08 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",I think they need to stop cutting back on staff for budget cuts and saving costs but take phone out of offices or go paperless. They need to cut the small things before they cut the major things
607,2,23.08 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Hospitals should have more staffs
757,2,23.86 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","Make it difficult for doctors to screw up. They are still people, and of course you want your life to be saved, but mistakes can happen, but if there's a way to limit those mistakes, let's do that."
756,2,22.61 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","I mean seriously, my trip to the doctor, which included scans, cost less than my dogs vet bill."
1734,2,27.54 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",This could be a good idea. A traveling doctor or team of specialists could go around making house-calls providing insight and expertise or even write prescriptions and treatment to those that are sick but do not need to go to a hospital and would clear up space for those that do.
619,2,23.73 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",all birth control should be free. $50 dollars a month for a college-student or non college student is alot
1641,2,22.03 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",I don't think we will ever change how long we wait people get hurt everyday. Unless the doctor is bad you would be waiting
720,2,21.83 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Make yearly checkups free in order for everyone to know what's wrong with their health.
520,2,21.15 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",they should also remind you when you havent been to the gym in a while
1670,2,22.77 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",We need better nurses. Nurses who care more which probably wont happen without a pay raise.  We need nurses who are in the profession because of their passion to help not just for a job or the money.
1669,2,29.5 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","Everyone says... ""oh Canada has free health care why cant we""  ok, you go to Canada and wait 5 months for an appointment and even longer to get approved for your prescriptions. Free sounds great, but if humans can not wait for 3 hours in the Doc's office can you imagine waiting 5 months to be seen? Our health care is slow with burnout staff, and out dated equipment. And this will never change for the private sector has no power on this, the only hope is Government steps. Going back to cars, there is no reason a GMC should have more technology in the dash board then the office i sit in to get my back checked out. I have no idea on how to get better technology but it is needed. It is a cost well spent, why have 3 different tests when 1 machine can answer everything.. oh thats right, so the insurance companies can make money.. so maybe that is were the Gov should step in... stop letting them rob us blind."
491,2,22.41 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","insurance policies should be easier to understand by any body, not filled with unnecessary literature"
632,2,23.44 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",I don`t believe taking phones out of hospitals or clinics would be a good idea. There is still a considerable amount of people that don`t have access to computers. But i do agree their is small things that should be cut.
493,2,23.73 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","hospital waiting areas can be more efficient, waiting areas can be crowded even with tons of staff there"
494,2,22.61 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","becoming a healthcare professional should be a little easier, as in some parts in medical school can be consolidated"
633,2,22.42 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",I'm pretty positive they have to do continuing education to keep their license up to date which would be almost the same thing
495,2,27.87 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","elementary, middle, and high school students should be taught about healthcare, insurance, and medical schools"
664,2,27.94 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","Hospital waiting rooms and information desk should offer monthly newsletters for the people of the hospital to see more of what is going on with in their hospital, such as new technology, new doctors, and or modification to hospitals policies or areas of the hospital"
663,2,27.35 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","Unfortunately, a lot of times there are personality tests given to nurses and doctors but in time of crisis how can you say no you can't work with that patient because your personality will clash with theirs when you don't even have the time to evaluate the patient?"
496,2,21.43 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","all doctors should accept the same insurance across the board, not having the option for certain doctors."
680,2,22.43 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","If there was better training, the response would be faster."
499,2,20.75 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",the goal should be to cure not to treat.
1582,2,23.43 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","When they have to renew there persription, they should just let all the branches of the pharmacy know that they renewed it."
518,2,33.33 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","create apps for phones and computers that can accurately track the correct amount of calories you eat and burn throughout the day, not necessarily just calories burned at the gym"
657,2,22.81 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",The community should come together more and rally for more rural clinics to help those who don't live within city limits.
516,2,25.42 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",require elementary and middle schools to keep their children active in gym activities or at recess
655,2,24.95 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",This would also be a great way to get more professional athletes involved to help kids understand that the healthy eating isn't a bad thing rather something to go along with the sports.
1648,2,28.26 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","What is a free clinic? You mean walk-in clinic/minor emergency clinics? Your idea is a good point. A good way to fix the wait time is to give higher pay for general practitioners. Most doctors specialize because they get paid so much more, but minor emergency clinics just use general doctors. If we could pay them more, we would have more doctors to get patients through faster"
1661,2,25.76 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",I believe it would solve the money expense on traveling to a doctor that the doctor take there insurance. If the hospital that is close by take any type of insurance;then they will not be spending money on gas as much as the doctor bill.
649,2,20.75 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","I also agree with this statement, and it can also be free"
1279,2,21.31 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",What if hospitals were like an assembly line. Because assembly lines are efficient and cheap. Like everyone would do one job at people would just go down a conveyor belt.
647,2,22.22 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",doctors should spend more time with their patients
641,2,29.51 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Not only should nurses and doctors have to pass all of their nursing exams I think they should have to pass a personality test to see what types of patients they should be allowed to work with
1655,2,24.07 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","more hospitals not clinics, just need organized solution."
660,2,28.99 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","This is where some of tax dollars need to be going to, not only that but get the students more old school games. Also, get families involved in doing sports together such as family soccer games against other families. Do things that used to go on in the 80's and 90's where schools, churches, and communities came together to do sports and activities together for the bettering of the children."
1747,2,22.41 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",More security systems and privacy should be added into offices of healthcare providers and hospitals.
476,2,21.43 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Fund technology for pharmaceuticals to better enhances the treatment to a sickness
684,2,22.64 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Technology needs to be better explained to patients before they are used.
719,2,22.22 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Local Doctors should be in areas where patients are needed.
448,2,22.39 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",keep pharmaceutical companies from bending the truth in order to make more profit. i.e. stop minimal cancer research in order to keep pharmaceuticals relevant and income high
1644,2,25.67 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Maybe more free clinics? Cause I know that they can get really packed and maybe people don't want to wait and maybe that's how emergency rooms get over crowded and we have to wait a while.
1545,2,22.64 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","I understand, and see this as an issue which needs to be resolved"
715,2,22.02 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","Seriously, cooking and cleaning, and maybe doing my homework. That would be amazing."
714,2,23.23 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","Allow cloning, if I want to have a copy of myself to clean and cook, that's my problem."
455,2,22.95 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",keep food producing companies from swaying people's truths about certain foods rather than telling them the actual truth about the products they're producing
709,2,21.6 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","Make money less of a priority, think about the patient first."
1683,2,25.81 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Doctors should have to pass a handwriting test prior to them being allowed to write prescriptions.  That could prevent thousands of mistakes and lives being lost
705,2,21.57 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Or alcoholism.
1586,2,26.52 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",General practitioners need a higher salary or else more and more doctors are going to specialize their field of study because the benefits are better. We don't want to run out of general practitioners
703,2,23.02 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Increase funding for NASA so better technology is created that could be used for medical use.
475,2,23.73 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Assign long-term schedule for when to visit with a doctor yearly/monthly depending on level of needs
464,2,23.21 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","hire strictly researchers, instead of someone trying to juggle being a doctor and researching"
