Line_Number	user	fake_username	timeCode	content	reply	contentSimp
4	76m23	James Medina	April 03, 2013, 10:30:46 AM	preventive care should be taken more seriously because it is cheaper to prevent than to cure, but most people can afford it so they have to wait till its more serious and then go to the doctor to get care , so they should bring down the cost of preventive care	-1	preventive care cheaper prevent cure, people afford wait till doctor care , bring cost preventive care
5	76m23	James Medina	April 03, 2013, 10:32:12 AM	instead of prescribing antibiotics all the time doctors should look for the true source of the problem, that will save money for everybody	-1	prescribing antibiotics time doctors true source problem, save money
6	76m23	James Medina	April 03, 2013, 10:34:45 AM	the government should not impose a penalty for someone without insurance because they are the reason it cost so much and people cant afford it, taxes pay for the people on Medicaid but the people without anything are left without any help and have to pay it back on their own, they need to stop throwing money at Medicaid and start thinking of ways to get people independent	-1	government impose penalty insurance reason cost people afford it, taxes pay people medicaid people left pay back own, stop throwing money medicaid start thinking ways people independent
7	76m23	James Medina	April 03, 2013, 10:36:20 AM	the public should be more educated about healthcare and their health in general so that they can make better decisions about where they should go and what they should do	-1	public educated healthcare health general make decisions
8	76m23	James Medina	April 03, 2013, 10:37:25 AM	parents need to be better informed of the options out there	-1	parents informed options
9	76m23	James Medina	April 03, 2013, 10:38:15 AM	It should start in the schools, the children need to be better informed so when they are adults they can make better decisions	7	start schools, children informed adults make decisions
10	76m23	James Medina	April 03, 2013, 10:40:09 AM	getting a loan specific for medical bills should be easier, they should only work if its medical, not cosmetic or for buying anything else. and they should not have interest rates for the first 6 months to a year, after that a very low one so that the people can pay off their medical bills faster	-1	loan specific medical bills easier, work medical, cosmetic buying else. interest rates 6 months year, low people pay medical bills faster
11	76m23	James Medina	April 03, 2013, 10:42:56 AM	People should stop assuming all old people need help and then raising the prices for them or making it harder for them to get surgeries, the ones who really need the help or surgery should be able to get it, not have to jump thew hoops	-1	people stop assuming people raising prices making harder surgeries, surgery it, jump thew hoops
12	76m23	James Medina	April 03, 2013, 10:44:31 AM	doctors should not get big bonuses for taking insurances, like medicaid or medicare, they over do work so they can get paid from the government and then ultimately it hurts the people	-1	doctors big bonuses taking insurances, medicaid medicare, work paid government ultimately hurts people
13	76m23	James Medina	April 03, 2013, 10:46:22 AM	more money needs to be spent on preventing Cancers, Alzheimer's, and things like, in the end if we can prevent some of these damaging things it will cost less and save a lot of lives	-1	money spent preventing cancers, alzheimer's, things like, end prevent damaging things cost save lot lives
14	76m23	James Medina	April 03, 2013, 10:47:33 AM	doctors should charge the same price for a doctors visit	-1	doctors charge price doctors visit
15	76m23	James Medina	April 03, 2013, 10:50:01 AM	cosmetic surgery should cost more than an emergency surgery- the people that do cosmetic surgery do it willingly and should have the money saved up for it, but the people who get in accidents should be charged less because they did not chose to have that happen to them	-1	cosmetic surgery cost emergency surgery- people cosmetic surgery willingly money saved it, people accidents charged chose happen
16	76m23	James Medina	April 03, 2013, 10:51:14 AM	doctors should not be able to discriminate against an emergency surgery or cosmetic surgery- if the emergency one cost less they should have to treat it the same as they always did	15	doctors discriminate emergency surgery cosmetic surgery- emergency cost treat
17	76m23	James Medina	April 03, 2013, 10:52:03 AM	the doctors should get benefits if they handle emergency cases not cosmetic ones	16	doctors benefits handle emergency cases cosmetic
18	76m23	James Medina	April 03, 2013, 10:54:15 AM	pharmaceutical companies should not be able to entice a doctor into using their product by promising them things, the doctors should use the drug because it works and is safe, and has gone threw all the procedures by the FDA with blind testing and things	-1	pharmaceutical companies entice doctor product promising things, doctors drug works safe, threw procedures fda blind testing things
19	85m74	Judith Robinson	April 03, 2013, 11:33:11 AM	insurance should not be forced on everyone if it is going to put them out of work or lessen their hours because it'll only harm them in the long run with less money and no insurance.	-1	insurance forced put work lessen hours it'll harm long run money insurance.
20	85m74	Judith Robinson	April 03, 2013, 11:35:09 AM	drug companies should not be competing with each other to sell more product, if the medicine is the same it shouldn't be marketed as different medications	-1	drug companies competing sell product, medicine shouldn't marketed medications
21	85m74	Judith Robinson	April 03, 2013, 11:37:24 AM	lifesaving surgeries and surgeries that will make someone's life more livable (not cosmetically but for health reasons) should not cost an arm and a leg.	-1	lifesaving surgeries surgeries make someone's life livable (not cosmetically health reasons) cost arm leg.
22	85m74	Judith Robinson	April 03, 2013, 11:38:45 AM	the government should spend more money on preventive medicine and education in schools so that people won't have to suffer the consequences later	-1	government spend money preventive medicine education schools people won't suffer consequences
23	85m74	Judith Robinson	April 03, 2013, 11:40:27 AM	there should be requirements that health professionals offer their services free of charge for at least one organization to help those who are too poor in our country	-1	requirements health professionals offer services free charge organization poor country
24	85m74	Judith Robinson	April 03, 2013, 11:42:02 AM	there should be regulations on the amount a doctor can charge a patient for how many tests they are given for diagnosis. and if in the end the patient did not need the test, they should not be charged for it	-1	regulations amount doctor charge patient tests diagnosis. end patient test, charged
25	85m74	Judith Robinson	April 03, 2013, 11:43:42 AM	more money should be focused on spreading information to people about how to care for their bodies and general hygiene. especially to new parents and caretakers of the elderly.	-1	money focused spreading information people care bodies general hygiene. parents caretakers elderly.
26	85m74	Judith Robinson	April 03, 2013, 11:44:52 AM	research for cures should be consolidated and not spread out over various companies, the health and lives of the people are more important than the possible monies the companies are competing for.	-1	research cures consolidated spread companies, health lives people important monies companies competing for.
27	85m74	Judith Robinson	April 03, 2013, 11:45:47 AM	yearly vaccines should be made affordable, and prices should be limited for those who have large families and small pay	-1	yearly vaccines made affordable, prices limited large families small pay
28	85m74	Judith Robinson	April 03, 2013, 11:49:06 AM	the government should make every effort to extinguish the profit drug companies and research organizations are vying for in order to stop bribes that are made to health professionals-who endorse medicine for the wrong reasons.	18	government make effort extinguish profit drug companies research organizations vying order stop bribes made health professionals-who endorse medicine wrong reasons.
29	85m74	Judith Robinson	April 03, 2013, 11:51:04 AM	emergency rooms should be treated as emergencies and doctors and nurses should be properly staffed to quickly and efficiently care for these patients instead of making them wait for hours while the staff does paperwork	-1	emergency rooms treated emergencies doctors nurses properly staffed quickly efficiently care patients making wait hours staff paperwork
30	85m74	Judith Robinson	April 03, 2013, 11:53:43 AM	the staff should get less pay instead of more pay for making patients wait. the government should make it mandatory that treatment be given even if insurance paperwork has not gone through (yet). money can be worried about later especially if its less expensive	29	staff pay pay making patients wait. government make mandatory treatment insurance paperwork (yet). money worried expensive
31	85m74	Judith Robinson	April 03, 2013, 11:55:36 AM	health staff should not be told about a patient's salary or insurance level because it may interfere with their bed side manner	-1	health staff told patient's salary insurance level interfere bed side manner
32	85m74	Judith Robinson	April 03, 2013, 11:56:30 AM	bedside manner needs to learned and made a necessary requirement for graduating med school/nursing school/or any other health school	31	bedside manner learned made requirement graduating med school/nursing school/or health school
33	85m74	Judith Robinson	April 03, 2013, 11:59:35 AM	the government needs to make health education for future doctors/nurses/and other healthcare providers less expensive, because we have shortages that make well staffed hospitals in cases or emergencies rare.	-1	government make health education future doctors/nurses/and healthcare providers expensive, shortages make staffed hospitals cases emergencies rare.
34	92m54	Christina Lewis	April 03, 2013, 12:22:01 PM	we need to be able to reach out to more people	1	reach people
35	92m54	Christina Lewis	April 03, 2013, 12:26:15 PM	more money should be focused on an equal distribution throughout health care	-1	money focused equal distribution health care
36	92m54	Christina Lewis	April 03, 2013, 12:29:57 PM	doctors should be taught to take more holistic approaches and strive to find affordable yet effective ways to help their patients.	5	doctors taught holistic approaches strive find affordable effective ways patients.
37	92m54	Christina Lewis	April 03, 2013, 12:40:11 PM	doctors should be taught to take more holistic approaches and strive to find affordable yet effective ways to help their patients.	5	doctors taught holistic approaches strive find affordable effective ways patients.
38	92m54	Christina Lewis	April 03, 2013, 12:44:22 PM	health care coverage should be reevaluated and should only cover essentials as to not cover so much and make us pay more	-1	health care coverage reevaluated cover essentials cover make pay
39	92m54	Christina Lewis	April 03, 2013, 12:48:01 PM	it's important that we educate people all over the spectrum so that they are aware and can make more beneficial choices/decisions when it concerns health care. also it would help them be able to figure out what the best plan is for them so that they won't have to over or under pay.	-1	it's important educate people spectrum aware make beneficial choices/decisions concerns health care. figure plan won't pay.
40	92m54	Christina Lewis	April 03, 2013, 12:50:37 PM	we should be able to provide thing needed in preventive care within the health care policy/insurance so that we can help prevent future high spending on health	4	provide thing needed preventive care health care policy/insurance prevent future high spending health
41	32m59	Charles Johnson	April 03, 2013, 01:23:35 PM	more/better health care preventative classes in schools and communities	8	more/better health care preventative classes schools communities
42	32m59	Charles Johnson	April 03, 2013, 01:24:38 PM	Hire more insurance employees to weed out those who take advantage of the system	-1	hire insurance employees weed advantage system
43	32m59	Charles Johnson	April 03, 2013, 01:26:45 PM	doctors should not be influenced by outside sources such as politics and industrial companies	18	doctors influenced sources politics industrial companies
44	32m59	Charles Johnson	April 03, 2013, 01:28:52 PM	"the people with the least income should have the highest ""benefit"" from government run insurance companies such as Medicaid and Medicare"	-1	"people income highest ""benefit"" government run insurance companies medicaid medicare"
45	32m59	Charles Johnson	April 03, 2013, 01:30:01 PM	government funded health care should only be given to those who want it	-1	government funded health care
46	32m59	Charles Johnson	April 03, 2013, 01:32:37 PM	more clinics should be opened throughout communities to prevent unnecessary expensive emergency room visits	-1	clinics opened communities prevent unnecessary expensive emergency room visits
47	32m59	Charles Johnson	April 03, 2013, 01:37:13 PM	there should not be a competition between healthcare facilities	14	competition healthcare facilities
48	32m59	Charles Johnson	April 03, 2013, 01:41:51 PM	health care needs to be fixed to save everyone money all around, the facilities and patients	-1	health care fixed save money around, facilities patients
49	32m59	Charles Johnson	April 03, 2013, 01:47:04 PM	everyone deserves equal treatment regardless of income or insurance benefits	30	deserves equal treatment income insurance benefits
50	16m48	Stacy Turner	April 08, 2013, 02:23:03 PM	There should be some type of healthcare for everyone.	-1	type healthcare everyone.
51	16m48	Stacy Turner	April 08, 2013, 02:24:09 PM	A general and affordable insurance plan should be made available to every citizen of the US; it might be costly, but everyone needs some sort of healthcare.	-1	general affordable insurance plan made citizen us; costly, sort healthcare.
52	16m48	Stacy Turner	April 08, 2013, 02:26:37 PM	I know that providing healthcare to everyone may seem skeptical because a lot of people would abuse the system, however the government should perform drug tests to the people who claim they need healthcare just to make sure the right amount of healthcare is being given to the appropriate people.	-1	providing healthcare skeptical lot people abuse system, government perform drug tests people claim healthcare make amount healthcare people.
53	16m48	Stacy Turner	April 08, 2013, 02:28:30 PM	everyone needs a clinic that is nearby. sometimes, people with emergencies don't have enough time to make it to the ER.	46	clinic nearby. sometimes, people emergencies don't time make er.
54	16m48	Stacy Turner	April 08, 2013, 02:30:12 PM	There would have to be a set price. Visiting the doctor because you have the flu versus because you have allergies would not be a fair price.	14	set price. visiting doctor flu versus allergies fair price.
55	16m48	Stacy Turner	April 08, 2013, 02:31:06 PM	It should be given to those who need it too, whether they ask for government assistance or not.	45	too, government assistance not.
56	16m48	Stacy Turner	April 08, 2013, 02:32:11 PM	I don't think it should depend on income.	44	don't depend income.
57	16m48	Stacy Turner	April 08, 2013, 02:33:26 PM	I agree. Health care should also be fixed to where wealthy people can also benefit.	48	agree. health care fixed wealthy people benefit.
58	16m48	Stacy Turner	April 08, 2013, 02:35:18 PM	The care and health of patients should be number one priority instead of how much money physicians and other healthcare providers will make off of them in a day.	-1	care health patients number priority money physicians healthcare providers make day.
59	16m48	Stacy Turner	April 08, 2013, 02:36:21 PM	There should be a more natural way to cure illnesses other than always using medication.	5	natural cure illnesses medication.
60	16m48	Stacy Turner	April 08, 2013, 02:38:57 PM	Very true. Not very many people are educated health-wise. Health programs and lectures should be given in the workplace to employers and employees no matter where they work. This should be a part of orientation when someone begins a new job.	7	true. people educated health-wise. health programs lectures workplace employers employees matter work. part orientation begins job.
61	16m48	Stacy Turner	April 08, 2013, 02:40:56 PM	This world revolves around money. Elderly people should be able to have easier access to healthcare. They are more prone to diseases, illnesses, and many other things.	11	world revolves money. elderly people easier access healthcare. prone diseases, illnesses, things.
62	16m48	Stacy Turner	April 08, 2013, 02:43:02 PM	Healthcare and what's behind healthcare such as financials and types of insurance should be taught in high schools throughout the US. It would be very useful and something very helpful students could utilize in their futures; they could pass on the information to others as well.	-1	healthcare what's healthcare financials types insurance taught high schools us. helpful students utilize futures; pass information well.
63	16m48	Stacy Turner	April 08, 2013, 02:45:54 PM	Cosmetic surgery should not even exist unless it is done in the circumstances of malformation of the face or any other body part, or if in a car accident, and something happened to the physical appearance of a person. In other words cosmetic surgery should only be used to return physical appearances back to normal.	15	cosmetic surgery exist circumstances malformation face body part, car accident, happened physical appearance person. words cosmetic surgery return physical appearances back normal.
64	16m48	Stacy Turner	April 08, 2013, 02:47:25 PM	That is true. Doctors should be more concerned with the health of their patients, rather than making some great money-making deal with some company.	18	true. doctors concerned health patients, making great money-making deal company.
65	16m48	Stacy Turner	April 08, 2013, 02:48:23 PM	Not only do Americans need to speak up to change the healthcare system, but healthcare providers should too.	-1	americans speak change healthcare system, healthcare providers too.
66	16m48	Stacy Turner	April 08, 2013, 02:49:57 PM	A lot of people could take advantage of this though, if they are not required to pay promptly. They could prolong and keep prolonging the time to pay for their visit and end up never paying at all. The US could lose a lot of money.	30	lot people advantage though, required pay promptly. prolong prolonging time pay visit end paying all. lose lot money.
67	16m48	Stacy Turner	April 08, 2013, 02:52:27 PM	Exactly my point! There are several people who take advantage of the healthcare system and there should be a specific career just for ruling out those who are truly in need of healthcare versus those who are just playing the system.	42	point! people advantage healthcare system specific career ruling healthcare versus playing system.
68	76m23	James Medina	April 10, 2013, 10:06:40 AM	The doctor would loose to much money if they did that. Then the cost for everybody would go up.They can offer them at cheaper prices and then have easy payment plans.	-1	doctor loose money that. cost up.they offer cheaper prices easy payment plans.
69	76m23	James Medina	April 10, 2013, 10:08:09 AM	And then the regular people would be the ones that would suffer from the higher prices the doctors would have to then use.	66	regular people suffer higher prices doctors use.
70	76m23	James Medina	April 10, 2013, 10:10:33 AM	The cosmetic surgery brings in a lot of money, it should cost more and some of the benefits should go back to the people.	63	cosmetic surgery brings lot money, cost benefits back people.
71	76m23	James Medina	April 10, 2013, 10:15:22 AM	In a true emergency the staff does not wait for the paper work to process they start working on the patient right away. If you are in there on the weekend with a cold having to wait is not a big deal. The reason you are waiting is because they have other people in there with guns shot wounds, heart attack, or car accident. The life threatening emergencies ALWAYS come first	30	true emergency staff wait paper work process start working patient away. weekend cold wait big deal. reason waiting people guns shot wounds, heart attack, car accident. life threatening emergencies
72	76m23	James Medina	April 10, 2013, 10:17:45 AM	Just because its holistic doesn't mean its less expensive	37	holistic doesn't expensive
73	76m23	James Medina	April 10, 2013, 10:20:26 AM	"They already have the highest ""benefit"" from the government that's why it cost us so much. I'm paying for mine and their healthcare needs. The government should find a way to lower the cost of healthcare while still managing to keep the care the same. That way I'm not paying for the person to lazy to get a job and pay for their own healthcare"	44	"highest ""benefit"" government that's cost much. i'm paying mine healthcare needs. government find lower cost healthcare managing care same. i'm paying person lazy job pay healthcare"
74	76m23	James Medina	April 10, 2013, 10:21:24 AM	Amen!!!	45	amen!!!
75	76m23	James Medina	April 10, 2013, 10:24:28 AM	The people on drugs are not going to be the only problem with that, the women with 50 kids can find away to cheat the system. The problem is the people who really need the help don't get it, and the people who don't really need the help find all the loop holes and exploit the system	52	people drugs problem that, women 50 kids find cheat system. problem people don't it, people don't find loop holes exploit system
76	85m74	Judith Robinson	April 10, 2013, 11:15:35 AM	Just because the elderly are at a higher chance of not making it through surgeries or treatments or having a long life to look ahead to, does not mean that hospitals should pass over them to give organs or treatments to those who are more likely to live longer	61	elderly higher chance making surgeries treatments long life ahead to, hospitals pass give organs treatments live longer
77	85m74	Judith Robinson	April 10, 2013, 11:22:19 AM	But a variation of this would help to keep doctors from asking for multiple tests that they know have nothing to do with the patients' illnesses	68	variation doctors multiple tests patients' illnesses
78	85m74	Judith Robinson	April 10, 2013, 11:24:19 AM	Yes. The government has seriously overpriced everything in the healthcare field and now trying to make it less expensive will always cost the US money. this is not to say that the patient will never have to pay and can keep prolonging it, but that it shouldn't be an issue at that moment.	66	yes. government overpriced healthcare field make expensive cost money. patient pay prolonging it, shouldn't issue moment.
79	85m74	Judith Robinson	April 10, 2013, 11:27:50 AM	new technologies should not be a privilege that needs to be earned by each hospital, hospice, clinic. they should be made more readily available for patients' sakes.	-1	technologies privilege earned hospital, hospice, clinic. made readily patients' sakes.
80	85m74	Judith Robinson	April 10, 2013, 11:31:02 AM	when dealing with people with mental health issues, healthcare staff needs to have more than a basic understanding for the patient and their own safety. the staff need to trained to remain professional and treat them as any other person and not try to cast them off as crazy	-1	dealing people mental health issues, healthcare staff basic understanding patient safety. staff trained remain professional treat person cast crazy
81	85m74	Judith Robinson	April 10, 2013, 11:33:22 AM	that doesnt mean they also dont need health care.	-1	health care.
82	92m54	Christina Lewis	April 10, 2013, 12:01:43 PM	this is to ensure that one does not have to pay too much for healthcare. only if it's needed.	45	ensure pay healthcare. it's needed.
83	92m54	Christina Lewis	April 10, 2013, 12:03:57 PM	steps need to be taken to validate the needs of the patients versus the wants as to prevent losing product and money on someone who wants it as opposed to someone who needs it.	52	steps validate patients versus prevent losing product money opposed it.
84	92m54	Christina Lewis	April 10, 2013, 12:05:12 PM	everyone needs to have a vocal opinion over their position with healthcare and how they see it.	65	vocal opinion position healthcare it.
85	92m54	Christina Lewis	April 10, 2013, 12:06:39 PM	agreed, if there is no health benefit to cosmetic surgery, then it should not be an option.	63	agreed, health benefit cosmetic surgery, option.
86	92m54	Christina Lewis	April 10, 2013, 12:13:41 PM	healthcare professionals need to be thoroughly trained in order to be able to do their job in the best way possible. therefore, standards of hiring and education need to be higher in order to ensure only the best are on the job.	80	healthcare professionals trained order job possible. therefore, standards hiring education higher order ensure job.
87	92m54	Christina Lewis	April 10, 2013, 12:16:07 PM	we need to educate people about ways they can take care of themselves naturally to help avoid the need for many pharmaceuticals.	-1	educate people ways care naturally avoid pharmaceuticals.
88	92m54	Christina Lewis	April 10, 2013, 12:18:41 PM	competition should be squashed to a minimum and we need to really research and figure out the true and best benefits of different medications.	20	competition squashed minimum research figure true benefits medications.
89	92m54	Christina Lewis	April 10, 2013, 12:19:57 PM	availability of such clinics should be encouraged.	46	availability clinics encouraged.
90	32m59	Charles Johnson	April 10, 2013, 01:11:41 PM	I agree, This would also save money all around.	59	agree, save money around.
91	32m59	Charles Johnson	April 10, 2013, 01:13:10 PM	I agree there are too many people who abuse the system and make it worse for people who really need the benefits.	-1	agree people abuse system make worse people benefits.
92	32m59	Charles Johnson	April 10, 2013, 01:16:16 PM	I think that if the US created a program or government system like Canada (everyone having healthcare, but also having to pay higher taxes), it would solve most of the problems in health care today. It would eliminate outside insurance but offer everyone healthcare at the same time, provoking equality in the healthcare system.	-1	created program government system canada (everyone healthcare, pay higher taxes), solve problems health care today. eliminate insurance offer healthcare time, provoking equality healthcare system.
93	32m59	Charles Johnson	April 10, 2013, 01:17:45 PM	I think that if someone wants to get cosmetic surgery they should be able to, but at their own expense.	85	cosmetic surgery to, expense.
94	32m59	Charles Johnson	April 10, 2013, 01:22:23 PM	If more money was put into diagnostics it would save time and money (in the long run). It would save patients money by not having to buy unnecessary medicine and make multiple hospital trips, and save the time of the doctors by producing a higher turnover rate (seeing more patients).	-1	money put diagnostics save time money (in long run). save patients money buy unnecessary medicine make multiple hospital trips, save time doctors producing higher turnover rate (seeing patients).
95	16m48	Stacy Turner	April 15, 2013, 02:09:03 PM	Nursing-intended students and physician-intended student go to school for a very long time to achieve a degree. Classes for them should be less-expensive.	33	nursing-intended students physician-intended student school long time achieve degree. classes less-expensive.
96	16m48	Stacy Turner	April 15, 2013, 02:10:58 PM	Instead of advising patients to take medication, they should be advised to take vitamin, eat healthier foods, and exercise constantly. Patients save money and increase the longevity of their lives by doing this.	-1	advising patients medication, advised vitamin, eat healthier foods, exercise constantly. patients save money increase longevity lives this.
97	16m48	Stacy Turner	April 15, 2013, 02:15:44 PM	That's true. It's like patient advocacy is no longer top priority; however, if having to earn equipment is the case, then I guess healthcare providers better work their butts off to earn them. No, it's not fair that healthcare providers have to earn special equipment, but if that's how it is, then might as well try to make the best of it for the patient.	79	that's true. it's patient advocacy longer top priority; however, earn equipment case, guess healthcare providers work butts earn them. no, it's fair healthcare providers earn special equipment, that's is, make patient.
98	16m48	Stacy Turner	April 15, 2013, 02:19:01 PM	I agree. But if this were set to action, then I think doctors would be much more careful on what tests they would administer to the patients, thus saving themselves money and the patient money; it's a win-win situation.	68	agree. set action, doctors careful tests administer patients, saving money patient money; it's win-win situation.
99	16m48	Stacy Turner	April 15, 2013, 02:22:06 PM	All healthcare providers should be educated during their schooling about psychiatric patients. It is important to be able to read people and what their intentions are.	80	healthcare providers educated schooling psychiatric patients. important read people intentions are.
100	16m48	Stacy Turner	April 15, 2013, 02:27:00 PM	A healthcare provider cannot tell the future; they don't know how long a person will live. Yes, they can estimate that one person will live longer than another, but there is no way of telling what will happen to the patient, therefore they should not favor giving an organ to a younger, healthier person over an older, non-healthy person.	76	healthcare provider future; don't long person live. yes, estimate person live longer another, telling happen patient, favor giving organ younger, healthier person older, non-healthy person.
101	16m48	Stacy Turner	April 15, 2013, 02:28:58 PM	Having to pay higher taxes would also mean less money in U.S. households, therefore leading to lower income class all around.	92	pay higher taxes money u.s. households, leading lower income class around.
102	16m48	Stacy Turner	April 15, 2013, 02:30:05 PM	There should be more action taken from the government to better healthcare.	-1	action government healthcare.
103	85m74	Judith Robinson	April 17, 2013, 11:19:11 AM	this should be made mandatory education for elementary, middle schools, and high schools. the sooner kids learn how to take care of their health the less health problems they will have in the future.	96	made mandatory education elementary, middle schools, high schools. sooner kids learn care health health problems future.
104	85m74	Judith Robinson	April 17, 2013, 11:24:05 AM	the government should stop focusing so much money efforts on things that are not for the wellbeing of the population, and focus instead on the health of its citizens not the profits or glory they can receive.	-1	government stop focusing money efforts things wellbeing population, focus health citizens profits glory receive.
105	85m74	Judith Robinson	April 17, 2013, 11:26:05 AM	by stopping health problems from occurring early on they will actually be saving money from having less serious complications from developing, which can boost the economy	-1	stopping health problems occurring early saving money complications developing, boost economy
106	85m74	Judith Robinson	April 17, 2013, 11:30:07 AM	there should be thorough education for anyone who gets pregnant, has a baby, or adopts/fosters-on how to keep the baby healthy. and what signs to watch out for, this would help to decrease the amount of hospital visits from new parents who may think every cough is a bad thing, and to avoid simple illnesses that could've been avoided.	-1	education pregnant, baby, adopts/fosters-on baby healthy. signs watch for, decrease amount hospital visits parents cough bad thing, avoid simple illnesses could've avoided.
107	92m54	Christina Lewis	April 17, 2013, 11:34:46 AM	Agreed, we should work towards preventing illness so that we don't have to deal with the expenses of curing illness.	94	agreed, work preventing illness don't deal expenses curing illness.
108	92m54	Christina Lewis	April 17, 2013, 11:35:51 AM	Education of new parents is really important; especially when it comes to taking care of their children and even teaching upon them healthy lifestyles.	106	education parents important; taking care children teaching healthy lifestyles.
109	92m54	Christina Lewis	April 17, 2013, 11:38:50 AM	People need to be more informed and educated about the economy and what's going on so that they can have more of a voice when it comes to things that they have to pay for, such as health care. They need to have an opinion and be able to decide on such health care policies and ideas that would help benefit them and the rest.	-1	people informed educated economy what's voice things pay for, health care. opinion decide health care policies ideas benefit rest.
110	92m54	Christina Lewis	April 17, 2013, 11:40:02 AM	Very true. Students need to learn early so that they can build up their ideas and their opinions for when they can have a choice.	-1	true. students learn early build ideas opinions choice.
111	92m54	Christina Lewis	April 17, 2013, 11:41:56 AM	I think it's important that the health facilities have access to quality tools such as technology. If we want it to be more available to patients, then we should start within their local health care centers.	79	it's important health facilities access quality tools technology. patients, start local health care centers.
112	92m54	Christina Lewis	April 17, 2013, 11:43:53 AM	Health care needs to have more specific policies that would fit individual people's needs. If there's a family of 3 or a family of 17, there should be different and specific policies and/or insurances that can cover them on what they need in ways that are affordable and essential.	-1	health care specific policies fit individual people's needs. there's family 3 family 17, specific policies and/or insurances cover ways affordable essential.
113	92m54	Christina Lewis	April 17, 2013, 11:44:58 AM	A more strict and specific structure needs to be made.	-1	strict specific structure made.
114	92m54	Christina Lewis	April 17, 2013, 11:45:33 AM	Everyone needs healthcare, so there should be different types made for different people!	50	healthcare, types made people!
115	76m23	James Medina	April 17, 2013, 11:45:47 AM	I agree the doctors should not get bonuses for taking specific insurances, they should take the insurance so they can help more people.	12	agree doctors bonuses taking specific insurances, insurance people.
116	76m23	James Medina	April 17, 2013, 11:46:50 AM	we have different healthcare plans and providers now, they just don't work. they need to find a plan that will save money and help the people.	115	healthcare plans providers now, don't work. find plan save money people.
117	92m54	Christina Lewis	April 17, 2013, 11:46:54 AM	We need those who enforce health care, and we need those who enforce fair treatment.	67	enforce health care, enforce fair treatment.
118	76m23	James Medina	April 17, 2013, 11:49:00 AM	The trauma centers should be better educated to help the injured that come in. they need to make sure that the doctors they are staffing are qualified. we recently dealt with a doctor who was not very educated in his field, that is unacceptable.	-1	trauma centers educated injured in. make doctors staffing qualified. recently dealt doctor educated field, unacceptable.
119	92m54	Christina Lewis	April 17, 2013, 11:49:40 AM	Equal treatment of all patients should be a priority.	115	equal treatment patients priority.
120	92m54	Christina Lewis	April 17, 2013, 11:51:01 AM	I feel that the focus should be more on youth, like newborns to toddlers, because they are just as prone to illness and disease as the elderly.	76	feel focus youth, newborns toddlers, prone illness disease elderly.
121	76m23	James Medina	April 17, 2013, 11:51:13 AM	that would take a lot of money to get the people qualified to weed out the bad seeds and then ultimately the people will find away to get around the rules like they always do, and then the money used to train the people would be wasted.	117	lot money people qualified weed bad seeds ultimately people find rules do, money train people wasted.
122	76m23	James Medina	April 17, 2013, 11:54:32 AM	All ER rooms should have the same equipment in them, and doctors need to be trained on how to properly check someone out after they have been in a wreck. the doctors in Eastland Texas missed 6 broken vertebrae, 2 broken ribs, and a shoulder injury because the doctors there either didn't have the right equipment or they are not qualified ER doctors.	-1	er rooms equipment them, doctors trained properly check wreck. doctors eastland texas missed 6 broken vertebrae, 2 broken ribs, shoulder injury doctors didn't equipment qualified er doctors.
123	92m54	Christina Lewis	April 17, 2013, 11:54:35 AM	Personal health lifestyles should be majorly emphasized to everyone! I personally believe it should be taught at BIRTH! Prevention is essential to have a less expensive health toll in the future.	96	personal health lifestyles majorly emphasized everyone! personally taught birth! prevention essential expensive health toll future.
124	76m23	James Medina	April 17, 2013, 11:55:54 AM	the insurance companies should not charge the elder more for there premiums just because they are old.	-1	insurance companies charge elder premiums old.
125	76m23	James Medina	April 17, 2013, 11:57:13 AM	"Insurances should not charge more for a child of a women who is considered ""high"" risk for cancer. They jack the prices up because of the mom and that should not happen the child may never have any problems."	-1	"insurances charge child women considered ""high"" risk cancer. jack prices mom happen child problems."
126	76m23	James Medina	April 17, 2013, 11:58:59 AM	I remember when insurances actually made sense to have, if you had insurance you paid less for your meds and at the doctors office. now if you are private pay you pay less for your prescriptions than someone with insurance. and sometimes the doctors visits are less expensive	-1	remember insurances made sense have, insurance paid meds doctors office. private pay pay prescriptions insurance. doctors visits expensive
127	76m23	James Medina	April 17, 2013, 12:00:41 PM	Old people homes should be full of people who love what they do, to many times you hear of someone abusing the elderly who live there or stealing from them. there needs to be a better way to get these people out of there or not in there in the first place. they should get harsher punishments for abusing them to discourage other people from doing it	-1	people homes full people love do, times hear abusing elderly live stealing them. people place. harsher punishments abusing discourage people
128	76m23	James Medina	April 17, 2013, 12:01:58 PM	Pharmaceutical companies should not be aloud to make promises or incentives to the doctors to get them to  use there products, the drugs should be used because they work.	-1	pharmaceutical companies aloud make promises incentives doctors to  products, drugs work.
129	76m23	James Medina	April 17, 2013, 12:02:51 PM	there should not be patents on medicines that are new that last for 10 years, there should be a generic version out sooner than that so people can afford to get the medicine that they need	-1	patents medicines 10 years, generic version sooner people afford medicine
130	32m59	Charles Johnson	April 17, 2013, 12:04:01 PM	I agree! Preventive care is the best care.	103	agree! preventive care care.
131	76m23	James Medina	April 17, 2013, 12:04:24 PM	the schools need to serve better food to our children so they can develop the good eating habits they will need as adults.	-1	schools serve food children develop good eating habits adults.
