Line_Number,Dominant_Topic_Number,Sentences,Keywords_In_Dominant_Topic
235,5,"['COmpliment game,']","team, game, get, sport, person, make, time, member, win, go"
831,5,once off player should have to go to side lines until another team member has stolen a tutu for that player to wear,"team, game, get, sport, person, make, time, member, win, go"
830,5,tutus not color coded,"team, game, get, sport, person, make, time, member, win, go"
829,5,Since there should be a decently big number of balls in each team's corner maybe the amount of points the ball is worth should be lowered to 50 in order to keep the games point values from being too high,"team, game, get, sport, person, make, time, member, win, go"
826,5,There should only be a half time in the middle of the game in order for teams to come together and to plan out how they will preform the last half of the game. Each half should range from 20-30 minutes with a ten minute half time in order to rehydrate and plan.,"team, game, get, sport, person, make, time, member, win, go"
825,5,Once your tutu gets stolen you should not be permitted to go back to the game until another member of the team has retrieved a tutu for you,"team, game, get, sport, person, make, time, member, win, go"
824,5,each team's cones and lines are color coded and each team's beginning number of balls is correlated with the color of their corner,"team, game, get, sport, person, make, time, member, win, go"
236,5,"['you form two groups, and form a line']","team, game, get, sport, person, make, time, member, win, go"
822,5,Music should be playing at all times to encourage funny dances. Preferably OutKast.,"team, game, get, sport, person, make, time, member, win, go"
237,5,['first person in front of the groups start complimenting or each other (slowly it becomes more of a diss game)'],"team, game, get, sport, person, make, time, member, win, go"
838,5,I agree with all the above rules and the small parts I added. I think its a great idea.,"team, game, get, sport, person, make, time, member, win, go"
238,5,"[""whoever stumbles and can't think of a compliment to say loses, and the next person from the same group tries to compliment the other team member who just won""]","team, game, get, sport, person, make, time, member, win, go"
239,5,['guess game'],"team, game, get, sport, person, make, time, member, win, go"
240,5,['form two groups'],"team, game, get, sport, person, make, time, member, win, go"
241,5,"['on a piece of paper, you try to write down clues about a person and the other team has to guess who it is']","team, game, get, sport, person, make, time, member, win, go"
242,5,"['make a wheele of fortune with different types of games on it,']","team, game, get, sport, person, make, time, member, win, go"
815,5,"If a team loses 3 or more players to unsportsman-like conduct, half the team must do 20 jumping jacks and be unable to protect their ball.","team, game, get, sport, person, make, time, member, win, go"
244,5,"['one has the biggest prize,']","team, game, get, sport, person, make, time, member, win, go"
813,5,"If you add a ball to your team's square, you have to scream your team chant OR the ball returns to the other team. Referees will monitor.","team, game, get, sport, person, make, time, member, win, go"
812,5,"If you manage to get a ball without being tackled, you have a free run back to your square/team.","team, game, get, sport, person, make, time, member, win, go"
810,5,Cones or lines help separate the squares per team and the balls have their own corners via lines or cones.,"team, game, get, sport, person, make, time, member, win, go"
809,5,3 referees a game.,"team, game, get, sport, person, make, time, member, win, go"
808,5,Helmets are reccommended but not required.,"team, game, get, sport, person, make, time, member, win, go"
245,5,['100$ or something'],"team, game, get, sport, person, make, time, member, win, go"
246,5,['mind game'],"team, game, get, sport, person, make, time, member, win, go"
800,5,A game where you have two teams with 5 people on each. The objective is to get one player from one side to the other side of the field. A player can only move if they are touching a completely stationary partner. If an opponent touches a player then they must return to their side and start over. Players are allowed to try an approach with all five players in a group or they can split up their team into groups of 3 and 2.,"team, game, get, sport, person, make, time, member, win, go"
818,5,20 players a team. Half a football field size court/arena.,"team, game, get, sport, person, make, time, member, win, go"
839,5,It might even be better if there is one referee per team that monitors that team's area. Then there could be one or two additional referees that roam around,"team, game, get, sport, person, make, time, member, win, go"
840,5,"Random events like ""Jail Break"" could also be set ahead of time to happen at different times. For example, 5 minutes in they may automatically call jail break or there could be a set time when you say ""Ice Age"" so everyone has to freeze where they are for 20 seconds","team, game, get, sport, person, make, time, member, win, go"
841,5,"Maybe it could be a team sport: 3 people per square/arena or something like that? And if certain songs are played certain dances have to done, like Cha Cha Slide or Crank That (;","team, game, get, sport, person, make, time, member, win, go"
874,5,['OOOO'],"team, game, get, sport, person, make, time, member, win, go"
217,5,team four square. Very similar to a life size game of ping pong where u have 4 large squares in a room walled off. You cannot let the ball bounce onto your side of the court more than once or the opposing team will receive a point.,"team, game, get, sport, person, make, time, member, win, go"
872,5,['Two players on each end of the court with tennis racquets.'],"team, game, get, sport, person, make, time, member, win, go"
870,5,['Here it is:'],"team, game, get, sport, person, make, time, member, win, go"
869,5,Maybe you have a limit of 3. Or some limit,"team, game, get, sport, person, make, time, member, win, go"
868,5,Either one would be interesting,"team, game, get, sport, person, make, time, member, win, go"
867,5,Can the players grab extras? Or only one?,"team, game, get, sport, person, make, time, member, win, go"
865,5,Its definitely the most detailed(:,"team, game, get, sport, person, make, time, member, win, go"
864,5,Same I like this one the most,"team, game, get, sport, person, make, time, member, win, go"
863,5,yes,"team, game, get, sport, person, make, time, member, win, go"
221,5,"Zombie tag, you start off with one person being ""it"". Everyone he touches is now infected and becomes ""it"" until there are no more players left.","team, game, get, sport, person, make, time, member, win, go"
223,5,"3. go to a forest, (survival game), figuring out pathways by using clues here and there","team, game, get, sport, person, make, time, member, win, go"
861,5,Definitely like the black light feel for this game,"team, game, get, sport, person, make, time, member, win, go"
860,5,"Could be used for the ""hunger games"" but the places that game could be held are able to change","team, game, get, sport, person, make, time, member, win, go"
224,5,and so on,"team, game, get, sport, person, make, time, member, win, go"
859,5,So using both mental strength and physical strength to win,"team, game, get, sport, person, make, time, member, win, go"
858,5,I want to play this game. (:,"team, game, get, sport, person, make, time, member, win, go"
842,5,Are there 2 players or 4? Teams or singles? How big is the arena (bigger than four square)?,"team, game, get, sport, person, make, time, member, win, go"
228,5,"also on the course, add certain things that will make course harder. USch as putting a beanie bag on the floor and you can't touch that","team, game, get, sport, person, make, time, member, win, go"
227,5,also you can't drop the person along the way; only when you reach your destniation,"team, game, get, sport, person, make, time, member, win, go"
847,5,or tennis with a soccer ball. (:,"team, game, get, sport, person, make, time, member, win, go"
848,5,"There should be athletic challenges to get items, kind of like Survivor. Like having to fit together giant, heavy pieces of a puzzle or something bizarre.","team, game, get, sport, person, make, time, member, win, go"
226,5,also if you can't finish it you have to go back to where you started,"team, game, get, sport, person, make, time, member, win, go"
247,5,"['say a word, other person has to say a wod starting with the end letter from the first person']","team, game, get, sport, person, make, time, member, win, go"
849,5,Referees to judge dancing? Bigger ball used?,"team, game, get, sport, person, make, time, member, win, go"
853,5,"As a small team instead of alone. Team is assigned randomly, so it's also a test of working together.","team, game, get, sport, person, make, time, member, win, go"
225,5,"piggy back someone, but also incorporate games, such as eating something really spicy if you pick a wrong number","team, game, get, sport, person, make, time, member, win, go"
854,5,"Multiple balls or just one per team? If multiple balls, then yes, lower points!","team, game, get, sport, person, make, time, member, win, go"
855,5,Foam pit sounds more interesting,"team, game, get, sport, person, make, time, member, win, go"
856,5,Multiple balls just lowered points,"team, game, get, sport, person, make, time, member, win, go"
857,5,black light arena and neon paint for paintball? Combine the other game with this one?,"team, game, get, sport, person, make, time, member, win, go"
852,5,"if you accidentally find an opponents item, it's worth double points.","team, game, get, sport, person, make, time, member, win, go"
875,5,['OOO'],"team, game, get, sport, person, make, time, member, win, go"
248,5,['first person: frog'],"team, game, get, sport, person, make, time, member, win, go"
250,5,"['can aslo limit it to just animals, colors,food, etc etc']","team, game, get, sport, person, make, time, member, win, go"
762,5,['The length of the pool will be 90 feet'],"team, game, get, sport, person, make, time, member, win, go"
761,5,['The pool depth will only be 5.5 feet'],"team, game, get, sport, person, make, time, member, win, go"
760,5,['The teammates can switch positions at anytime'],"team, game, get, sport, person, make, time, member, win, go"
263,5,['food game'],"team, game, get, sport, person, make, time, member, win, go"
759,5,['4. Out-of-water receiver'],"team, game, get, sport, person, make, time, member, win, go"
758,5,['3. In-water receiver'],"team, game, get, sport, person, make, time, member, win, go"
757,5,['2. Lineman'],"team, game, get, sport, person, make, time, member, win, go"
756,5,['1. Quarterback'],"team, game, get, sport, person, make, time, member, win, go"
755,5,['Each team has its own:'],"team, game, get, sport, person, make, time, member, win, go"
264,5,"[""there's a line of food, two teams""]","team, game, get, sport, person, make, time, member, win, go"
753,5,['The objective is to reach the other side of the pool within five attempts.'],"team, game, get, sport, person, make, time, member, win, go"
752,5,['Two teams of 4'],"team, game, get, sport, person, make, time, member, win, go"
751,5,['Nerf football with long tail at end'],"team, game, get, sport, person, make, time, member, win, go"
265,5,"['first round, coke,']","team, game, get, sport, person, make, time, member, win, go"
763,5,['The width of the pool will be 45 feet'],"team, game, get, sport, person, make, time, member, win, go"
266,5,['second round- ramen'],"team, game, get, sport, person, make, time, member, win, go"
748,5,"this sport will be a mixture of basketball and capture the flag. each team hides their flags, but only one team gets to search at a time. the game will be played on a basketball court, but there will be barricades present like the ones in laser tag arenas. the offensive team has the basketball and must be dribbling at all times. the team of five can only move up as far as the member with the ball is. if they move passed the member with the basketball, the must handover the ball to the other team. the members will also be wearing belts with flags attached to them. if a players flag is removed, the other team gains the ball and begins to search for the flag. while dribbling the ball, the entire team must try to look for the hidden flag around the barricade and guide the player who is dribbling what direction to move in to get closer to the flag. while this is happening, the team that is on defense is actively trying to steal the ball away so that it can become their turn to search for the other team's flag. the point of the game is to get as far down the court as a team without getting your flag on your belt taken while also protecting the team flag that is hidden.","team, game, get, sport, person, make, time, member, win, go"
267,5,['third- ice cream'],"team, game, get, sport, person, make, time, member, win, go"
746,5,A new sport could be jet ski racing in which teams of 3 participate in a relay jet skiing across a large body of water performing tricks for extra points. First team to reach the finish line will earn 10 points and every trick will add extra points depending on the level of difficulty. The team with the most points will win.,"team, game, get, sport, person, make, time, member, win, go"
268,5,"['and one person per station, so whcihever team eats it the fastest wins']","team, game, get, sport, person, make, time, member, win, go"
744,5,"maybe a sport where the point is to get a person to the other side without harm or being touched. This is much more difficult than a ball or object to make points. And if it is actually a large person, this could be really challenging.","team, game, get, sport, person, make, time, member, win, go"
269,5,"in the middle of a pool, have a big floaty that can hold two teams for two teams, it is separated but still can get to the other team by walking across it, push each other off and whoever has the most members on their team wins","team, game, get, sport, person, make, time, member, win, go"
742,5,"maybe make the playing field into an obstacle course to make it more difficult. pads could be applied if wanting a more aggressive game rather than flag football type of game. There can be all types of obstacles such as climbing and making it a two story game, like laser tag, or crawling army style. this meets the ""sport"" criteria in that it is a physical activity that involves skill and one team against the other.","team, game, get, sport, person, make, time, member, win, go"
741,5,"the object of the game is to get the ball from the opponent's side. the other team is guarding the ball while your team is guarding their own ball. a few of the players, the offense will be sent out to get the ball while a smaller group, defense, is left to guard it. it can also be a play off of flag football where if the offenses flags are stolen by the other teams offense, they have to sit out for a particular amount of time.","team, game, get, sport, person, make, time, member, win, go"
270,5,"['there is a swimming pool, two teams,']","team, game, get, sport, person, make, time, member, win, go"
273,5,"['the game can be rock paper scissor (2/3) or a questions for random things, etc']","team, game, get, sport, person, make, time, member, win, go"
274,5,['two teams'],"team, game, get, sport, person, make, time, member, win, go"
735,5,beach based topple the flag game. flag on top of mound. first to topple the flag loses. take turns taking sand of the mound. must be a very big mound.,"team, game, get, sport, person, make, time, member, win, go"
734,5,zero g soccerish game. can use hands and feet to get ball into a goal. zero gravity field.,"team, game, get, sport, person, make, time, member, win, go"
733,5,"8 referees, penalties for excessive contact with other players. penalties could include a member not being able to throw bean bags for a certain amount of time.","team, game, get, sport, person, make, time, member, win, go"
750,5,['Sport idea: Aquatic Nerfball'],"team, game, get, sport, person, make, time, member, win, go"
262,5,['whoever does it the fastest wins'],"team, game, get, sport, person, make, time, member, win, go"
261,5,"['on person tries to put the beans in the other plate,']","team, game, get, sport, person, make, time, member, win, go"
767,5,['Each score will count 1 point. The first team to seven would win the game'],"team, game, get, sport, person, make, time, member, win, go"
251,5,['charade game'],"team, game, get, sport, person, make, time, member, win, go"
797,5,['Scoring:'],"team, game, get, sport, person, make, time, member, win, go"
1549,5,On both of these sports you win by having the most goals in a given time period,"team, game, get, sport, person, make, time, member, win, go"
795,5,['A player must stay within their specified zone or area'],"team, game, get, sport, person, make, time, member, win, go"
252,5,['two teams'],"team, game, get, sport, person, make, time, member, win, go"
794,5,['Rules:'],"team, game, get, sport, person, make, time, member, win, go"
793,5,['(Much like the game four square) To gain 12 points before your opponent'],"team, game, get, sport, person, make, time, member, win, go"
792,5,['Goal:'],"team, game, get, sport, person, make, time, member, win, go"
791,5,['Four Tennis'],"team, game, get, sport, person, make, time, member, win, go"
790,5,['Name:'],"team, game, get, sport, person, make, time, member, win, go"
254,5,['( the team is facing the other way by the way)'],"team, game, get, sport, person, make, time, member, win, go"
788,5,"dance off four square. Somehow combining a childhood game with a musical twist. Having the dancing increasing the amount of effort into the game while keep concentrating on the ball. Bigger ""arenas"" and more challenging obstacles to avoid?","team, game, get, sport, person, make, time, member, win, go"
786,5,"The real life hunger games. Having people compete in certain arenas in harsh, unknown conditions to the opponets. Instead of the goal of the game to be the last one alive, maybe have some sort of capture the flag mentallity","team, game, get, sport, person, make, time, member, win, go"
785,5,It would as be unique if all players had to wear GoPros,"team, game, get, sport, person, make, time, member, win, go"
784,5,"To make the game more interesting, teammates could be split up on each side of the field and whether that team is on offense or defense determines what body parts they can use. For instance, If your team is on offense, you can only use your feet, defense only with their hands. Of course, if there was a ""goalie"" of some type, they could use both. Also, implement a time threat. Where if one team does not get the ball across the half way point of the field it would be considered a ""back court"" and a turnover. This would prevent any delay and chance for fans to get bored watching.","team, game, get, sport, person, make, time, member, win, go"
783,5,"Possibly add on to the race by getting into a 2 person go kart and do the same thing. Make the race a three or four event marathon. The locations of this sport could also be located in different regions. Regions like the desert, jungle, mountains, and other extreme weathered areas. Or just create a huge dome that involves all four seasons with some areas being fairly easy to compete in and others being in the harshest areas. This sport could be an international one, due to the weather having a huge factor in the sport; different people from around the world would have an advantage in one area than another based on their environment that they live in.","team, game, get, sport, person, make, time, member, win, go"
256,5,"['then the second person, taps the person in front of him/her and imitates a frog and so on,']","team, game, get, sport, person, make, time, member, win, go"
768,5,"%another way to receive points is if you hit the person and they still do not catch the ball. this will play into the dodge ball game too. so points can come from both a dodge ball area and a tennis, with the ball going out of bounds without being caught. and with the added difficulty of two balls, this can be a very fast paced game. Maybe there could also be two player teams like tennis.%","team, game, get, sport, person, make, time, member, win, go"
260,5,"['put beans in one plate,']","team, game, get, sport, person, make, time, member, win, go"
259,5,['get 4 plates ( 2 for each team)'],"team, game, get, sport, person, make, time, member, win, go"
771,5,"%the playing field is a basketball court sized obstacle course and this is a full contact sport. this makes them have to be stealth and try not to run into another man. but there is a ""shot clock"" type of thing to make sure the game is still fast paced. all the offensive men have to pass the half line in a certain amount of time or else the other team gets points. the object of the game is to get the other teams ball and bring it back to your side. first one with the ball sitting in the location where their ball is or was wins.%","team, game, get, sport, person, make, time, member, win, go"
258,5,"[""this game can be hard as people's imitations change throughout the game""]","team, game, get, sport, person, make, time, member, win, go"
773,5,"%this could be like football. but there's no ball in this game. use a small person and try to hid them from the defense, they won't know who the person is. the offenses goal is to get that person to the end zone. if he get there, they get a point. if the defense finds out which person it is, they touch steal his flags and then it is their turn to play as offense. they will need a football sized team with offense and defense players. the goal person will have to be pretty small and fast.%","team, game, get, sport, person, make, time, member, win, go"
249,5,['2nd person: green'],"team, game, get, sport, person, make, time, member, win, go"
774,5,"this is an interesting idea. Maybe there could be two ziplines side by side and it could be a relay to make it into a team sport. Also it could be a maze and there will be many different ziplines going in different direction and the first team to make it to the finish line wins. There could be different ways to go on the zipline such as head first, on your back, upside down, etc and the more challenging the position the more points you get, however it may slow you down and lessen your teams chance of getting to the finish line.","team, game, get, sport, person, make, time, member, win, go"
776,5,"this may be a little confusing. There would need to be a separate set of rules for the team that uses hands ans the one that uses feet. To make the game equal, at half time maybe the teams switch what body parts they are using at the time.","team, game, get, sport, person, make, time, member, win, go"
777,5,"would this game be played indoor? and if it is would the floor still be grassy like a flag football field or carpeted like a laser tag arena? when the two teams are playing, i think that 4 refs would be needed, two for the upstairs and two for downstairs. while the teams are playing are there certain position each player holds?","team, game, get, sport, person, make, time, member, win, go"
778,5,would this be a single player sport or a team sport or a relay of sorts? how are the other people trying to tag the offense player? are they all just running after his or are there sideline restrictions that the cannot step over? this game combined with capture the flag would have the same element of attempting to get to the other side with the added challenge of capturing a flag.,"team, game, get, sport, person, make, time, member, win, go"
257,5,"[""until the last person sees it and tells the person oh it's a frog""]","team, game, get, sport, person, make, time, member, win, go"
780,5,"It could also have other obstacles like really bad wind, splashing water, etc.","team, game, get, sport, person, make, time, member, win, go"
781,5,each team could have an offense and defense. The defense has to stay back and can only use their hands. The offense can run through the field but can only use their feet. itll be like regular soccer but with more then one goalie.,"team, game, get, sport, person, make, time, member, win, go"
775,5,this sport is a great idea! when would the ball carrier be dunked under water? the large length of the pool seems like the teams would need to be bigger than 4. maybe a 8 person team with 3 substitutes on the sidelines. there could also be challenges within the pool such as a lazy river component that is flowing against the direction the team wants to go in and changes direction each time the other team is on offense. It would create resistance and require the teams not to float but to actually swim while playing.,"team, game, get, sport, person, make, time, member, win, go"
731,5,"bumper cars,","team, game, get, sport, person, make, time, member, win, go"
876,5,['OO'],"team, game, get, sport, person, make, time, member, win, go"
878,5,"['The object of the game is to have the teams of two players to hit a tennis sized ball over the net into the large cups. Every time a cup is made, it is ruled out of the game. Therefore the game is not based totally on score, but a process of elimination']","team, game, get, sport, person, make, time, member, win, go"
994,5,paint balloon dodge ball,"team, game, get, sport, person, make, time, member, win, go"
993,5,paint snowball fighting,"team, game, get, sport, person, make, time, member, win, go"
992,5,ice skating paintball fighting,"team, game, get, sport, person, make, time, member, win, go"
181,5,"Once out, the player must wait until the team has gone through a specified rotation before being up again","team, game, get, sport, person, make, time, member, win, go"
990,5,hunger games,"team, game, get, sport, person, make, time, member, win, go"
989,5,"People will have to race across a course that requires jumping, climbing, etc. in addition to running. Person who finishes it in the least time wins. Similar to American Ninja except less dependent on strength.","team, game, get, sport, person, make, time, member, win, go"
182,5,['WaterBall'],"team, game, get, sport, person, make, time, member, win, go"
183,5,['Similar to water basketball but with use of a football'],"team, game, get, sport, person, make, time, member, win, go"
184,5,"Two teams, object of the game is to score a point against the defending team into the offensive teams end zone.","team, game, get, sport, person, make, time, member, win, go"
185,5,You are allowed to swim under water with the ball for a maximum of 5 seconds. Any extended amount of time will result in a penalty.,"team, game, get, sport, person, make, time, member, win, go"
982,5,"A giant, preconstructed maze (such as a cornfield, or hedge maze, or an indoor maze) will be navigated by participants. Jumping over the walls is prohibited, but varying obstacles inside the maze must be overcome (trap holes, puzzles etc.) which will have increasing difficulty as one progresses to the middle of the maze. There will be one correct route to the center for each participant (max 4).","team, game, get, sport, person, make, time, member, win, go"
395,5,Or maybe the first team to score off a throw-off wins,"team, game, get, sport, person, make, time, member, win, go"
977,5,"Make it more challenging by adding the objective to require the table to be flipped in a ""cool"" way i.e. springs attached to legs, some kind of pulley mechanism to quickly flip the table, etc.","team, game, get, sport, person, make, time, member, win, go"
976,5,"Add hurdles that they'll have to clear while running backwards, it will make it more difficult and amusing","team, game, get, sport, person, make, time, member, win, go"
995,5,same as dodge ball but with balloons filled with paint.,"team, game, get, sport, person, make, time, member, win, go"
975,5,"You could also place out unfinished traps to be used against the opposing team, and possibly add more than just two teams which would increase the paranoia of the participants. Or give each person an item with a color but they don't know who's on their team.","team, game, get, sport, person, make, time, member, win, go"
972,5,"Might be interesting and funny to line one of the courses with strobe lights, fog machines, and color projectors","team, game, get, sport, person, make, time, member, win, go"
971,5,"Maybe add on the objective of every participant has to wear top hats, and cannot hit them off while jumping over their teammate or else they will have to retry the jump again until they can get over.","team, game, get, sport, person, make, time, member, win, go"
970,5,"Maybe you could make the platforms people jump on stable at first, but as they remain on it the platform becomes more and more unstable.","team, game, get, sport, person, make, time, member, win, go"
969,5,"To add difficulty, rather than having them positioned like a regular human pyramid (3 points), why not make them have to make a 4 point prism shaped as a pyramid. However this would require more participants but will make the start-up more amusing.","team, game, get, sport, person, make, time, member, win, go"
966,5,In addition to navigating the maze there can be a time limit and a list of objects they have to find as well as a partner to coordinate their movements through the maze. Maybe even add a few obstacles or challenges within the maze to make it more interesting.,"team, game, get, sport, person, make, time, member, win, go"
964,5,"A capture the flag man hunt with water/nerf guns. Each of the teams a have a selected player which is given the flag. The teams must protect this member, as well as hunt the other team member down, capture the flag in anyways possible, then return to their personal ""home base"" to win. The game can be played with nerf or water guns. Getting shot means you have to freeze for a certain amount of time. Being shot in the arms or legs you freeze for 10 seconds, getting shot in the torso 20 seconds, getting shot in the head 30 seconds. During the frozen time you can not move or talk. Also member cannot trade the flag unless the flag has been captured, then ""won back"", then that member has become the new ""chosen one""","team, game, get, sport, person, make, time, member, win, go"
962,5,['I say we should do a Mario Brawl'],"team, game, get, sport, person, make, time, member, win, go"
189,5,per team. There can be up to 5 teams,"team, game, get, sport, person, make, time, member, win, go"
961,5,"['To back up on the Mario Kart one,']","team, game, get, sport, person, make, time, member, win, go"
960,5,"For the manhunt, the game should definitely have some boundaries as to how large of an area should be limited, but if anything, I would definitely turn the 'items' into laser lights, (kind of like laser tag) then either have the person who as been ""eliminated"" either out or join the opposing forces.","team, game, get, sport, person, make, time, member, win, go"
958,5,tackle soccer. play soccer with tackling.,"team, game, get, sport, person, make, time, member, win, go"
191,5,ping pong ball with a spoon but this time go around in a course with little jumps here and there,"team, game, get, sport, person, make, time, member, win, go"
192,5,"[""go through a course with teammates, it can be easy or difficult, and the first team to finish wins, teammate can't be left behind.""]","team, game, get, sport, person, make, time, member, win, go"
954,5,water tennis.  it would be played similar to tennis except in water.,"team, game, get, sport, person, make, time, member, win, go"
973,5,"Add the option to allow tickling and poking other participants, may make it more amusing to watch as well as difficult","team, game, get, sport, person, make, time, member, win, go"
996,5,muddy couples,"team, game, get, sport, person, make, time, member, win, go"
997,5,16 or more people will hold hands in a circle in mud. two people will go around the circle and tag two other people that are holding hands in the circle. they will have to try to run to their spot in the circle before they do. the couple who don't make it the spot in the circle first has to go around the circle and pick another couple etc.,"team, game, get, sport, person, make, time, member, win, go"
998,5,muddy circle,"team, game, get, sport, person, make, time, member, win, go"
1028,5,Both teams should be allowed to set booby-traps around their flags in order to make it more difficult maneuvering the go cart,"team, game, get, sport, person, make, time, member, win, go"
1027,5,The flag should be at a certain location giving the both teams a chance at retrieving it,"team, game, get, sport, person, make, time, member, win, go"
1026,5,Participants should be to have a free trial running the course without blindfolds on,"team, game, get, sport, person, make, time, member, win, go"
1024,5,"Indoors, glow-in-the-dark soccer.","team, game, get, sport, person, make, time, member, win, go"
1023,5,Blindfolded Obstacle Course: The participants get three minutes to study the course. Then they are blindfolded and sent into the course. Measures spatial memory; winners determined based on best time and least amount of mistakes.,"team, game, get, sport, person, make, time, member, win, go"
1022,5,"Go-kart capture-the-flag: People on one team try to capture the other team's flag, but everyone is in go-karts and the flag holder essentially has to play keep-away with the flag.","team, game, get, sport, person, make, time, member, win, go"
1021,5,Using a Nerf gun (or similar object) to shoot moving targets in an obstacle course. Individual; based on best time and accuracy.,"team, game, get, sport, person, make, time, member, win, go"
171,5,"% good idea % , the ball will be pitched and then kicked by a player of the other team.  The player who kicked the ball will have to run from the first base and goes all the way round until he or she reaches the fourth base then it would be counted as a home run/ a point.","team, game, get, sport, person, make, time, member, win, go"
1019,5,['One idea is to have a new branch of a swimming sport.'],"team, game, get, sport, person, make, time, member, win, go"
1018,5,Both teams can choose their uniform for a better disguise,"team, game, get, sport, person, make, time, member, win, go"
172,5,", this sport is similar to what we referred to in Liberia as Kickball and is mainly played by girls.","team, game, get, sport, person, make, time, member, win, go"
1017,5,It will be conducted to in light and dark environments,"team, game, get, sport, person, make, time, member, win, go"
1016,5,Each team member will have 2 magnets on team and will all be wearing electronic belts,"team, game, get, sport, person, make, time, member, win, go"
1015,5,Players that are caught can be eliminated if the opposing team manages to put a magnet into their electronic belt,"team, game, get, sport, person, make, time, member, win, go"
1014,5,"beacon must be delivered in an hour or less, if not the defending team will get a point","team, game, get, sport, person, make, time, member, win, go"
1013,5,Stealth tactics and physical activity with strength will be used in order to deliver the beacon to the other teams outpost,"team, game, get, sport, person, make, time, member, win, go"
1012,5,Teams are not allowed to move in a group in of 3 or more. Only a minimum of two,"team, game, get, sport, person, make, time, member, win, go"
176,5,"One of these tasks is switching bags with a partner on your team. Only one team member may allow one of their feet to touch the ground. The other team member may not have their feet touching the ground at any time during the ""bag swap"" or it will result in a one-minute point deduction every time either members foot touches the ground (aside from the one foot the one team member is allowed)","team, game, get, sport, person, make, time, member, win, go"
999,5,the bigger the group the better. one person will call out random numbers. members will fight to get in to a group so they are not left out at the end.  the numbers they picks has to be where one person is always left  out at the end. the person with no group is kicked out of the game.,"team, game, get, sport, person, make, time, member, win, go"
1000,5,Basically like in Harry Potter The Goblet of Fire right?,"team, game, get, sport, person, make, time, member, win, go"
1001,5,Maybe designate colors for teams?,"team, game, get, sport, person, make, time, member, win, go"
1002,5,Water volleyball,"team, game, get, sport, person, make, time, member, win, go"
1003,5,Underwater soccer,"team, game, get, sport, person, make, time, member, win, go"
953,5,water baseball. it would be played similar to baseball except in water and swimming instead of running.,"team, game, get, sport, person, make, time, member, win, go"
175,5,There obstacles and tasks that must be completed along the way.,"team, game, get, sport, person, make, time, member, win, go"
1006,5,play football in a wheelchair,"team, game, get, sport, person, make, time, member, win, go"
173,5,there are three teams and only one winner,"team, game, get, sport, person, make, time, member, win, go"
1007,5,"will consist of a team of 8 players. 4 males, 4 females","team, game, get, sport, person, make, time, member, win, go"
1008,5,will be conducted in different locations to prevent one team having advantage over the other,"team, game, get, sport, person, make, time, member, win, go"
1010,5,goal of the game will be to retrieve a beacon (both teams will know the location of it before the game starts) and carry it the other teams output successfully without getting caught,"team, game, get, sport, person, make, time, member, win, go"
1011,5,outpost will be guarded by 4-6 members depending on the teams strategy while the other remain remembers will try to steal the beacon from the other team,"team, game, get, sport, person, make, time, member, win, go"
1005,5,Swimming hurdles,"team, game, get, sport, person, make, time, member, win, go"
877,5,['O'],"team, game, get, sport, person, make, time, member, win, go"
193,5,"['1. go through a regular course (climbing, etc) and think of other courses, etc']","team, game, get, sport, person, make, time, member, win, go"
950,5,*=- Wrestling/fighting in an area where the floor is coated in cooking oil,"team, game, get, sport, person, make, time, member, win, go"
910,5,could be played outside in a place where it is easy to hide a person like a backyard with lots of trees or something! and the person being held captive is not allowed to make noises so as to give away their position.,"team, game, get, sport, person, make, time, member, win, go"
909,5,great idea and i think it should either be on a soccer field or a basketball court. and the other team is allowed to block and intercept the ball from the other team.,"team, game, get, sport, person, make, time, member, win, go"
204,5,"[""5.After finding the opposite team's object, each team should maintain that object in their possession. Tossing in between members to keep the opposite team from retrieving their object.""]","team, game, get, sport, person, make, time, member, win, go"
907,5,this sounds fun and is a good idea but since the teams are on horses tackling might be a bit tough so to try to stop the opposite team from scoring props should be used to stop or distract the horses,"team, game, get, sport, person, make, time, member, win, go"
205,5,['6. In order to win the game each team should pass the object (from the opposite team) to their own teammates 100times. After 100 passes within your own team your team wins the game.'],"team, game, get, sport, person, make, time, member, win, go"
905,5,i really like this idea it seems  really fun and making the game be played in an indoor closed court would make it a lot more fun because it causes the players to use whats around them (the wall) and it allows the player to think more and come up with strategies to get the ball in the up.,"team, game, get, sport, person, make, time, member, win, go"
903,5,My idea on glorified beer pong is similar to this. I have teams trying to knock tennis balls over a net into large cylinders at the other end of a tennis sized court. And the court is enclosed like a giant racquetball court so there can be plenty of bouncing involved.,"team, game, get, sport, person, make, time, member, win, go"
902,5,"If you're still a fan of this idea, you could combine it with the camel racing idea. Camel quidditch. Either way, animal rights activist are going to hate us.","team, game, get, sport, person, make, time, member, win, go"
206,5,"[""*Remember that you are competing to retrieve your team object from the opposite team after they find it, as well as maintain their group object in your own team. The better hiding spot that you choose for your personal group object, the better chance you have of reaching the 100 passes of the other team's object and winning the game.""]","team, game, get, sport, person, make, time, member, win, go"
901,5,The team that has the most players still in by the time they land on the ground level wins. Now the only problem is figuring out safety and fail-safes in case something tragic happens.,"team, game, get, sport, person, make, time, member, win, go"
900,5,"Just for clarification, you have to hit the person to get them out. It doesn't count if you hit the actual hang glider itself.","team, game, get, sport, person, make, time, member, win, go"
