Line_Number,Dominant_Topic_Number,Sentences,Keywords_In_Dominant_Topic
2445,5,sport on horseback,"team, game, get, point, person, member, score, try, not, make"
2446,5,lacrosse w/ water balloons,"team, game, get, point, person, member, score, try, not, make"
2447,5,obstacle course,"team, game, get, point, person, member, score, try, not, make"
2448,5,mud as playing surface,"team, game, get, point, person, member, score, try, not, make"
2429,5,Soccer-tennis. Get a soccer ball and kick it to the opposing player and this is done on a tennis court. The game is one on one.,"team, game, get, point, person, member, score, try, not, make"
2449,5,ball pit,"team, game, get, point, person, member, score, try, not, make"
2428,5,Baseball with a string tied on the ball. Similar to the actual sport of baseball,"team, game, get, point, person, member, score, try, not, make"
2426,5,"I really can't think of any new sport that haven't been existed, seems like any kind of ""activity"" is already there. I would say jump rope as a new sport, which there are two people holding the rope, trying to move it over and over other people head and, others will try to jump over without touch or mess up with the rope.","team, game, get, point, person, member, score, try, not, make"
2397,5,I think the bicycle kick dunk should be worth at least 5 points instead of three. The number of team members could be at 5 in a full court setting. with substitutions being kept at a maximum of three per half.,"team, game, get, point, person, member, score, try, not, make"
2398,5,adding to the landing on target gracefully they should also get bonus points for landing with style.,"team, game, get, point, person, member, score, try, not, make"
2403,5,two teams of two battle on a slick muddy obstacle course. one team must finish the obstacle course while dodging paint-balls from the other team 5 hits and the contestant is out.,"team, game, get, point, person, member, score, try, not, make"
2404,5,"every hit the contestant concedes its an added to 10sec. to their time. In addition, the running participant gets the ability to fire back at one random point/station and if the runner makes contact during that sequence the runner has a 20 sec. window to run without fire","team, game, get, point, person, member, score, try, not, make"
2405,5,"Good idea, but I'm going to add an effect for the egg and tomato. I would say that tomatos would force them back into their base and eggs would freeze the person for 3 seconds. Any flag carrier hit with a tomato must drop the flag where it is. The dropped flag can be carried by the opposing team back to their base to score a point, or the defending team can carry it back to their base.","team, game, get, point, person, member, score, try, not, make"
2406,5,I would give bonuses for each hit that each team made.,"team, game, get, point, person, member, score, try, not, make"
2407,5,"Also like volleyball, I would allow 3 hits before each team must hit the ball back over the net.","team, game, get, point, person, member, score, try, not, make"
2408,5,"Also consider the burst radius of the water balloons. Even though that the water balloons may miss, the burst will get the person wet. Would the victors be based on how dry the teams are? It can't be just without getting wet because with sport ball cannons, finishing without getting wet would be almost impossible without cheating.","team, game, get, point, person, member, score, try, not, make"
2411,5,Would it be foot racing or automobile racing?,"team, game, get, point, person, member, score, try, not, make"
2416,5,"The scuba suits have a weighted part to it so you are able to stand on the ground. The floor is a specialized tile that allows for the puck to glide smoothly across the bottom of the ocean. The puck is water resistance which allows for it to move smoothly in water and is weighted as well to allow for participants to maneuver it on the ground.  With the obstacle of water there are no goalies, but yet players are not allowed in a three foot radius of the weighted nets that are on the ground, the water is considered the goalie. It is a smaller ""rink"" and only four people are on each team.","team, game, get, point, person, member, score, try, not, make"
2417,5,"There are different levels to the muddy obstacle. And as each team passes through one they receive a point for every player that is not hit by a paintball. There are 10 people on a team and there are four obstacles, water, mud, electricity, and huge walls they must climb. Each obstacle gets harder and teams are only allowed a total of 50 paint balls for the entire course. This way it judges aim and precision. If a player gets hit they are not allowed to continue on to the next obstacle. You can only score when you are running through the obstacle. Each team gets to attempt the obstacles 3 times. Switching back and forth similar to baseball.","team, game, get, point, person, member, score, try, not, make"
2419,5,Each team consists of 12 players and each member is only allowed to compete in a total of 3 of the 12 events. This way teams can focus on practicing and perfecting 3 events rather than the entire gymnastics qualities.,"team, game, get, point, person, member, score, try, not, make"
2420,5,"Instead of a normal sized volleyball, it is a little bit bigger and a lot lighter. Same rules as volleyball applies but on the tennis court which also includes the smaller/shorter net. The objective is for the other team to drop the ball on their side of the court which allows a single point for the opposite team.","team, game, get, point, person, member, score, try, not, make"
2422,5,There is also a gun on the front of the car that the driver controls which shots out balls at the opponent shooters. This is a distraction and might successfully result in the shooter missing the ball. This relies heavily on teamwork since the driver is mainly in control of where the shooter shoots and goes. There are Five go carts on a team with one person singly in a go kart acting as goalie to prevent shots going in the goal.,"team, game, get, point, person, member, score, try, not, make"
2424,5,"this could be like paintball but with a twist, what if the objective to this game was not only to bring it to your side of the game but also to bring it back to your opponents side and defeat them. this would need to be set in a place like a junk yard so that it is not so easy to see you opponent if they have taken your flag, also you can not hover over the flag but you must be in the opposing teams area, if you are not able to get the team to be frozen for 10 sec by hitting them with an egg, or have then to start over and return the flag by hitting them with your tomato. if you have them freeze for ten seconds this will not only give you the opportunity to retrieve there flag and head over to their side of the yard, but will give you the advantage of winning the game, as well as throwing a tomato which will give the same benefit.","team, game, get, point, person, member, score, try, not, make"
2427,5,"I like volleyball the most, I would say volleyball if it hadn't been exist, but it's already there, so....","team, game, get, point, person, member, score, try, not, make"
2162,5,where games will be played can be decided by the media,"team, game, get, point, person, member, score, try, not, make"
2450,5,stacking blocks,"team, game, get, point, person, member, score, try, not, make"
2452,5,underwater ball game,"team, game, get, point, person, member, score, try, not, make"
2486,5,"Alphabet Soup Game: Obtain 26 pieces of paper and write the 26 letters on the 26 pieces of paper (one paper one letter). Then place the pieces of paper in bowl. Select a topic among playing members. Then one by one, one person will draw a letter. That person must say a word in relevance to the selected topic that starts with the letter he/she picked in under 30 seconds. If the person fails to do this, then he/she loses. Repeat this process until a winner is selected.","team, game, get, point, person, member, score, try, not, make"
2487,5,"Fear Game: Playing members must write their biggest fears on a piece of paper and put it in a bag. The members take turns picking a piece of paper from the bag and perform the fear on the piece of paper. Whoever cannot, loses the game. If there is more than one person left, all the members (even the ones that lost) will write another one of their fears and put the pieces of paper in the bag (the old fears are removed). The remaining members will pick another piece of paper and perform that fear. This process is repeated until a winner is determined.","team, game, get, point, person, member, score, try, not, make"
2488,5,Pool Sticker!,"team, game, get, point, person, member, score, try, not, make"
2489,5,This sport required at least 6-10 people for participation.,"team, game, get, point, person, member, score, try, not, make"
2491,5,"Rules: To begin, some people will stick to one side of the pool, and the other people will stick to the other side.","team, game, get, point, person, member, score, try, not, make"
2492,5,"Pick one person to be in the middle, to be the ""catcher"", who also holds a small water ball. Then, sport started! The people on each one side of the pool needs to swim across to the other side within each 10-second interval, at the same time the ""catcher"" will go on and hit the ball at people who are trying to swim across the pool. and that that person who got hit will be the next ""catcher"".","team, game, get, point, person, member, score, try, not, make"
2494,5,Hold on,"team, game, get, point, person, member, score, try, not, make"
2496,5,doing yoga poses for as long as possible,"team, game, get, point, person, member, score, try, not, make"
2497,5,required at least two people to participate,"team, game, get, point, person, member, score, try, not, make"
2498,5,"Color Balloon Wars. This is a cross between paintball and water balloons. in this sport teams will be separated into different colors, ex.. team yellow, red, green. each of these teams will only have their water balloons filled with there team color paint. the objective is for each team to try and take out the other teams. once hit you would be out. the last team standing will win.","team, game, get, point, person, member, score, try, not, make"
2500,5,you jump through the hoops higher and higher.,"team, game, get, point, person, member, score, try, not, make"
2501,5,"like, with different level on the launching part and on the landing.","team, game, get, point, person, member, score, try, not, make"
2502,5,or with some kind of target area you have to fly through,"team, game, get, point, person, member, score, try, not, make"
2506,5,"you could use airplanes to fight, like they have a sport where they fight robots.","team, game, get, point, person, member, score, try, not, make"
2508,5,"most sports involve getting a ball to a place, so  what about a game where the ball is still and you have to change the place around it to get them ball therE?","team, game, get, point, person, member, score, try, not, make"
2485,5,"Name spelling game: Two players or more players required. The players must go to a crowded area. Someone will point to a random person on the street and the selected person must go to the pointed person and ask them for their name. The selected person will then try to spell the pointed person's name. You can only try once. If you fail to spell the person's name right, then you lose the game. This process is repeated until a winner is decided. If no one is able to spell their pointed person's name right, then replay the game with different pointed people. The same pointed person cannot be used again. If the pointed person refuses to tell his/her name, then ask another playing member to point to another person.","team, game, get, point, person, member, score, try, not, make"
2451,5,indoor setting,"team, game, get, point, person, member, score, try, not, make"
2484,5,"Food Bowl Game: On a piece of paper, one person draws a huge bowl to start the game. Then, you pass the paper and ask everyone to draw a food item in under 30 seconds. If the food item is already drawn, you cannot draw it again. You pass the paper around until everyone playing has drawn something. After everyone finishes, everyone tries to guess each others food item. If your food item cannot be identified, then you lose the game. Then the remaining players pass the same paper around and draw a different food item with the same 30 second interval. This process is repeated until a winner is declared. If there is not enough room until the game ends, go the the back of the paper.","team, game, get, point, person, member, score, try, not, make"
2479,5,Players are in teams of 2 or 4 and have to pass a water balloon between them while the opposing team tries to knock the balloon from their lacrosse sticks. Players score a point when they toss the water balloon over the opposing team's goalpost.,"team, game, get, point, person, member, score, try, not, make"
2453,5,bed jumping,"team, game, get, point, person, member, score, try, not, make"
2454,5,trampoline obstacle course,"team, game, get, point, person, member, score, try, not, make"
2455,5,Dog and human teams,"team, game, get, point, person, member, score, try, not, make"
2456,5,racing,"team, game, get, point, person, member, score, try, not, make"
2457,5,frisbees,"team, game, get, point, person, member, score, try, not, make"
2459,5,"C.T.T. (Capture the Target): Like many sports, this will be a Team Sport. Teams will consist of 5 people. This sport will be ""Secret-Agent"" based. Two teams compete to see who can capture the ""Target"" (which would be a random person) first. The target knows what is going on and is specially trained in evading dangerous situations like, being ""captured"". Teams will need to be crafty, creative, diligent, intelligently, and physically capable of capturing their target. Close-quarter combat training would be needed to play this sport, but must be safely played. Must wear protective wear at all times and if your target falls to the ground then no more combat is allowed. If target falls to the ground they are basically incapable of making anymore moves and the capturing team would then call ""Win"" to notify everyone playing of the capture. However, if you happen to fall to the ground, then YOU are eliminated from the game and leave your team with however many are left.","team, game, get, point, person, member, score, try, not, make"
2461,5,"two teams, one has about 5, 6 people. draw a line in the between them. each team will vote a person each time go over the line to the other team. while doing that, that person has to sing a song, keep singing nonstop, and try to touch people on the other team, as those who got touched by that person, will have to go to that person's team and wait for their team partner to recuse them. keep playing until all people in one team got touched and being prisoned","team, game, get, point, person, member, score, try, not, make"
2465,5,jump rope,"team, game, get, point, person, member, score, try, not, make"
2468,5,"-requiring the players to wear protective year should be highly enforced and maybe it's even a good idea for the players to wear gear that's similar to that of hockey.*=-since the sport is being played on an ice arena, the players should be penalized for any misconduct, such as hitting, shoving, punching, ect.*=-they should be appointed more points for doing a trick on the ice arena.*=-the arena should have different leveled hoops so that one team can be awarded when they accomplish a more difficult goal.*=-there should be more than one basketball on the court during a game.","team, game, get, point, person, member, score, try, not, make"
2469,5,"*=-maybe instead of the target being a person it could be an item (would be easier to grab and relocate.)-each team gets a ""target"" or ""targets"" that they can hide from the opposing team.-the ""targets"" will be placed in a secret location, based on where the team decides to place it.*=-this sport can be played outside or indoors.-maybe in some locations the players can't touch the ground (kinda like lava) and they have to reach their destination by sliding across skateboard like objects or hop across mats that are placed on the floor.*=-there will be big building like objects that the players can hide in, behind, or on.-this sport can be timed and whoever captures the ""targets"" or multiple ""targets"" wins the game.*=-to mix it up the players can use air-soft guns (like the idea of paintball guns) and whoever gets hit with the air-soft bullets are frozen until another player saves them (by tagging or tapping them.)-this sport would be funner if the arena was placed outside in a forest type environment.*=-maybe each team player can use a device to communicate with each other.*=-if we wanted to make the sport more intense we could add cables that get players from one side to the other.*-it's kinda like mission impossible!","team, game, get, point, person, member, score, try, not, make"
2470,5,"The game could include obstacle courses that each team has to go through to catch the ""Target"". This will make the game more challenging and cause strategy-building skills.","team, game, get, point, person, member, score, try, not, make"
2472,5,"The player has to aim for the goal behind the opponent or if there is no goal, the ball has to go past the boundaries to score a point.","team, game, get, point, person, member, score, try, not, make"
2474,5,The game would be similar to dodge ball only there will be small to large teams (5-20 members) with color-coordinated water balloons.,"team, game, get, point, person, member, score, try, not, make"
2475,5,This could be the setting for laser paintball. It combines laser tag and paintball only the paint is glow-in-the-dark. There are teams of 5-7 and if a person is hit more than 5 times they are out of the game. The last team standing wins.,"team, game, get, point, person, member, score, try, not, make"
2478,5,"Teams have to pass the Frisbees while running beside each other. Like a relay team, one pair will hand the Frisbee to the next pair. Each team has to have an even number of players (10-12) and the team to finish first wins.","team, game, get, point, person, member, score, try, not, make"
2481,5,"The game is done outside in a maze and each team has to navigate without being ""tagged"" by other players.","team, game, get, point, person, member, score, try, not, make"
1423,5,play this game on a beach so people struggle more trying to get dirty ball,"team, game, get, point, person, member, score, try, not, make"
1544,5,Jumper Skate,"team, game, get, point, person, member, score, try, not, make"
759,5,"The in-water receiver however, will be able to receive the ball at any time as he is in the water.","team, game, get, point, person, member, score, try, not, make"
923,5,**=- Parkour racing,"team, game, get, point, person, member, score, try, not, make"
415,5,"If a member of a team uses a frisbee and hits an opposing team member without them catching it, they go to the penalty box or something similar for a minute or two.","team, game, get, point, person, member, score, try, not, make"
416,5,There is only one frisbee in play for a single game.,"team, game, get, point, person, member, score, try, not, make"
922,5,**=- Hang-glide jousting,"team, game, get, point, person, member, score, try, not, make"
417,5,"To win a game of this sport, one team must either have more goal points than the other team or eliminate the whole other team by hitting with frisbee so they are all off the field temporarily.","team, game, get, point, person, member, score, try, not, make"
418,5,Physical contact between opposing team members is prohibited,"team, game, get, point, person, member, score, try, not, make"
920,5,**=- Table Flipping,"team, game, get, point, person, member, score, try, not, make"
421,5,25 minute halves,"team, game, get, point, person, member, score, try, not, make"
918,5,Sand Obstacle Course,"team, game, get, point, person, member, score, try, not, make"
422,5,"Frisbee is moved down the field and towards goal by players running around and receiving the frisbee from teammates. Once the frisbee is caught, the player is not allowed to move until he/she has passed it off.","team, game, get, point, person, member, score, try, not, make"
917,5,Participants will break into two equal teams and then have thirty minutes to construct a snow fort. After the thirty minutes are up flags will be placed at each fort and participants will have to capture the opposing teams flag. If a participant is hit by a member of the opposing team with a snowball they will have to return to their group's fort.,"team, game, get, point, person, member, score, try, not, make"
424,5,"Underwater rugby: two teams, with several members in each team, compete to transfer a football to the opposite end of the stage/arena. Supplied with underwater equipment and oxygen tanks, the players then must move the ball by passing or tossing it amongst each other while keeping it out of reach of the other team, as the other team is attempting to score as well.","team, game, get, point, person, member, score, try, not, make"
425,5,VERY DANGEROUS:,"team, game, get, point, person, member, score, try, not, make"
426,5,Game: Survival,"team, game, get, point, person, member, score, try, not, make"
430,5,Thief/Assassin:,"team, game, get, point, person, member, score, try, not, make"
435,5,The group has 3 days from that point to accomplish the mission.,"team, game, get, point, person, member, score, try, not, make"
436,5,having some one on your team roll a hoolahoop and  have another person throwing a ball through it. You try to make it through the hoop and if you make it you continue down the field repeating the process until you make it to your goal. The other team is trying to stop you from making the ball into the hoolahoop.,"team, game, get, point, person, member, score, try, not, make"
910,5,Aquatic Foot Races,"team, game, get, point, person, member, score, try, not, make"
909,5,"Each team will have a team object something small such as a pen, eraser, ring, a key chain ect, ect. The teams will then decide on the limited area to hide. Only one team member from each  team will have the object of  choice. The all team members go out and hide. They are not allowed to use cell phones or cars, and the object of the sport is to find the opposing team member with the object. If you can meet up with your team members that's great, if not then good luck. The key to this is to protect your member with the object. There are no limits with hiding.","team, game, get, point, person, member, score, try, not, make"
908,5,"in this sport there are two teams of 5. Four fakes, one real.","team, game, get, point, person, member, score, try, not, make"
907,5,could make this more similar to soccer where there is a soccer goal and a goalie and the person can run across the field and try to throw teh frisbee into the net without getting tagged. however in this game if you are tagged your out.,"team, game, get, point, person, member, score, try, not, make"
906,5,"just like in real capture the flag where one team is yellow and other team is red the person being held captive will be given a shirt either red or yellow depending on which team they are on. The teams will consist of 10 people, 4 will be selected to guard the captive and 6 will be retrievers whose job it is to go find their teammate. The retrievers will wear either yellow or red flags and only the guards are allowed to tag them. A retriever cannot tag another retriever. Once a person is tagged the other team keeps their flag and that retriever has to go all the way back to base where the game started to get another flag.  Also there will be a referee to make sure places they are hiding captive is fair.","team, game, get, point, person, member, score, try, not, make"
439,5,person to make the most water balloons into a basket without busting them?,"team, game, get, point, person, member, score, try, not, make"
414,5,"There are no goalies or goalkeepers for this sport, just goals on opposite sides of the field.","team, game, get, point, person, member, score, try, not, make"
440,5,"ultimate ""trashketball"", using paper and trashcan, like I am sure we have all done, but taking it to a new level...","team, game, get, point, person, member, score, try, not, make"
413,5,Opposing teams made up of 6 players each.,"team, game, get, point, person, member, score, try, not, make"
411,5,Increase the distance from the player to the hoop and vice versa to change difficulty,"team, game, get, point, person, member, score, try, not, make"
402,5,Ex. I am right handed so I will use my left hand for this sport.,"team, game, get, point, person, member, score, try, not, make"
950,5,"play volleyball two people at a time. once a person misses the ball, the other has to try to run around the whole circle before the other player gets the ball and trys to touch them with it.","team, game, get, point, person, member, score, try, not, make"
949,5,volaseball. volleyball combined with baseball.,"team, game, get, point, person, member, score, try, not, make"
403,5,The first part should be a light book and the second part should be a really heavy book (Dictionary).,"team, game, get, point, person, member, score, try, not, make"
947,5,water baseball. it would be played similar to baseball except in water and swimming instead of running.,"team, game, get, point, person, member, score, try, not, make"
945,5,"*=- Skydiving against other players, objective is to get a flag which is thrown down before the participants Jump","team, game, get, point, person, member, score, try, not, make"
944,5,*=- Wrestling/fighting in an area where the floor is coated in cooking oil,"team, game, get, point, person, member, score, try, not, make"
943,5,"*=- Manhunt, both teams are giving varying sets of items and the objective is to capture members of the other team","team, game, get, point, person, member, score, try, not, make"
941,5,*=- Leap frog race,"team, game, get, point, person, member, score, try, not, make"
404,5,.,"team, game, get, point, person, member, score, try, not, make"
939,5,- Racquetball with 6 player teams,"team, game, get, point, person, member, score, try, not, make"
405,5,If they don't know how to play Sudoku then a crossword puzzle could work as well.,"team, game, get, point, person, member, score, try, not, make"
937,5,*=- Axe throwing,"team, game, get, point, person, member, score, try, not, make"
406,5,.,"team, game, get, point, person, member, score, try, not, make"
934,5,*=- Make a korean cry,"team, game, get, point, person, member, score, try, not, make"
933,5,- Archery-tag (like paintball except with non-lethal arrows),"team, game, get, point, person, member, score, try, not, make"
407,5,Person hops on the exercise ball as fast as they can before the opposing team does!,"team, game, get, point, person, member, score, try, not, make"
932,5,*=- Underwater MMA,"team, game, get, point, person, member, score, try, not, make"
931,5,**=- Underwater breathe holding contest,"team, game, get, point, person, member, score, try, not, make"
930,5,**=- Maze navigating,"team, game, get, point, person, member, score, try, not, make"
929,5,**=- Card throwing,"team, game, get, point, person, member, score, try, not, make"
409,5,"To increase difficulty, replace the round ball with a football","team, game, get, point, person, member, score, try, not, make"
927,5,**=- Piggy-back ride racing,"team, game, get, point, person, member, score, try, not, make"
925,5,**=- Human pyramid racing,"team, game, get, point, person, member, score, try, not, make"
441,5,person to do the most flips/cartwheels,"team, game, get, point, person, member, score, try, not, make"
442,5,dizzy basketball/football--must spin around twenty times after some one makes a point on either team,"team, game, get, point, person, member, score, try, not, make"
903,5,great idea and i think it should either be on a soccer field or a basketball court. and the other team is allowed to block and intercept the ball from the other team.,"team, game, get, point, person, member, score, try, not, make"
467,5,"Offense has 3 members, Defense has 4?","team, game, get, point, person, member, score, try, not, make"
469,5,From what distance?,"team, game, get, point, person, member, score, try, not, make"
883,5,teams compete against other teams in an effort to hit a ball over a net while on skates with the least amount of falls possible and without going out of bounds. every time someone goes out of bounds the opposite team would get the ball and have the upper hand at scoring once the game resumed and Evey time someone fell that team would lose half a point. the team with the most points will win,"team, game, get, point, person, member, score, try, not, make"
470,5,Moving trashcans?,"team, game, get, point, person, member, score, try, not, make"
471,5,Bouncing off the balls baskets?,"team, game, get, point, person, member, score, try, not, make"
881,5,my sport is to have a group of maybe about 5 or 6 people and have them compete in getting as many of the opposite team out by removing as many flags/tassles off of that individual as possible all while trying to kick a soccer ball into a goal.,"team, game, get, point, person, member, score, try, not, make"
472,5,And how would points/win be calculated?,"team, game, get, point, person, member, score, try, not, make"
473,5,will the game run normally? Same times and such?,"team, game, get, point, person, member, score, try, not, make"
474,5,could make the game more challenging if an opposing team member is near the basket with a dart/blowdart and is trying to pop balloons..,"team, game, get, point, person, member, score, try, not, make"
475,5,On a normal stage?,"team, game, get, point, person, member, score, try, not, make"
878,5,Something without a complicated scoring system,"team, game, get, point, person, member, score, try, not, make"
876,5,"In regards to the net, volleyball rules apply. If you don't make it over the net, the shot is lost, and turned over to the other team.","team, game, get, point, person, member, score, try, not, make"
875,5,"Also, players on the opposing team are not allowed to block shots. This could be up for debate.","team, game, get, point, person, member, score, try, not, make"
874,5,"A few more things. If the court could be enclosed like a large raquet ball court, that would be exciting. That way players can bounce the ball off and around the wall.","team, game, get, point, person, member, score, try, not, make"
477,5,this could be turned into a team game,"team, game, get, point, person, member, score, try, not, make"
872,5,"The object of the game is to have the teams of two players to hit a tennis sized ball over the net into the large cups. Every time a cup is made, it is ruled out of the game. Therefore the game is not based totally on score, but a process of elimination","team, game, get, point, person, member, score, try, not, make"
871,5,O,"team, game, get, point, person, member, score, try, not, make"
870,5,OO,"team, game, get, point, person, member, score, try, not, make"
478,5,"5-6 people on each team passing it from person to person and the person closest to the hoop has to  make it in. But you cannot just throw the ball, you can hit it or kick it, which will make it more difficult","team, game, get, point, person, member, score, try, not, make"
480,5,"Or, have 5 people, and one hoop for each person. After some one makes it they have to scoot back to a certain spot (their will be 10 marked spots). Whoever can make it from each of these spots first wins. If you do not make it you can take a second chance, but if you miss on the second chance you have to start over.","team, game, get, point, person, member, score, try, not, make"
481,5,"I like this idea. It is similar to ultimate frisbee which is great, but this rule makes it different. If the opposite team member is unable to catch the frisbee then they must be out of the game for a few minutes. If the opposite team member is unable to catch it 2-3 times they are out for the remainder of the game.","team, game, get, point, person, member, score, try, not, make"
869,5,OOO,"team, game, get, point, person, member, score, try, not, make"
868,5,OOOO,"team, game, get, point, person, member, score, try, not, make"
884,5,involves a tennis ball. the subject of the game is to score the ball to the other teams goal. once the ball is in your possession you can't move. the tennis ball can bounce only once if you need it to.,"team, game, get, point, person, member, score, try, not, make"
885,5,having a frisbee held with your teeth. run across the field without getting tagged by the opposite team member. if you are tagged you must attempt to throw the frisbee with your teeth,"team, game, get, point, person, member, score, try, not, make"
465,5,One part of the team is trying to stop the opposing offense from advancing and reaching their goal while the offense is trying to get to their own goal.,"team, game, get, point, person, member, score, try, not, make"
464,5,How about splitting the teams up into offense and defense?,"team, game, get, point, person, member, score, try, not, make"
902,5,instead of holding the frisbee with your teeth hold it with your hand and if the person is caught or tagged the person can then throw the frisbee to a teammate and still attempt to score a point. if the frisbee is then caught by someone of the opposite team they then have the opportunity to score.,"team, game, get, point, person, member, score, try, not, make"
443,5,"Perhaps make two separate teams, both the same distance away from the basket and ask each team to try to make as many water balloons into the basket within a certain time interval.","team, game, get, point, person, member, score, try, not, make"
444,5,"Perhaps a rule that prevents participants from running with the frisbee all the way down the field to score a goal. Maybe a 5 step rule that prevents players with possession of the frisbee from taking more than 5 steps. This allows for more passing during the game and I believe makes it more interesting, while still giving participants some flexibility with respect to movement.","team, game, get, point, person, member, score, try, not, make"
901,5,this sounds fun and is a good idea but since the teams are on horses tackling might be a bit tough so to try to stop the opposite team from scoring props should be used to stop or distract the horses,"team, game, get, point, person, member, score, try, not, make"
900,5,by allowing teammates to be able to pass the ball would make the game more interesting and would take the stress of one individual(almost like volleyball where the ball cant touch the ground but as long as its in the air its ok.),"team, game, get, point, person, member, score, try, not, make"
446,5,"How about when each team scores a total or 5 or 10 points, the whole team does the 20 spins together as a team.","team, game, get, point, person, member, score, try, not, make"
447,5,You could get a ton of water balloons and some of those water balloon launchers that require one person to hold each side while the third person pulls the balloon back and it flies out of there. You could set up targets and have people practice their aim with these.,"team, game, get, point, person, member, score, try, not, make"
898,5,f course this needs to be looked over. People could just try to glide straight down without engaging the other team just for the sake of being in the safe.,"team, game, get, point, person, member, score, try, not, make"
451,5,You might be able to do a a race using a hoolahoop. You can have multiple people start on one side of a field and they need to race each other by rolling their hoolahoop along and moving a soccer ball through their hoop a required amount of times before the competitor can complete the race.,"team, game, get, point, person, member, score, try, not, make"
453,5,"In addition, the game could be played endlessly if played in a volleyball style.","team, game, get, point, person, member, score, try, not, make"
455,5,Possibly adding a second competitor who is attempting to throw the exact ball through the same hoop directly on the other side of it would add a competition side of it.,"team, game, get, point, person, member, score, try, not, make"
401,5,The participant should use the opposite hand that they write with it to click.,"team, game, get, point, person, member, score, try, not, make"
897,5,My idea on glorified beer pong is similar to this. I have teams trying to knock tennis balls over a net into large cylinders at the other end of a tennis sized court. And the court is enclosed like a giant racquetball court so there can be plenty of bouncing involved.,"team, game, get, point, person, member, score, try, not, make"
895,5,The team that has the most players still in by the time they land on the ground level wins. Now the only problem is figuring out safety and fail-safes in case something tragic happens.,"team, game, get, point, person, member, score, try, not, make"
894,5,"Just for clarification, you have to hit the person to get them out. It doesn't count if you hit the actual hang glider itself.","team, game, get, point, person, member, score, try, not, make"
893,5,"The goal is to hit as many opposing team members in the air before you drift all the way down to the bottom. If you get hit by a paintball you're out, if you physically collide with another glider then both persons are out, and if you hit the walls of the arena then you're out. If you reach the bottom and land on the ground then you're safe.","team, game, get, point, person, member, score, try, not, make"
456,5,"Additionally, the participants could go through stages of difficulty:","team, game, get, point, person, member, score, try, not, make"
458,5,"Those will be known as levels, with 10 overall levels.","team, game, get, point, person, member, score, try, not, make"
460,5,"Unfortunately, this game already exists","team, game, get, point, person, member, score, try, not, make"
892,5,"2 teams of five enclosed in an arena the size of an NFL Dome Stadium. Each person has a hang glider and their paintball equipment. Each teams start together up high in the rafters, and start to glide at the start of the match.","team, game, get, point, person, member, score, try, not, make"
461,5,(Ultimate Frisbee),"team, game, get, point, person, member, score, try, not, make"
462,5,how would the other team stop you from making the ball?,"team, game, get, point, person, member, score, try, not, make"
888,5,quiddage like in harry potter but we use horses,"team, game, get, point, person, member, score, try, not, make"
886,5,"mixing football with polo, using horses to carry football across goal line","team, game, get, point, person, member, score, try, not, make"
896,5,"If you're still a fan of this idea, you could combine it with the camel racing idea. Camel quidditch. Either way, animal rights activist are going to hate us.","team, game, get, point, person, member, score, try, not, make"
482,5,"Again, the possibility of eliminating the other team members makes this idea different from ultimate frisbee. To win by getting points, the winning team must have a set number of points, somewhere between 5 and 10.","team, game, get, point, person, member, score, try, not, make"
954,5,"For the manhunt, the game should definitely have some boundaries as to how large of an area should be limited, but if anything, I would definitely turn the 'items' into laser lights, (kind of like laser tag) then either have the person who as been ""eliminated"" either out or join the opposing forces.","team, game, get, point, person, member, score, try, not, make"
400,5,The music should be chosen by the public.,"team, game, get, point, person, member, score, try, not, make"
1038,5,3. Dropping the ball will result in a turnover to the other team.,"team, game, get, point, person, member, score, try, not, make"
1037,5,2. Two hands must be on the ball at all times.,"team, game, get, point, person, member, score, try, not, make"
335,5,2. Whitewater Kayaking,"team, game, get, point, person, member, score, try, not, make"
336,5,3. BMX stunts,"team, game, get, point, person, member, score, try, not, make"
337,5,4. Cross Country running,"team, game, get, point, person, member, score, try, not, make"
1034,5,"A different version of this could include both teams participating in offense and defense. There could be two beacons, one for each team. The teams each have to collect their respective beacon and then carry it to the other team's outpost. The team who completes this first wins. If one or both teams do not score within the hour, neither team scores and they move on to the next round.","team, game, get, point, person, member, score, try, not, make"
338,5,5. Swimming,"team, game, get, point, person, member, score, try, not, make"
339,5,6. Shooting,"team, game, get, point, person, member, score, try, not, make"
1033,5,"A point should not be deducted from the opposing team when a team scores because there are two methods of scoring (meaning double the point possibilities). It would be more fair to both sides not to have this guarantee of losing points. Or perhaps the point could only be deducted when someone catches the ball when they shouldn't. Or better yet, have points given only when the other team doesn't re-serve and have a point taken only when someone catches the ball when they shouldn't.","team, game, get, point, person, member, score, try, not, make"
340,5,7. Slacklining (Tightrope),"team, game, get, point, person, member, score, try, not, make"
342,5,9. Archery,"team, game, get, point, person, member, score, try, not, make"
1030,5,This collective idea is good. The only change I would make is to not limit the number of people who can guard the outpost or retrieve the beacon. I think it should be up to the team to decide how defensive or offensive they want to be.,"team, game, get, point, person, member, score, try, not, make"
1029,5,"The rankings could be measured accurately using the best times. Allow three attempts to see who catches on faster, somewhat like what the Winter Olympics do. (ie. snowboarding, they get multiple attempts, best score is taken - this gives them time to learn the course.)","team, game, get, point, person, member, score, try, not, make"
