Line_Number,Dominant_Topic_Number,Sentences,Keywords_In_Dominant_Topic
1752,3,The cost of going to medical school should be reduced. There are many students who decide not to go into the medical field because of school costs. If the costs would change. we would have more doctors. Many people cannot afford such high costs. If we need more doctors then why not reduce the cost of medical school by some?,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1844,3,"also require doctors to perform the procedures before asking about payment to ensure better care rather than substandard practice due to being a ""risk""","people, healthcare, health, care, insurance, make, not, system, government, cost"
1713,3,"Giving up control of medical costs, insurance and finances to the governmental regulation could be the most effective way to ensure that health of the country's citizens comes before profit because most corporations will not.","people, healthcare, health, care, insurance, make, not, system, government, cost"
1846,3,having more doctors on hand in hospitals to ensure quicker response time to emergencies,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1848,3,"another thing that will help reform America's Healthcare system would be to not allow people to die just because they cannot afford the medicine, or procedures.","people, healthcare, health, care, insurance, make, not, system, government, cost"
1953,3,try to make medicine from the pharmacy more affordable,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1952,3,make clinics to those who do not have insurance a little bit more affordable,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1951,3,make information about how to obtain long term care available.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1947,3,let consumers know how their food is processed/made if consumers ask,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1946,3,make all fast food restaurants show you the dietary facts about their food,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1945,3,"To further touch on education, perhaps it should start at the national level in which the government should help fund schools. A better educated population will help out overall in the long run. Most schools are forced to cut funding to projects and classes resulting in lack of better education for students in places such as hands on things and health.","people, healthcare, health, care, insurance, make, not, system, government, cost"
1943,3,Make vegetables and healthy foods cheaper than a 1.00 McDouble,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1941,3,"Reform the educational system in schools, many adults who are teaching Health classes are mainly P.E. teachers or coaches who were forced to teach Health classes. By doing this, many times these ""Health teachers"" are putting half efforts just so that they can get through the Health classes they have to teach and go back to doing what they really wanted to do. By having actual trained and educated people working in the position of Health teacher rather than P.E. teachers or coaches of sports, then maybe children would be better educated about health and be more aware of what they're eating.","people, healthcare, health, care, insurance, make, not, system, government, cost"
1938,3,have places selling fruits and vegetables post signs up regarding what chemicals were sprayed on them and the effects they could cause after consumption,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1954,3,make pharmaceuticals more regulated,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1937,3,don't use pesticides on crops/find a way to grow crops naturally without any use of chemicals,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1933,3,have insurances focus on the health and need of their customers and not just focusing on the how much money ensuring insurance to their customers will make them,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1932,3,"teach young adults in high school how insurances works- premiums, benefits, the process of getting it/using it, etc...","people, healthcare, health, care, insurance, make, not, system, government, cost"
1931,3,make getting insurances to those with preexisting diseases easier and more affordable,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1930,3,stop denying people with preexisting diseases medical insurance,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1926,3,and the costs of an emergency room visit,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1925,3,within financial means though,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1924,3,"and if sudden job loss resulting in less of no income, then provide with alternative options to keep health insurance ongoing","people, healthcare, health, care, insurance, make, not, system, government, cost"
1923,3,"audit our whole federal government, and even state and local governments including military branches in search of financial waste. This financial waste should be used to finance the health of the people, reasonable security of the people, state and local utilities (transportation, government services) we should take care of the basics before attempting to take on excessive costs, as a normal family would do on a daily basis. Sit down see how much money we have coming in, pay for the necessities. Then whatever is left over can be used to finance  interests of the country as a whole.","people, healthcare, health, care, insurance, make, not, system, government, cost"
1922,3,"provide more onsite care, if an EMS believes that the person should be fine without having to go to the hospital they should let the person know directly and provide them with information as to how to remedy the issue.","people, healthcare, health, care, insurance, make, not, system, government, cost"
1935,3,have doctors go back to conferences to learn about new discoveries in the scientific/medical world so their knowledge is up to date with the new findings,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1921,3,state provide many more ambulances to hospitals to minimize the risk of fatality to a person due to a lack in number of ambulances.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1955,3,"teach children in junior high school and high school all about health care while they're young so when they have to deal with it in the future, they are well prepared on how to handle healthcare issues","people, healthcare, health, care, insurance, make, not, system, government, cost"
1957,3,look at where all finances are going with regard to healthcare and then RE-finance the money to better allocate it so we don't waste it on programs we don't need or over fund so we can fund the under funded programs,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1979,3,"When the issue of healthcare arises, it's hard for people to voice their opinions about it. If there was perhaps an easier way for people to comment on it and then perhaps there would be change.","people, healthcare, health, care, insurance, make, not, system, government, cost"
1978,3,If funding were to be put into educational systems then perhaps public schools would be much better suited to educate children and provide them with things that they would not normally receive especially in low income neighborhoods.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1977,3,Perhaps the environment and where people live can influence the situation and how people better take care of themselves. For example older neighborhoods or places of low income families tend to lack access to near by parks and recreational areas compared to newer homes that are planned out with parks and even a place to swim.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1976,3,Perhaps the issues of schools and their educational system or even the way schools are funded (or lack of funding) can be the issue.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1975,3,"On that same note, by doing so people can help themselves in that sense and better the lifestyle choices.","people, healthcare, health, care, insurance, make, not, system, government, cost"
1973,3,"Negative influences of junk food and ""lazy actives"" should be addressed and taken careful so that way children won't be on the path to a bad life style or health.","people, healthcare, health, care, insurance, make, not, system, government, cost"
1972,3,"To better inform people about issues in Healthcare, perhaps access to internet or TV should be easily obtained.","people, healthcare, health, care, insurance, make, not, system, government, cost"
1971,3,"On the same note about the health of people in the US, perhaps the path to all natural food with no chemicals or modified food should be told to people and perhaps then it would better the health of the people in the US.","people, healthcare, health, care, insurance, make, not, system, government, cost"
1970,3,"Compared to nations around the world, US falls behind in many things such as education and the health of people, perhaps it is best to address this so that maybe healthcare and things related to medical issues can have less of a workload.","people, healthcare, health, care, insurance, make, not, system, government, cost"
1956,3,have our nation look at other country's who have better healthcare policies and see what America can do to tweek ours to be better than what it is now,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1969,3,"When it comes to the news, somethings should be addressed on there as well not just international news but also local and national and thing that really matter.","people, healthcare, health, care, insurance, make, not, system, government, cost"
1967,3,In the school system the understand about health and medical issues should be addressed either classes or other means.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1966,3,Everyone needs better knowledge about the current state of Healthcare and what needs to be done for the people.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1965,3,Health needs to be acessisble to everyone who needs it in the US.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1963,3,make it harder for people to claim mentally insane when faced with a criminal charge,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1962,3,regulate finances of a hospital so as to make sure it's more for the better of mankind than solely profit,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1961,3,"have more surveillance in hospital rooms, to avoid any abuse of any kind","people, healthcare, health, care, insurance, make, not, system, government, cost"
1960,3,explore more of other countries' technology so as to further ours,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1959,3,have a segment of the news that informs the public of any changes of the healthcare system that is important for the general public to know,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1958,3,have local leaders who the communities can voice their concerns to and he/she will voice them to those who can fix/help with the problems arising,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1968,3,Parents should also be informed about healthcare or adults in general so that people can fully be aware about it and inform or educate other people. Things tend to spread faster when people talk about it.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1920,3,lower the cost of ambulance transport.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1919,3,"additionally, legalize the herb and tax it to hell like cigarettes. Use the taxes to pay for our own states healthcare.","people, healthcare, health, care, insurance, make, not, system, government, cost"
1917,3,"have more medically inclined people in government to make changes for the healthcare system.  They will be the ones who can make better informed decisions on what needs to be done in our healthcare system because they live that every day, as opposed to someone who is in the ""out looking in""","people, healthcare, health, care, insurance, make, not, system, government, cost"
1878,3,give thorough explanation of what shot that is required can do (all the good things and bad),"people, healthcare, health, care, insurance, make, not, system, government, cost"
1877,3,have each person in America get tests done to see their standpoint in how healthy they are and what they need to do to prevent what they're genetically pre disposed to,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1876,3,educate the public on more natural ways of changing one's lifestyle to offset their genetic predispositons to certain diseases.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1875,3,have a more thorough way of educating the public on STDs and preventive measures,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1874,3,"teach children in school more about the healthcare systems that they need to know. knowledge is power, so teach it to them while they're young. this way they know what to expect when they're older. this way they will be thoroughly informed when they have to make the choices that they do when it comes to their health.","people, healthcare, health, care, insurance, make, not, system, government, cost"
1873,3,more financial help to those who take care of the elderly full time,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1872,3,give more information about options of what to do to families who are taking care of the elderly,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1871,3,have more financing for healthcare,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1870,3,educate the population about mental diseases,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1882,3,make birth control over the counter for women eighteen years old and up,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1869,3,train nurses and doctor to be kind no matter how busy they are in the er (people are in pain and sometimes all they need to see is smiling face),"people, healthcare, health, care, insurance, make, not, system, government, cost"
1866,3,have insurance companies care more about the people than their profits,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1863,3,make medicine more affordable,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1862,3,better education on how to take care of minor injuries so doctors in the hospital give people with more urgent emergencies better priority and care,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1860,3,stop genetically modifying our foods and teach the people how to eat more healthy.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1859,3,have roughly the same treatment for the poor and middle class as the rich and wealthy are subject to.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1858,3,bring back the draft and reduce the military budget to the extreme and take care of our own people and system before we go and try expanding our already broken system to foreign countries.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1853,3,sanitation and personal hygiene should be taught at an early age to have a better understanding of the importance of cleanliness.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1850,3,eliminate the somewhat of a monopoly on healthcare over the people,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1849,3,stop sending foreign aid to countries that hate The United States when we have families here at home who cannot afford to eat or get a good education,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1867,3,have insurance companies not turn a family down for an insurance plan (or make them pay ten times more than they should) if there is a pre existant disease in the family,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1883,3,educate young men and women about rape and domestic abuse,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1884,3,educate the public more about suicide and organizations who they can turn to if anyone ever feels suicidal,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1885,3,or for those who have lost a loved one,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1916,3,integrating more about our healthcare system into the curriculum of public schools,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1915,3,TLDR; Pretty much it is all about educating people who can vote to make the change.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1913,3,minimize unnecessary care,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1911,3,"However if the issue was to come down to whether or states and the government then that means it would be up to the people to voice their opinion about things such as medical care. If they were to do so they would needs to vote or at least be educated about such things. And a nations such as the US, there is also the issue of communicating the problem. So over all there is a lot of things that needs to be addressed if it were to come down to helping out and improving health care.","people, healthcare, health, care, insurance, make, not, system, government, cost"
1910,3,"take the money we use to fight this war with marijuana, and put it into healthcare budget.","people, healthcare, health, care, insurance, make, not, system, government, cost"
1909,3,The issue could come down to how connected with the public is states and other political figures that decide and change the rules and other things about the medical care of people.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1908,3,There needs to be a better standard of how medical care is and what is legal and illegal when it comes to what states rule as legal for the public. Many states have different views and state laws on particular medicines but instead it should be standardized across states.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1907,3,"monitor how nurses and doctors retrieve medicine, so as to avoid abuse of drugs","people, healthcare, health, care, insurance, make, not, system, government, cost"
1906,3,raise pay for med program educators,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1904,3,"Make sure that doctors are honest with people rather than being ""light"" with people when trying to them things such as about whether or not they are indeed overweight or other issues","people, healthcare, health, care, insurance, make, not, system, government, cost"
1903,3,more roadsigns or billboards,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1901,3,Make sure that the locations of medical places are known to the public or is easily accessible to them.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1900,3,"Make sure that doctors inform the people they meet with about the issues and warnings of particular medicines, especially if it was something that was recently made or approved by the government.","people, healthcare, health, care, insurance, make, not, system, government, cost"
1894,3,"Perhaps paying doctors according to how well they do and how many people they treat actually get better in the end. For example, increased pay if nearly 90% of the people who came to that doctor became healthy again and reduced pay if it is at a particular percent.","people, healthcare, health, care, insurance, make, not, system, government, cost"
1893,3,more willingness to work with payments for those that don't have insurance,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1892,3,more thorough explanations for medicine,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1891,3,more diabetes awareness,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1889,3,lower interest rates on insurance,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1888,3,Educating the people about the issues of healthcare and where it stands compared to other nations.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1887,3,easier access to health insurance,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1886,3,make healthcare affordable to those who do not have insurance. have a standard chart in every practice that shows what percentage of medical operation is done based on the family's income.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1847,3,one thing that would help America's healthcare system would be to limit the amount of lobbying the pharmaceutical companies can bride our elected officials.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1430,3,"For as the education aspect of health care, there should be more internships in the medical field for the students who are interested in health care. Reason being, by shadowing the physician you not only gain experience but you get the one on one hands on activity close to the physician and interacting with the patients no matter the unit you are assigned too.","people, healthcare, health, care, insurance, make, not, system, government, cost"
1712,3,"I agree. Prisons should not be the great place that it is made to be today. Through prison reform we could clear out the individuals who do not deserve to be there and through that reduce medical costs. With less prisoners there would be less fights which would lead to less surgeries, drugs and care needed for individuals who broke the law and are supposed to be punished.","people, healthcare, health, care, insurance, make, not, system, government, cost"
1709,3,This could be a good idea. But instead of holidays perhaps just an event or big hoopla where there are a host of competitions and contests concerning healthy lifestyles and making good choices and have doctors and other qualified people talk about the benefits there are to being more active and healthy.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1545,3,"I understand, and see this as an issue which needs to be resolved","people, healthcare, health, care, insurance, make, not, system, government, cost"
1544,3,"so such as with the elderly, we should cut their benefits since they are deemed no longer useful to society? Or i guess we can have elected death panels with can decide what is or is not necessary. Only leading back to a socialist approach. These should also receive the first attention next to small children.","people, healthcare, health, care, insurance, make, not, system, government, cost"
1542,3,"Maybe, English seems to be the universal language for many things such as business, why not healthcare. The only issue that may arise with a universale system is that I would take a strong effort by all nations taking part, and if it goes the way of the E.U., then could crumble down like domino's if one decides to drop, same matter as the current Euro Crisis","people, healthcare, health, care, insurance, make, not, system, government, cost"
1541,3,"This should be put in the same pot as social security, and if paid for by these individuals over the span of their life, that will in the future cover their cost. Why should they be turned down if others, some not even legal in this country can receive it? This is asinine, our seniors who have paid in and worked hard, lose it all and have it given to people who have never worked a day in their life? Reform programs such as welfare and food stamps, then we can have more money to work with and begin talks on matter such as healthcare reform","people, healthcare, health, care, insurance, make, not, system, government, cost"
1540,3,This is very true. companies and the government make it more expensive to eat healthy,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1539,3,The Healthcare industry should start focusing more on the younger generation because of the increasing stat in childhood obesity. Cardiovascular disease is the leading cause of death in the United States.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1537,3,I couldn't agree more but the root of the problem to this whole discussion is money. its not possible to get everyone the perfect healthcare plan.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1536,3,"But this is a fallacy, that everything in the world, if equal, would work best. But as history has shown, when something grows to large and can no longer be controlled, it always collapses in on itself. Why decrease our healthcare benefits which have been worked for and earned by my forefathers, and give them to someone else who maybe has not earned them, or due to circumstance and bad luck has never received them. I look out my family and nation before any other, and taking away some benefits from myself and my family and giving them to others who have no right to them is just wrong, at least without my consent.","people, healthcare, health, care, insurance, make, not, system, government, cost"
1535,3,"I agree. if I agree. i work at a health club and insurance companies actually cover the membership costs for their members. There are age requirements for these types of programs. If the Government can give better tax breaks to these insurance companies, it could help with directing the spending towards getting our youth into health clubs and a more active lifestyle.","people, healthcare, health, care, insurance, make, not, system, government, cost"
1546,3,i know their are some benefits that healthcare companies offer if you live a healthy lifestyle. i think maybe our health insurance providers could offer some more incentives to a healthy lifestyle. maybe cheaper premiums and different kind of rewards.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1534,3,"There is no bias in repsonse times, it depends on the circumstance, if you live 30 miles from a hospital and or fire station, it will take longer to receive medical attention than if you lived just 5 miles away.","people, healthcare, health, care, insurance, make, not, system, government, cost"
1532,3,"We are living in the time period of globalization. Today, nobody can really say what home is. If the number of sick people is going to be decreased then there also going to be advantages in the U.S. The society should create a global healthcare network on all continents.","people, healthcare, health, care, insurance, make, not, system, government, cost"
1531,3,The society should get more informed of current sicknesses in their districts.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1530,3,Every person has the same rights. Everybody deserves perfect healthcare until his last heartbeat.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1529,3,"The healthcare system should look how healthcare systems in other countries working. In Germany is a health insurance mandatory and this is right. Life is not predictable and every day something bad can happen to everybody. Because of this, the U.S needs a mandatory health insurance. This insurance should cover everyday problems like sports injuries or financial support for people with eyes disabilities. For people who want to be covered better is still the opportunity to pay more and get more.","people, healthcare, health, care, insurance, make, not, system, government, cost"
1528,3,Healthcare should be focused on everybody. There should not be a specific age boarder. Everybody is created equal so everybody deserves equal healthcare.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1527,3,A basic health insurance should be mandatory for every citizen. Every citizen should have the right to be checked by a doctor and to get help when he or she needs it. The heritage and the financial income can not be problems to get a health insurance for every citizen.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1526,3,The government should increase the requirements to pass physical education classes instead of allowing children to become so doughy.  I don't think providing a rope or a jungle gym is that expensive.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1525,3,The age to enter into medicare should be increased due the fact that people are living longer.  The average lifespan for a human is no longer 72 but 83.  Also this will stop companies from dropping their employees from group coverage as soon.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1522,3,Healthcare should be more focused on the young.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1533,3,"A global healthcare network should be established to help for example foreigners during vacation in other countries. In addition, all healthcare documents on earth should be written in the same language and should be in the same form.","people, healthcare, health, care, insurance, make, not, system, government, cost"
1521,3,Vaccinations should be more readily available to the public.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1547,3,Termination of other social assistance programs to fund a help care plan for those who are lower income?,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1549,3,Yeah unfortunately the biggest preventive STEP that we could take is in our food. There are so many loopholes in regulations though that we are still eating poison.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1576,3,"This showed the hypocrisy of our current system, do as I say not as i do. This double standard is wrong, that certain individuals because of status can opt out of a mandatory program, while others are forced to stay in, or are fined for not doing so. Why not make everyone participate, it is only fair.","people, healthcare, health, care, insurance, make, not, system, government, cost"
1575,3,Health insurences should be available for everybody and cover every health disability except body/beauty makeovers.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1574,3,This is the point we can not be afraid of people or work that people do who actually want to help us. If this opinion would occur at more and more people we would live in a sick society and the doctors would become unemployed.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1573,3,What if for people to get the health care they wanted but could not afford it they had to pay by community service for a government job. This would allow the govt to cut back on jobs which means less salaries to pay but then allows patients to get better care. Of course this sounds simplistic but the jobs could accomModate based on disability or whatever and is open to any kind of adjustment. At the end of the day spending has to be cut somewhere in order to provide more affordable healthcare or debt ceiling is just raised and the dollar crashes faster.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1571,3,You're right... I have a bad knee and bad shoulder but I can't afford to go to a doctor. But the last thing I want is to get a hand out. This health care stuff sucks... theres no solution,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1570,3,Thinking with your heart - won't get you anywhere in business as so with coming up with a financially responsible healthcare plan that is just.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1569,3,"Yes but it is to big of a cost to try and help everyone. Natural selection should be considered here. We cant save everyone, especially when those being saved will not have a high quality of life if kept alive.","people, healthcare, health, care, insurance, make, not, system, government, cost"
1568,3,"This will always be a problem. also Europe has cameras on almost every street corner. That is why crime and violent acts are so uncommon. I personally think that our country should really consider doing the same. Going back to health Insurance. If we dedicate more time to research on new and improved drugs for people with ""mental illness"", we're taking away time and money away from the leading cause of death here in the U.S., which is cardiovascular disease. This disease is one of the main reasons why our healthcare has become such a problem.","people, healthcare, health, care, insurance, make, not, system, government, cost"
1567,3,"why should we buy into this new healthcare system if congress is not? Obama was asked the question ""will you and your family adopt this new healthcare plan""? He danced around the question and did not answer. Other members of congress were asked the same question and they said they will ""think about it""","people, healthcare, health, care, insurance, make, not, system, government, cost"
1548,3,I can say what home is... I live here in Arlington. I've lived in Dallas my whole life. I have a good understanding of where home is for me. I know several other people who would say the same.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1566,3,"the only thing with that is, more money would have to come out of our pockets","people, healthcare, health, care, insurance, make, not, system, government, cost"
1564,3,Another big problem is foreigners that are benefiting from free health care that American citizens are paying for. i understand they want to come here for a better life but we have to come up with some plan that forces them to contribute. too many people are looking for handouts now a days or expect someone to help bail them out of their situation,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1561,3,you never know what can happen and every person who is on this earth deserves help. Also every kind of this people can develop the medicine by trying new things when the patient agrees,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1559,3,"Less government short of Anarchy is what our goal should be here. Understandably there should be standards set, education of physicians and medical personnel, medications, so on and so forth. But to the point in which the government wants to compete, and directly effect the healthcare system? This is where it has gone to far. Forcing every American to buy insurance, lying by saying that the penalties of not doing so is a tax. You can read the health care plan after it is passed???? This is terrifying, that the average American will stand for this, and reelect the same individuals responsible, and their excuse, "" Well at least they are trying"". 40% of americans are on some form of government assistance, and the president keeps saying that things are getting better, and more and more americans are out of work, many illegals receive free healthcare, while not paying taxes. Many americans receive benefits while sitting on their -----, and not contributing in their lifetimes while everyone else has to. As said by a famous scholar, every democracy will die, once its people realize that they can elect themselves benefits, or as we may know it ""freebees"". There should be no discussion past regulations.","people, healthcare, health, care, insurance, make, not, system, government, cost"
1558,3,"I concur, screenings for anyone who is coming into our nation from foreign zones, or places which do not have the same standards of healthcare as our own. This may seem unfair, but we cannot have our own get sick and die because someone was mad that they had to go through additional screenings before entering. Coming over into the US is not a right, but a privilege unless you are a US citizen. We owe nothing to anyone else, and likewise for others owing anything to us.","people, healthcare, health, care, insurance, make, not, system, government, cost"
1112,3,Most Americans who are not covered are young adults in college. This is because health insurance can be too expensive even at the minimum coverage plan. I propose that young adults should be covered under their parent's insurance until the age of 25. This should not raised the price high on the parents because people in this age group tend to be healthier.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1557,3,"I agree, i too know what home is. A global healthcare system at this time will never work. Our own nation is having a hard time with keeping the post office open, let alone a new healthcare system which has already been passed. Programs such as the UN fail left and right, showing no new signs of progress in making strides in fields such as medicine. In helping these nations the west is falling, the west being the backbone to all of this. If the west falls, everything falls.","people, healthcare, health, care, insurance, make, not, system, government, cost"
1556,3,Healthcare is nearly impossible to maintain with the high number of individuals in the world today.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1552,3,Maybe the government should look into a way of funding eastern type medicines. There are so many stories of people being healed by going that route.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1551,3,"I honestly believe there is no good answer to this healthcare problem. The way this looks is, no matter what someone has to pay the price for someone else to be healthy or not sick. There doesn't seem to be a good solution.","people, healthcare, health, care, insurance, make, not, system, government, cost"
1565,3,Healthcare should be treated like buying a car. you may want a 2013 Camaro but don't have the down payment or the credit score. a car dealership isn't going to give you a handout. You have to settle for something less or what you can afford or account for.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1520,3,Healthcare should be focused more on it's own country more than on others.  Charity starts at home.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1519,3,Healthcare should also be focused on helping everyone and not just the vast majority.  Not all medications work for everyone.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1518,3,Physical education should also be improved because lack of funding towards it is another reason why people are contracting things such as high blood pressure and diabetes at younger ages.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1466,3,Additional healthcare cost for people with undiagnosed/untreated depression could be reduced,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1465,3,Mental health has to be more of a priority at the most basic levels of healthcare because of it's impact on general health and well being,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1464,3,"Eventhough specialist have spent more on education, the difference in what they make & what the GP makes for seeing more of the population is unreasonable.  I don't believe in price fixing either by the gov't or insurance companies, but there has to be some way to bring their incomes more in line","people, healthcare, health, care, insurance, make, not, system, government, cost"
1461,3,"The move from large metropolitan hospitals to smaller regional facilities is a move in the right direction because it provides more access, higher quality, and is more cost effective","people, healthcare, health, care, insurance, make, not, system, government, cost"
1460,3,The way it is now the people on either end (poor & wealthy) have the most government assistance,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1459,3,Insurance companies should be better regulated and not making such outrages profits for what little they do to make healthcare better,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1457,3,companies should be incouraged to self insure their employee through government inscentives.  This should also make them for competative by attracting more & better employees,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1456,3,People who can afford it (the wealthy) should be incouraged to self insure,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1454,3,Americans should be able to use the healthcare provider of their choice to improve the quality by keeping it competative,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1468,3,should send papers home to be read over and signed before arriving the day of surgery.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1453,3,The government should offer a basic healthcare coverage policy to all Americans regardless of employment or income level.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1451,3,Drugs that are safe should be made OTC sooner to lower the cost,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1448,3,I agree. You cant rule out surgeries you think arent eligible for coverage.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1445,3,"I agree. All health care should also be equal price, no matter if you have different medical insurances.","people, healthcare, health, care, insurance, make, not, system, government, cost"
1444,3,I think that also having up-to-date equipment is necessary and training doctors how to properly use them is a good idea. Most equipment doctors use are out-of-date and sometimes they encounter problems with the equipment.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
1443,3,"I completely agree, if the word isnt spread about such programs then their benefit wont be taken. Advertising more programs wouldnt be a bad idea.","people, healthcare, health, care, insurance, make, not, system, government, cost"
1441,3,"I agree. they probably go to seminars with other doctors worldwide and get their updated information through there. And if they don't, they should make up seminars for these doctors to go to.","people, healthcare, health, care, insurance, make, not, system, government, cost"
1440,3,government programs such as Care Now are available to everyone. These programs should be more advertised so people can go and seek medical attention. And if there problem is severe the people that work for care now should find the nearest and cheapest doctor to see their problem.,"people, healthcare, health, care, insurance, make, not, system, government, cost"
