Line_Number	content	contentSimp	reply	timeCode	user	fake_username
79	Insurance companies sometimes scam their customers.	insurance companies scam customers.	-1	April 10, 2013, 12:16:02 PM	91k13	Elizabeth Harris
80	prescriptions are sometimes too expensive and some people cannot afford them	prescriptions expensive people afford	-1	April 10, 2013, 12:18:20 PM	91k13	Elizabeth Harris
81	surgeries can cost up to hundreds of thousands of dollars and no average middle class American has that kind of money.	surgeries cost hundreds thousands dollars average middle class american kind money.	2	April 10, 2013, 12:19:06 PM	91k13	Elizabeth Harris
82	if people maintain a healthy diet and exercise on a daily basis, then there would be no need for extra medications	people maintain healthy diet exercise daily basis, extra medications	13	April 10, 2013, 12:20:29 PM	91k13	Elizabeth Harris
83	prescription drugs shouldn't be expensive, I think they are 10x the rate in the UK and Germany	prescription drugs shouldn't expensive, 10x rate uk germany	-1	April 15, 2013, 01:32:09 PM	23k89	Stephanie Cordova
84	Being in the hospital is also very expensive because prescription drugs are expensive, to come to the hospital because you're ill shouldn't cost an arm and a leg.	hospital expensive prescription drugs expensive, hospital you're shouldn't cost arm leg.	-1	April 15, 2013, 01:33:18 PM	23k89	Stephanie Cordova
85	the American health care system is too expensive and people should be able to afford it and everyone should have a right to receive health care, it's like $100 more in the US than other countries such as France, Canada, and Spain.	american health care system expensive people afford receive health care, it's $100 countries france, canada, spain.	-1	April 15, 2013, 01:36:02 PM	23k89	Stephanie Cordova
86	there are many many people who don't know anything about the health care system and how it works, everyone should receive some type of education or knowledge about it.	people don't health care system works, receive type education knowledge it.	78	April 15, 2013, 01:38:29 PM	23k89	Stephanie Cordova
87	I agree, I think all schools should require flu shots, that would help the situation very much.	agree, schools require flu shots, situation much.	70	April 15, 2013, 01:40:36 PM	23k89	Stephanie Cordova
88	everyone should receive the same amount of health care services, but the price of insurance and things like that should be determined by your income.	receive amount health care services, price insurance things determined income.	1	April 15, 2013, 01:43:58 PM	23k89	Stephanie Cordova
89	to make the American health care system fair, you should be able to pay for things according to your income.	make american health care system fair, pay things income.	-1	April 15, 2013, 01:47:24 PM	23k89	Stephanie Cordova
90	a lot of food contains gmo's which are very harmful for our health.  a lot of illnesses originate due to the body's constant exposure to gmo's.  there should be more education in regards to proper nutrition and lifestyle.  when it comes to health, the government isn't always the one to go to for help because money controls everything, and food companies that produce products or raise livestock that contain gmo's are billion-dollar businesses that by law do not have to tell the consumer what they put in their products.  basically, they are protected from harm, even though they are the ones contributing to the general population's harm.	lot food gmo's harmful health.  lot illnesses originate due body's constant exposure gmo's.  education proper nutrition lifestyle.  health, government isn't money controls everything, food companies produce products raise livestock gmo's billion-dollar businesses law consumer put products.  basically, protected harm, contributing general population's harm.	-1	April 16, 2013, 12:45:06 PM	56k78	Alison Osborne
91	i agree, proper healthcare should start in the home.  the parents need to be educated as well though, because a lot of times they'll go by what they were taught and at times that is not correct.	agree, proper healthcare start home.  parents educated though, lot times they'll taught times correct.	74	April 16, 2013, 12:46:55 PM	56k78	Alison Osborne
92	that would help a lot of people because at times one still has to pay something for a medical procedure and paying something reasonable, in regards to their income, is more convenient than paying a price that is way more than what that person can make in years of working. 	lot people times pay medical procedure paying reasonable, income, convenient paying price person make years working. 	89	April 16, 2013, 12:53:44 PM	56k78	Alison Osborne
93	spreading knowledge about what an individual can do in certain situations, can help save a life and also prevent unnecessary costs.  for example, there are instances in which accidents occur and even though bystanders may want to help the people involved, they may not know how to and by the time the paramedics arrive at the scene some of the people affected by the accident may be in a worse condition than what they already were.   	spreading knowledge individual situations, save life prevent unnecessary costs.  example, instances accidents occur bystanders people involved, time paramedics arrive scene people affected accident worse condition were.   	-1	April 16, 2013, 12:58:07 PM	56k78	Alison Osborne
94	professionals that help people transition from the hospital to their homes should be well prepared and the doctors should listen to what they have to say in regards to the client's health, and whether discharging them from the hospital may be a good idea or not at the moment. 	professionals people transition hospital homes prepared doctors listen client's health, discharging hospital good idea moment. 	-1	April 16, 2013, 01:00:24 PM	56k78	Alison Osborne
95	if an individual, doctor or nurse, makes a medical error and it results in the death of a patient, that person should be punished heavily. the higher consequences would make the health care providers extra careful when treating patients	individual, doctor nurse, makes medical error results death patient, person punished heavily. higher consequences make health care providers extra careful treating patients	-1	April 17, 2013, 09:42:57 AM	12k34	Brooke Jones
96	the way we get our meat supplies is unhealthy. more people should shop at farmers markets and buy organic foods	meat supplies unhealthy. people shop farmers markets buy organic foods	-1	April 17, 2013, 09:45:48 AM	12k34	Brooke Jones
97	eat less sugars. once we quit craving something sweet it will be easier to eat healthy and more vegetables	eat sugars. quit craving sweet easier eat healthy vegetables	-1	April 17, 2013, 09:47:50 AM	12k34	Brooke Jones
98	mental institutes should feel more like home than a prison	mental institutes feel home prison	-1	April 17, 2013, 09:53:00 AM	12k34	Brooke Jones
99	medical school should not be as expensive so that more students can have an equal opportunity to go to school and come out not in so much debt :)	medical school expensive students equal opportunity school debt :)	-1	April 17, 2013, 09:58:17 AM	12k34	Brooke Jones
100	"No person can be 100% perfect all the time. In these situations, I'm sure the people punish themselves more than any other outside factor could. Instead of ""punishing heavily"", why not focus on re-training instead of potentially losing heavily educated/trained hands in a hospital?"	"person 100% perfect time. situations, i'm people punish factor could. ""punishing heavily"", focus re-training potentially losing heavily educated/trained hands hospital?"	95	April 17, 2013, 10:12:38 AM	46k81	William Diaz
101	Create higher standards for meat and vegetable production. Actually enforce that these rules are stuck to with (most importantly) regular inspections. There are very few laws in place to protect animals that are aimed for slaughter. This affects everyone that supports the industry as well as the livestock. Shrinking factory farms to create more space for wheat/vegetables/greens that use less water, land, and financial resources would help with health, business expenses, product prices and deforestation.	create higher standards meat vegetable production. enforce rules stuck (most importantly) regular inspections. laws place protect animals aimed slaughter. affects supports industry livestock. shrinking factory farms create space wheat/vegetables/greens water, land, financial resources health, business expenses, product prices deforestation.	96	April 17, 2013, 10:16:32 AM	46k81	William Diaz
102	Why not create free/cheap community classes for this? Think first aid/CPR/emergency preparedness classes held at schools, gyms, community centers, or church-type places. Maybe organizations like the Red Cross could teach them.	create free/cheap community classes this? aid/cpr/emergency preparedness classes held schools, gyms, community centers, church-type places. organizations red cross teach them.	93	April 17, 2013, 10:19:55 AM	46k81	William Diaz
103	Yes!	yes!	88	April 17, 2013, 10:24:35 AM	46k81	William Diaz
104	some hospitals give care that is unnecessary for patients and therefore will make their hospital bill higher	hospitals give care unnecessary patients make hospital bill higher	-1	April 17, 2013, 11:15:04 AM	91k13	Elizabeth Harris
105	children should be taught more on how to eat healthy and how it is going to benefit your health	children taught eat healthy benefit health	-1	April 17, 2013, 11:16:00 AM	91k13	Elizabeth Harris
106	patients should be informed of what their health care plan covers	patients informed health care plan covers	-1	April 17, 2013, 11:17:02 AM	91k13	Elizabeth Harris
107	preventive care is one of the most important focus on the issue. if you have a heart operation, it will cost thousands of dollars. however, if you manage to take care of your health and reduce the risk of heart disease, you will not have to spend that money	preventive care important focus issue. heart operation, cost thousands dollars. however, manage care health reduce risk heart disease, spend money	-1	April 17, 2013, 11:20:35 AM	91k13	Elizabeth Harris
108	gym memberships should not be so expensive.	gym memberships expensive.	-1	April 17, 2013, 11:20:42 AM	91k13	Elizabeth Harris
109	people are sometimes too lazy to go work out so it is important that we exercise daily to prevent the risk of heart disease.	people lazy work important exercise daily prevent risk heart disease.	-1	April 17, 2013, 11:23:16 AM	91k13	Elizabeth Harris
110	everyone should keep track of how many calories they should consume in one day.	track calories consume day.	-1	April 17, 2013, 11:24:05 AM	91k13	Elizabeth Harris
111	Emergency rooms sometimes provide unnecessary care for patients if they find out they do not have insurance.	emergency rooms provide unnecessary care patients find insurance.	-1	April 17, 2013, 11:24:39 AM	91k13	Elizabeth Harris
112	health care providers should be paid well, along with good benefits.	health care providers paid well, good benefits.	-1	April 17, 2013, 11:25:29 AM	91k13	Elizabeth Harris
113	I agree. Some people who do not work depend on medicare to provide for their healthcare needs while some who work do not get a lot of benefits. If we have health care services based on income, then this will improve the health care system.	agree. people work depend medicare provide healthcare work lot benefits. health care services based income, improve health care system.	1	April 17, 2013, 11:30:06 AM	91k13	Elizabeth Harris
0	Medicaid needs to be reformed to help people get off of it, by slowly taking people off of the program instead of all at once	medicaid reformed people it, slowly taking people program	-1	April 03, 2013, 10:25:18 AM	76m23	James Medina
1	insurance needs to be more affordable and better coverage	insurance affordable coverage	-1	April 03, 2013, 10:25:52 AM	76m23	James Medina
2	private pay should not be way less than if you pay for the doctors visit with insurance. to have to pay high monthly premiums and then pay high deductibles at the doctors place is draining peoples money	private pay pay doctors visit insurance. pay high monthly premiums pay high deductibles doctors place draining peoples money	-1	April 03, 2013, 10:28:03 AM	76m23	James Medina
3	health care professionals should care more about the patients, and not how many patients they will see in one day	health care professionals care patients, patients day	-1	April 03, 2013, 10:29:06 AM	76m23	James Medina
4	preventive care should be taken more seriously because it is cheaper to prevent than to cure, but most people can afford it so they have to wait till its more serious and then go to the doctor to get care , so they should bring down the cost of preventive care	preventive care cheaper prevent cure, people afford wait till doctor care , bring cost preventive care	-1	April 03, 2013, 10:30:46 AM	76m23	James Medina
5	instead of prescribing antibiotics all the time doctors should look for the true source of the problem, that will save money for everybody	prescribing antibiotics time doctors true source problem, save money	-1	April 03, 2013, 10:32:12 AM	76m23	James Medina
6	the government should not impose a penalty for someone without insurance because they are the reason it cost so much and people cant afford it, taxes pay for the people on Medicaid but the people without anything are left without any help and have to pay it back on their own, they need to stop throwing money at Medicaid and start thinking of ways to get people independent	government impose penalty insurance reason cost people afford it, taxes pay people medicaid people left pay back own, stop throwing money medicaid start thinking ways people independent	-1	April 03, 2013, 10:34:45 AM	76m23	James Medina
7	the public should be more educated about healthcare and their health in general so that they can make better decisions about where they should go and what they should do	public educated healthcare health general make decisions	-1	April 03, 2013, 10:36:20 AM	76m23	James Medina
8	parents need to be better informed of the options out there	parents informed options	-1	April 03, 2013, 10:37:25 AM	76m23	James Medina
9	It should start in the schools, the children need to be better informed so when they are adults they can make better decisions	start schools, children informed adults make decisions	7	April 03, 2013, 10:38:15 AM	76m23	James Medina
10	getting a loan specific for medical bills should be easier, they should only work if its medical, not cosmetic or for buying anything else. and they should not have interest rates for the first 6 months to a year, after that a very low one so that the people can pay off their medical bills faster	loan specific medical bills easier, work medical, cosmetic buying else. interest rates 6 months year, low people pay medical bills faster	-1	April 03, 2013, 10:40:09 AM	76m23	James Medina
11	People should stop assuming all old people need help and then raising the prices for them or making it harder for them to get surgeries, the ones who really need the help or surgery should be able to get it, not have to jump thew hoops	people stop assuming people raising prices making harder surgeries, surgery it, jump thew hoops	-1	April 03, 2013, 10:42:56 AM	76m23	James Medina
12	doctors should not get big bonuses for taking insurances, like medicaid or medicare, they over do work so they can get paid from the government and then ultimately it hurts the people	doctors big bonuses taking insurances, medicaid medicare, work paid government ultimately hurts people	-1	April 03, 2013, 10:44:31 AM	76m23	James Medina
13	more money needs to be spent on preventing Cancers, Alzheimer's, and things like, in the end if we can prevent some of these damaging things it will cost less and save a lot of lives	money spent preventing cancers, alzheimer's, things like, end prevent damaging things cost save lot lives	-1	April 03, 2013, 10:46:22 AM	76m23	James Medina
14	doctors should charge the same price for a doctors visit	doctors charge price doctors visit	-1	April 03, 2013, 10:47:33 AM	76m23	James Medina
15	cosmetic surgery should cost more than an emergency surgery- the people that do cosmetic surgery do it willingly and should have the money saved up for it, but the people who get in accidents should be charged less because they did not chose to have that happen to them	cosmetic surgery cost emergency surgery- people cosmetic surgery willingly money saved it, people accidents charged chose happen	-1	April 03, 2013, 10:50:01 AM	76m23	James Medina
16	doctors should not be able to discriminate against an emergency surgery or cosmetic surgery- if the emergency one cost less they should have to treat it the same as they always did	doctors discriminate emergency surgery cosmetic surgery- emergency cost treat	15	April 03, 2013, 10:51:14 AM	76m23	James Medina
17	the doctors should get benefits if they handle emergency cases not cosmetic ones	doctors benefits handle emergency cases cosmetic	16	April 03, 2013, 10:52:03 AM	76m23	James Medina
18	pharmaceutical companies should not be able to entice a doctor into using their product by promising them things, the doctors should use the drug because it works and is safe, and has gone threw all the procedures by the FDA with blind testing and things	pharmaceutical companies entice doctor product promising things, doctors drug works safe, threw procedures fda blind testing things	-1	April 03, 2013, 10:54:15 AM	76m23	James Medina
19	insurance should not be forced on everyone if it is going to put them out of work or lessen their hours because it'll only harm them in the long run with less money and no insurance.	insurance forced put work lessen hours it'll harm long run money insurance.	-1	April 03, 2013, 11:33:11 AM	85m74	Judith Robinson
20	drug companies should not be competing with each other to sell more product, if the medicine is the same it shouldn't be marketed as different medications	drug companies competing sell product, medicine shouldn't marketed medications	-1	April 03, 2013, 11:35:09 AM	85m74	Judith Robinson
21	lifesaving surgeries and surgeries that will make someone's life more livable (not cosmetically but for health reasons) should not cost an arm and a leg.	lifesaving surgeries surgeries make someone's life livable (not cosmetically health reasons) cost arm leg.	-1	April 03, 2013, 11:37:24 AM	85m74	Judith Robinson
22	the government should spend more money on preventive medicine and education in schools so that people won't have to suffer the consequences later	government spend money preventive medicine education schools people won't suffer consequences	-1	April 03, 2013, 11:38:45 AM	85m74	Judith Robinson
23	there should be requirements that health professionals offer their services free of charge for at least one organization to help those who are too poor in our country	requirements health professionals offer services free charge organization poor country	-1	April 03, 2013, 11:40:27 AM	85m74	Judith Robinson
24	there should be regulations on the amount a doctor can charge a patient for how many tests they are given for diagnosis. and if in the end the patient did not need the test, they should not be charged for it	regulations amount doctor charge patient tests diagnosis. end patient test, charged	-1	April 03, 2013, 11:42:02 AM	85m74	Judith Robinson
25	more money should be focused on spreading information to people about how to care for their bodies and general hygiene. especially to new parents and caretakers of the elderly.	money focused spreading information people care bodies general hygiene. parents caretakers elderly.	-1	April 03, 2013, 11:43:42 AM	85m74	Judith Robinson
26	research for cures should be consolidated and not spread out over various companies, the health and lives of the people are more important than the possible monies the companies are competing for.	research cures consolidated spread companies, health lives people important monies companies competing for.	-1	April 03, 2013, 11:44:52 AM	85m74	Judith Robinson
27	yearly vaccines should be made affordable, and prices should be limited for those who have large families and small pay	yearly vaccines made affordable, prices limited large families small pay	-1	April 03, 2013, 11:45:47 AM	85m74	Judith Robinson
28	the government should make every effort to extinguish the profit drug companies and research organizations are vying for in order to stop bribes that are made to health professionals-who endorse medicine for the wrong reasons.	government make effort extinguish profit drug companies research organizations vying order stop bribes made health professionals-who endorse medicine wrong reasons.	18	April 03, 2013, 11:49:06 AM	85m74	Judith Robinson
29	emergency rooms should be treated as emergencies and doctors and nurses should be properly staffed to quickly and efficiently care for these patients instead of making them wait for hours while the staff does paperwork	emergency rooms treated emergencies doctors nurses properly staffed quickly efficiently care patients making wait hours staff paperwork	-1	April 03, 2013, 11:51:04 AM	85m74	Judith Robinson
30	the staff should get less pay instead of more pay for making patients wait. the government should make it mandatory that treatment be given even if insurance paperwork has not gone through (yet). money can be worried about later especially if its less expensive	staff pay pay making patients wait. government make mandatory treatment insurance paperwork (yet). money worried expensive	29	April 03, 2013, 11:53:43 AM	85m74	Judith Robinson
31	health staff should not be told about a patient's salary or insurance level because it may interfere with their bed side manner	health staff told patient's salary insurance level interfere bed side manner	-1	April 03, 2013, 11:55:36 AM	85m74	Judith Robinson
32	bedside manner needs to learned and made a necessary requirement for graduating med school/nursing school/or any other health school	bedside manner learned made requirement graduating med school/nursing school/or health school	31	April 03, 2013, 11:56:30 AM	85m74	Judith Robinson
33	the government needs to make health education for future doctors/nurses/and other healthcare providers less expensive, because we have shortages that make well staffed hospitals in cases or emergencies rare.	government make health education future doctors/nurses/and healthcare providers expensive, shortages make staffed hospitals cases emergencies rare.	-1	April 03, 2013, 11:59:35 AM	85m74	Judith Robinson
34	we need to be able to reach out to more people	reach people	1	April 03, 2013, 12:22:01 PM	92m54	Christina Lewis
35	more money should be focused on an equal distribution throughout health care	money focused equal distribution health care	-1	April 03, 2013, 12:26:15 PM	92m54	Christina Lewis
36	doctors should be taught to take more holistic approaches and strive to find affordable yet effective ways to help their patients.	doctors taught holistic approaches strive find affordable effective ways patients.	5	April 03, 2013, 12:29:57 PM	92m54	Christina Lewis
37	doctors should be taught to take more holistic approaches and strive to find affordable yet effective ways to help their patients.	doctors taught holistic approaches strive find affordable effective ways patients.	5	April 03, 2013, 12:40:11 PM	92m54	Christina Lewis
38	health care coverage should be reevaluated and should only cover essentials as to not cover so much and make us pay more	health care coverage reevaluated cover essentials cover make pay	-1	April 03, 2013, 12:44:22 PM	92m54	Christina Lewis
39	it's important that we educate people all over the spectrum so that they are aware and can make more beneficial choices/decisions when it concerns health care. also it would help them be able to figure out what the best plan is for them so that they won't have to over or under pay.	it's important educate people spectrum aware make beneficial choices/decisions concerns health care. figure plan won't pay.	-1	April 03, 2013, 12:48:01 PM	92m54	Christina Lewis
40	we should be able to provide thing needed in preventive care within the health care policy/insurance so that we can help prevent future high spending on health	provide thing needed preventive care health care policy/insurance prevent future high spending health	4	April 03, 2013, 12:50:37 PM	92m54	Christina Lewis
41	more/better health care preventative classes in schools and communities	more/better health care preventative classes schools communities	8	April 03, 2013, 01:23:35 PM	32m59	Charles Johnson
42	Hire more insurance employees to weed out those who take advantage of the system	hire insurance employees weed advantage system	-1	April 03, 2013, 01:24:38 PM	32m59	Charles Johnson
43	doctors should not be influenced by outside sources such as politics and industrial companies	doctors influenced sources politics industrial companies	18	April 03, 2013, 01:26:45 PM	32m59	Charles Johnson
44	"the people with the least income should have the highest ""benefit"" from government run insurance companies such as Medicaid and Medicare"	"people income highest ""benefit"" government run insurance companies medicaid medicare"	-1	April 03, 2013, 01:28:52 PM	32m59	Charles Johnson
45	government funded health care should only be given to those who want it	government funded health care	-1	April 03, 2013, 01:30:01 PM	32m59	Charles Johnson
46	more clinics should be opened throughout communities to prevent unnecessary expensive emergency room visits	clinics opened communities prevent unnecessary expensive emergency room visits	-1	April 03, 2013, 01:32:37 PM	32m59	Charles Johnson
47	there should not be a competition between healthcare facilities	competition healthcare facilities	14	April 03, 2013, 01:37:13 PM	32m59	Charles Johnson
48	health care needs to be fixed to save everyone money all around, the facilities and patients	health care fixed save money around, facilities patients	-1	April 03, 2013, 01:41:51 PM	32m59	Charles Johnson
49	everyone deserves equal treatment regardless of income or insurance benefits	deserves equal treatment income insurance benefits	30	April 03, 2013, 01:47:04 PM	32m59	Charles Johnson
50	There should be some type of healthcare for everyone.	type healthcare everyone.	-1	April 08, 2013, 02:23:03 PM	16m48	Stacy Turner
51	A general and affordable insurance plan should be made available to every citizen of the US; it might be costly, but everyone needs some sort of healthcare.	general affordable insurance plan made citizen us; costly, sort healthcare.	-1	April 08, 2013, 02:24:09 PM	16m48	Stacy Turner
52	I know that providing healthcare to everyone may seem skeptical because a lot of people would abuse the system, however the government should perform drug tests to the people who claim they need healthcare just to make sure the right amount of healthcare is being given to the appropriate people.	providing healthcare skeptical lot people abuse system, government perform drug tests people claim healthcare make amount healthcare people.	-1	April 08, 2013, 02:26:37 PM	16m48	Stacy Turner
53	everyone needs a clinic that is nearby. sometimes, people with emergencies don't have enough time to make it to the ER.	clinic nearby. sometimes, people emergencies don't time make er.	46	April 08, 2013, 02:28:30 PM	16m48	Stacy Turner
54	There would have to be a set price. Visiting the doctor because you have the flu versus because you have allergies would not be a fair price.	set price. visiting doctor flu versus allergies fair price.	14	April 08, 2013, 02:30:12 PM	16m48	Stacy Turner
55	It should be given to those who need it too, whether they ask for government assistance or not.	too, government assistance not.	45	April 08, 2013, 02:31:06 PM	16m48	Stacy Turner
56	I don't think it should depend on income.	don't depend income.	44	April 08, 2013, 02:32:11 PM	16m48	Stacy Turner
57	I agree. Health care should also be fixed to where wealthy people can also benefit.	agree. health care fixed wealthy people benefit.	48	April 08, 2013, 02:33:26 PM	16m48	Stacy Turner
58	The care and health of patients should be number one priority instead of how much money physicians and other healthcare providers will make off of them in a day.	care health patients number priority money physicians healthcare providers make day.	-1	April 08, 2013, 02:35:18 PM	16m48	Stacy Turner
59	There should be a more natural way to cure illnesses other than always using medication.	natural cure illnesses medication.	5	April 08, 2013, 02:36:21 PM	16m48	Stacy Turner
60	Very true. Not very many people are educated health-wise. Health programs and lectures should be given in the workplace to employers and employees no matter where they work. This should be a part of orientation when someone begins a new job.	true. people educated health-wise. health programs lectures workplace employers employees matter work. part orientation begins job.	7	April 08, 2013, 02:38:57 PM	16m48	Stacy Turner
61	This world revolves around money. Elderly people should be able to have easier access to healthcare. They are more prone to diseases, illnesses, and many other things.	world revolves money. elderly people easier access healthcare. prone diseases, illnesses, things.	11	April 08, 2013, 02:40:56 PM	16m48	Stacy Turner
62	Healthcare and what's behind healthcare such as financials and types of insurance should be taught in high schools throughout the US. It would be very useful and something very helpful students could utilize in their futures; they could pass on the information to others as well.	healthcare what's healthcare financials types insurance taught high schools us. helpful students utilize futures; pass information well.	-1	April 08, 2013, 02:43:02 PM	16m48	Stacy Turner
63	Cosmetic surgery should not even exist unless it is done in the circumstances of malformation of the face or any other body part, or if in a car accident, and something happened to the physical appearance of a person. In other words cosmetic surgery should only be used to return physical appearances back to normal.	cosmetic surgery exist circumstances malformation face body part, car accident, happened physical appearance person. words cosmetic surgery return physical appearances back normal.	15	April 08, 2013, 02:45:54 PM	16m48	Stacy Turner
64	That is true. Doctors should be more concerned with the health of their patients, rather than making some great money-making deal with some company.	true. doctors concerned health patients, making great money-making deal company.	18	April 08, 2013, 02:47:25 PM	16m48	Stacy Turner
65	Not only do Americans need to speak up to change the healthcare system, but healthcare providers should too.	americans speak change healthcare system, healthcare providers too.	-1	April 08, 2013, 02:48:23 PM	16m48	Stacy Turner
66	A lot of people could take advantage of this though, if they are not required to pay promptly. They could prolong and keep prolonging the time to pay for their visit and end up never paying at all. The US could lose a lot of money.	lot people advantage though, required pay promptly. prolong prolonging time pay visit end paying all. lose lot money.	30	April 08, 2013, 02:49:57 PM	16m48	Stacy Turner
67	Exactly my point! There are several people who take advantage of the healthcare system and there should be a specific career just for ruling out those who are truly in need of healthcare versus those who are just playing the system.	point! people advantage healthcare system specific career ruling healthcare versus playing system.	42	April 08, 2013, 02:52:27 PM	16m48	Stacy Turner
68	The doctor would loose to much money if they did that. Then the cost for everybody would go up.They can offer them at cheaper prices and then have easy payment plans.	doctor loose money that. cost up.they offer cheaper prices easy payment plans.	-1	April 10, 2013, 10:06:40 AM	76m23	James Medina
69	And then the regular people would be the ones that would suffer from the higher prices the doctors would have to then use.	regular people suffer higher prices doctors use.	66	April 10, 2013, 10:08:09 AM	76m23	James Medina
70	The cosmetic surgery brings in a lot of money, it should cost more and some of the benefits should go back to the people.	cosmetic surgery brings lot money, cost benefits back people.	63	April 10, 2013, 10:10:33 AM	76m23	James Medina
71	In a true emergency the staff does not wait for the paper work to process they start working on the patient right away. If you are in there on the weekend with a cold having to wait is not a big deal. The reason you are waiting is because they have other people in there with guns shot wounds, heart attack, or car accident. The life threatening emergencies ALWAYS come first	true emergency staff wait paper work process start working patient away. weekend cold wait big deal. reason waiting people guns shot wounds, heart attack, car accident. life threatening emergencies	30	April 10, 2013, 10:15:22 AM	76m23	James Medina
72	Just because its holistic doesn't mean its less expensive	holistic doesn't expensive	37	April 10, 2013, 10:17:45 AM	76m23	James Medina
73	"They already have the highest ""benefit"" from the government that's why it cost us so much. I'm paying for mine and their healthcare needs. The government should find a way to lower the cost of healthcare while still managing to keep the care the same. That way I'm not paying for the person to lazy to get a job and pay for their own healthcare"	"highest ""benefit"" government that's cost much. i'm paying mine healthcare needs. government find lower cost healthcare managing care same. i'm paying person lazy job pay healthcare"	44	April 10, 2013, 10:20:26 AM	76m23	James Medina
74	Amen!!!	amen!!!	45	April 10, 2013, 10:21:24 AM	76m23	James Medina
75	The people on drugs are not going to be the only problem with that, the women with 50 kids can find away to cheat the system. The problem is the people who really need the help don't get it, and the people who don't really need the help find all the loop holes and exploit the system	people drugs problem that, women 50 kids find cheat system. problem people don't it, people don't find loop holes exploit system	52	April 10, 2013, 10:24:28 AM	76m23	James Medina
76	Just because the elderly are at a higher chance of not making it through surgeries or treatments or having a long life to look ahead to, does not mean that hospitals should pass over them to give organs or treatments to those who are more likely to live longer	elderly higher chance making surgeries treatments long life ahead to, hospitals pass give organs treatments live longer	61	April 10, 2013, 11:15:35 AM	85m74	Judith Robinson
77	But a variation of this would help to keep doctors from asking for multiple tests that they know have nothing to do with the patients' illnesses	variation doctors multiple tests patients' illnesses	68	April 10, 2013, 11:22:19 AM	85m74	Judith Robinson
78	Yes. The government has seriously overpriced everything in the healthcare field and now trying to make it less expensive will always cost the US money. this is not to say that the patient will never have to pay and can keep prolonging it, but that it shouldn't be an issue at that moment.	yes. government overpriced healthcare field make expensive cost money. patient pay prolonging it, shouldn't issue moment.	66	April 10, 2013, 11:24:19 AM	85m74	Judith Robinson
79	new technologies should not be a privilege that needs to be earned by each hospital, hospice, clinic. they should be made more readily available for patients' sakes.	technologies privilege earned hospital, hospice, clinic. made readily patients' sakes.	-1	April 10, 2013, 11:27:50 AM	85m74	Judith Robinson
80	when dealing with people with mental health issues, healthcare staff needs to have more than a basic understanding for the patient and their own safety. the staff need to trained to remain professional and treat them as any other person and not try to cast them off as crazy	dealing people mental health issues, healthcare staff basic understanding patient safety. staff trained remain professional treat person cast crazy	-1	April 10, 2013, 11:31:02 AM	85m74	Judith Robinson
81	that doesnt mean they also dont need health care.	health care.	-1	April 10, 2013, 11:33:22 AM	85m74	Judith Robinson
82	this is to ensure that one does not have to pay too much for healthcare. only if it's needed.	ensure pay healthcare. it's needed.	45	April 10, 2013, 12:01:43 PM	92m54	Christina Lewis
83	steps need to be taken to validate the needs of the patients versus the wants as to prevent losing product and money on someone who wants it as opposed to someone who needs it.	steps validate patients versus prevent losing product money opposed it.	52	April 10, 2013, 12:03:57 PM	92m54	Christina Lewis
84	everyone needs to have a vocal opinion over their position with healthcare and how they see it.	vocal opinion position healthcare it.	65	April 10, 2013, 12:05:12 PM	92m54	Christina Lewis
85	agreed, if there is no health benefit to cosmetic surgery, then it should not be an option.	agreed, health benefit cosmetic surgery, option.	63	April 10, 2013, 12:06:39 PM	92m54	Christina Lewis
86	healthcare professionals need to be thoroughly trained in order to be able to do their job in the best way possible. therefore, standards of hiring and education need to be higher in order to ensure only the best are on the job.	healthcare professionals trained order job possible. therefore, standards hiring education higher order ensure job.	80	April 10, 2013, 12:13:41 PM	92m54	Christina Lewis
87	we need to educate people about ways they can take care of themselves naturally to help avoid the need for many pharmaceuticals.	educate people ways care naturally avoid pharmaceuticals.	-1	April 10, 2013, 12:16:07 PM	92m54	Christina Lewis
88	competition should be squashed to a minimum and we need to really research and figure out the true and best benefits of different medications.	competition squashed minimum research figure true benefits medications.	20	April 10, 2013, 12:18:41 PM	92m54	Christina Lewis
89	availability of such clinics should be encouraged.	availability clinics encouraged.	46	April 10, 2013, 12:19:57 PM	92m54	Christina Lewis
90	I agree, This would also save money all around.	agree, save money around.	59	April 10, 2013, 01:11:41 PM	32m59	Charles Johnson
91	I agree there are too many people who abuse the system and make it worse for people who really need the benefits.	agree people abuse system make worse people benefits.	-1	April 10, 2013, 01:13:10 PM	32m59	Charles Johnson
92	I think that if the US created a program or government system like Canada (everyone having healthcare, but also having to pay higher taxes), it would solve most of the problems in health care today. It would eliminate outside insurance but offer everyone healthcare at the same time, provoking equality in the healthcare system.	created program government system canada (everyone healthcare, pay higher taxes), solve problems health care today. eliminate insurance offer healthcare time, provoking equality healthcare system.	-1	April 10, 2013, 01:16:16 PM	32m59	Charles Johnson
93	I think that if someone wants to get cosmetic surgery they should be able to, but at their own expense.	cosmetic surgery to, expense.	85	April 10, 2013, 01:17:45 PM	32m59	Charles Johnson
