Line_Number,Dominant_Topic_Number,Sentences,Keywords_In_Dominant_Topic
1624,1,Fighting a chicken,"would, sport, could, water, also, require, able, opponent, winner, certain"
1625,2,twerking and throwing a ball,"team, ball, player, game, get, point, hit, member, goal, throw"
1626,4,"ball, racket, uniform, numbers, heros, ichiro, japanese, baseball, rules, lines, defense, offense, people, pointer, team, small, large, snow, winter, summer, soccer, inside, outside, stamina, run, walk, stay, big, muscle, bnasket ball, NBA, girl, boy, place, in the water, ground, mountain, on the air, underground, internet, win, lose, trophies, strong, skills, innate, asian, ping pong, fight, kanhoo, basket ball, KU, people, history, book, rule book, players, managers, coach, refree, ocean, marine, fun, simple rules, everybody participates, kids, old, young, boy, girls, not hard physically, slow, fast, friends, not dangerous, safe, organize, developed strategies, focus, unity, paper, write, college , high school, professional, immature, road, running, whirl chair, sleeping, awake, conscious, unconscious, behavior, broad views, good, bad, competitive, not competitive, team sports, balls, goals, physical, fatigue, practice, low hardle, olympic, scores, keep, not keeping,","target, even, participant, hole, difficult, maze, item, difficulty, wear, one"
1627,2,_ a team sport is better than individuals sport as there will be more fun and team members can enjoy more as in the group.,"team, ball, player, game, get, point, hit, member, goal, throw"
1628,4,Internalize some physical activities in E-sports just like Wii games.,"target, even, participant, hole, difficult, maze, item, difficulty, wear, one"
1629,0,"Look for donation to fund the new sport. We can go to houses in the nearby area, knock the door, explain the new sport for them, and ask for donation to fund the sport.","person, must, time, win, first, go, flag, balloon, end, give"
1630,0,create as many tournaments as we can to bring the new sports to the community.,"person, must, time, win, first, go, flag, balloon, end, give"
1631,3,"This would be fun to do with music setting the tone, the way performers in touristy cities do it.  They play music and paint 'random' strokes, and it comes together at the end to make a beautiful piece of art.  Paint would be one of the best mediums to work with.  It's bold and exciting.","make, different, not, would, race, way, obstacle, people, also, good"
1632,3,"This sounds hilarious.  I imagine a lot of the dreams could be quite difficult and/or dangerous to bring to life.  Also, an EEG may be necessary? How would the dreams be screened vs. the contestant/player making up a random dream they would like to see come true?","make, different, not, would, race, way, obstacle, people, also, good"
1633,2,"This game should be played with at least 2 players on each team.  Otherwise, the balls will be lost quickly and the players will tire, since the ball cannot hit the floor.  It sounds fast-paced which would be enjoyable for audiences.","team, ball, player, game, get, point, hit, member, goal, throw"
1634,3,"The details sound good.  The game seems well thought out.  This game requires precision.  If it sounds too much like bowling, it could be done using tall, wooden blocks or another heavy material, which would be difficult to knock down.  Maybe teams could complete 5-10 rounds each to arrive at final score.  It seems like a pretty fast-paced game.","make, different, not, would, race, way, obstacle, people, also, good"
1635,2,"This sounds like racquetball, but there are fewer rules (at this stage).  However, teammates can work together to keep the game going, but this would help the other player, which seems like it defeats the purpose.  This could take strategy, so the game is prolonged and more thought out.  Maybe the player could score more points if they win at a point when more time has elapsed, so it is in their interest to keep the game going for a bit.  They are still aiming to get the other player to not be able to hit the ball.  With more rules, this game could work and be fun.","team, ball, player, game, get, point, hit, member, goal, throw"
1636,4,"This sounds like a reality show.  It would be interesting to televise, though it may be near impossible to make the dreams come true, if they include dangerous scenarios, celebrities, etc.","target, even, participant, hole, difficult, maze, item, difficulty, wear, one"
1637,2,Prank wars. Each player will have to come up with pranks and whoever gets the best reaction from their prank wins,"team, ball, player, game, get, point, hit, member, goal, throw"
1638,2,You can also have a distraction period every fifteen minutes where there are balls all over the court and the players have to pass them,"team, ball, player, game, get, point, hit, member, goal, throw"
1639,1,There could be an egg you are fighting for or an object that both want,"would, sport, could, water, also, require, able, opponent, winner, certain"
1640,2,combining the egg&spoon game with soccer,"team, ball, player, game, get, point, hit, member, goal, throw"
1641,1,In a pond to see which one has the most amounts of jumps,"would, sport, could, water, also, require, able, opponent, winner, certain"
1642,4,You can only use spray paint and you are assigned a wall of an old building to help you get inspiration,"target, even, participant, hole, difficult, maze, item, difficulty, wear, one"
1643,3,Without natural sources to see which player can have the best curls,"make, different, not, would, race, way, obstacle, people, also, good"
1644,1,each block level contains at least 2 people,"would, sport, could, water, also, require, able, opponent, winner, certain"
1645,1,a chicken's fighting contest. Bring up your chicken and let them fight with each other. Whose chicken win is the winner.,"would, sport, could, water, also, require, able, opponent, winner, certain"
1646,2,hold a set of dishes on both hands while trying to balance a ball on head,"team, ball, player, game, get, point, hit, member, goal, throw"
1647,0,"blowing bubbles contest, given the same time, who blow the biggest bubble is the winner","person, must, time, win, first, go, flag, balloon, end, give"
1648,2,"rock tossing without removing your feet on the ground. the further you can toss, the more points you get","team, ball, player, game, get, point, hit, member, goal, throw"
1649,0,"breaking bubbles contest. given the same amount of bubbles and time, with your bare hands, who break the most bubbles is the winner","person, must, time, win, first, go, flag, balloon, end, give"
1650,2,running to a point while carrying your spouse or boy/girl friend,"team, ball, player, game, get, point, hit, member, goal, throw"
1651,2,"dancing with 1 leg continuously, the longer the dance the winner","team, ball, player, game, get, point, hit, member, goal, throw"
1652,2,under water ring toss,"team, ball, player, game, get, point, hit, member, goal, throw"
1653,1,it would be an aerobic exercise as well as concentration and ability to be able to hit the target,"would, sport, could, water, also, require, able, opponent, winner, certain"
1654,1,"Running while hitting targets with a bow and arrow, quick precision and athleticism and it would be like how people used to hunt their food except now it's a sport and it's not as serious, but definitely would test people's concentration and coordination.","would, sport, could, water, also, require, able, opponent, winner, certain"
1655,1,"an addition to something like ski ball except it wouldn't be in an arcade, it would be high up (set up like a basketball net) but you'd have to through it up at and angel and hit certain spots of it. (it wouldn't be that physical though)","would, sport, could, water, also, require, able, opponent, winner, certain"
1656,1,the targets are able to move in the more upper level sports but for the minor league the sports would stay still. and it would have to be in like a wood like area.,"would, sport, could, water, also, require, able, opponent, winner, certain"
1657,4,"this is probably kind of dangerous, but it would be like a branch of horse races, but instead of horses there could be more non domesticated animals and like wild animals...maybe a hyena (I'm not sure actually they may be too wild), okay so like these have to be people who are trained professionals on how to train wild animals. they are able to be around tigers or jaguars with no problem, so instead of horse races it would be like jaguar races. BUT THESE PEOPLE HAVE TO BE TRAINED FOR YEARS and train their animals for years and preferably have them grow up together so that way the animal is emotionally attached to its owner and won't have the urge to eat them. So they would start on a track, but instead of one of those rough tracks like the horses, this track would be made out of hardened mud for the comfort of the paws of the jaguars. If they aren't able to run on tracks (if it's impossible to train a jaguar to do that), maybe have the jaguars run to a certain target and have like a tracker on them while the rider is riding them. There could be five different bases with five racers and they all start in the middle and it will test the trainers as well as the jaguars. OR IT COULD BE JUST ONE BASE AND WHOEVER COULD FIND IT FIRST but that kind of sounds ridiculous. I don't know...","target, even, participant, hole, difficult, maze, item, difficulty, wear, one"
1658,3,"7 against 7 on a field with a rectangular boundary. At each end are three targets. One team is protecting one set of targets, and the other team the other set of targets. The targets are 3 big rings at the top of a pole, all different heights, two small in diameter, and one larger in diameter. The small rings are below the large ring. The largest ring is the highest, but farther from the middle ring than the middle ring is from the lowest ring. The small rings earn you 3 points while the large rings earn you 4 points. Scoring in the middle ring also gets you an extra try to score.","make, different, not, would, race, way, obstacle, people, also, good"
1659,2,"The field is 60 yards in length and 30 yards in width. The field is divided into six 10-yard sections, with a clear midfield line, and clear lines for the 10-yard sections at each end designating end zones. Each team will be defending the 30 yards in front of their set of goals.","team, ball, player, game, get, point, hit, member, goal, throw"
1660,2,The goal of the game is to throw a ball through the goals rings. Only three teammates can be on the opposing team's side at once.,"team, ball, player, game, get, point, hit, member, goal, throw"
1661,1,"a skydiving sport, where you do skilled flips etc in the air before you open your parachute","would, sport, could, water, also, require, able, opponent, winner, certain"
1662,0,"a sport using tumbling to get through a maze or obstacle course, whoever makes it through the quickest wins","person, must, time, win, first, go, flag, balloon, end, give"
1663,3,"the maze would have things you can jump over, climb on ect, a parcore feel","make, different, not, would, race, way, obstacle, people, also, good"
1664,1,"one big arena, similar to a football or basketball arena with 4 or 5 competitors at once.","would, sport, could, water, also, require, able, opponent, winner, certain"
1665,1,"the arena would be divided into 4 or 5 lanes, each lane is exactly the same obstacle course","would, sport, could, water, also, require, able, opponent, winner, certain"
1666,0,"the competitors could be judged by a panel of judges who give ratings based on creativity, ability, and speed","person, must, time, win, first, go, flag, balloon, end, give"
1667,3,the walls between the obstacle courses could be tall enough so that they could not see each other so they have no idea what place they are in until they are finished,"make, different, not, would, race, way, obstacle, people, also, good"
1668,2,I like sports that can showcase a persons athletic ability and thought process. Maybe something along the lines of a tag team obstacle course that involves a certain number of tasks to be performed by each teammate. Each obstacle showing an individual strength:,"team, ball, player, game, get, point, hit, member, goal, throw"
1669,2,1:Flexibility,"team, ball, player, game, get, point, hit, member, goal, throw"
1670,2,2:Strength,"team, ball, player, game, get, point, hit, member, goal, throw"
1671,2,3:Speed,"team, ball, player, game, get, point, hit, member, goal, throw"
1672,2,4:Agility,"team, ball, player, game, get, point, hit, member, goal, throw"
1673,1,5:problem solving,"would, sport, could, water, also, require, able, opponent, winner, certain"
1674,2,"Each team being timed, the team that performs the total of the the 5 tasks with the shortest amount of time wins.","team, ball, player, game, get, point, hit, member, goal, throw"
1675,1,"it would be cool to have like a flat surface or a big enough plane to jump out of so the gymnasts can run and tumble before they actually jump out. They could each have a set of positions that they have to fulfill and in a adequate form and of course there would be a camera videoing them and having it recorded. There could even be commentators for this sport, that would be cool.","would, sport, could, water, also, require, able, opponent, winner, certain"
1676,3,"they would be timed a set amount for this competition so they have to perform all the obstacles at the same time which would make it a little more challenging. it wouldn't be a race, it would be like ""you need to have good form and in order to do these moves professionally, here is the set time you will need to do these combinations in"" and it could be like, for example, 30 seconds, the performance could not go over or below set time.","make, different, not, would, race, way, obstacle, people, also, good"
1677,2,"A jump rope game where you are jumping and each 15 seconds, they get faster and faster. It could be a machine controlling the speed so that way it would have a better accurate mph the jump rope is actually going. Whichever competitor can go the longest wins","team, ball, player, game, get, point, hit, member, goal, throw"
1678,2,there could,"team, ball, player, game, get, point, hit, member, goal, throw"
1679,2,"not sure what the team members on the defense side are doing but it would be interesting to see them try to block their ""base"" which would make it more difficult for the other team to try to make the ball go through the goal rings.","team, ball, player, game, get, point, hit, member, goal, throw"
1680,3,"The object of the game is to race to the end of a 50 yd field, jump on and over not fully hardened mud mounds, swim across a river, race across a line of rope and each time you fall you have to start over again, and last jump over 15 big hurdles and you would be scored based on your performance.","make, different, not, would, race, way, obstacle, people, also, good"
1681,0,"Something similar to NASCAR, (THIS WOULD BE IN A HUGE STUDIO PLACE) but instead of just racing on the track, you would go through different kinds of detours that would have ""mother nature setbacks"" you would have to go through like harsh rain, avoiding a human made tornado that can flip your car over if you're not able to avoid it, trees falling in front of your car and you have to find ways to go around it, a river comes across you and you need to find the best way to get to the other side and you can't leave your car. You can get out of your car but you have to finish the race with the car. This would last about an hour and 30 mins.","person, must, time, win, first, go, flag, balloon, end, give"
1682,1,"There can only be a certain amount of defenders in each 10-yard section. Only three defenders in each section at most, so if there are already 3 defenders in one section, another defender is not allowed to be in that section. For the offense, there can only be 2 offensive players at most while in the defense's sections.","would, sport, could, water, also, require, able, opponent, winner, certain"
1683,2,"Of course there will be refs to call fouls and such. If the offense fouls, they have to move back a section. If they move back into their own half of the field, the ball is turned over. If the defense fouls in the section before their goals, the offense gets one free point.","team, ball, player, game, get, point, hit, member, goal, throw"
1684,1,"Maybe there should be an object that the teammates are required to pass onto each other, whether its a baton or a something. ORRR something that the team member has to find/acquire in their section of the obstacle course.","would, sport, could, water, also, require, able, opponent, winner, certain"
1685,1,"Almost like a ""ninja warrior"" setup without the embarrassing wipeout though.","would, sport, could, water, also, require, able, opponent, winner, certain"
1686,2,"After the free point, they start back at the middle and the ball is turned over.","team, ball, player, game, get, point, hit, member, goal, throw"
1687,2,The extra try to score will only be one point and will start in the second section away from the goal.,"team, ball, player, game, get, point, hit, member, goal, throw"
1688,2,"The players are all wearing belts with flags, which defenders will pull off to stop the ball. If an offense player's flag is pulled off, the offense will line back up at the middle line. They can only start at the middle line 4 times (like football--4 downs).","team, ball, player, game, get, point, hit, member, goal, throw"
1689,2,So the game would go like so:,"team, ball, player, game, get, point, hit, member, goal, throw"
1690,2,The team decides by a coin flip who gets the ball and starts as the offense (we'll call this team A; defense will be team B).,"team, ball, player, game, get, point, hit, member, goal, throw"
1691,2,"Team A will start at the middle line with one team member holding the ball. The two other A team-er's will be lined up at the middle line facing the first section being defended by team B. The A teamer with the ball can either run the ball (remember: only 2 A teamers allowed in the opposer's section) or pass the ball. (Similar to football). The A team-ers will be running around, routes or however, to become open for a pass. The B teamers will be covering the section (with 3 defenders at the max). So a defense set-up for the B team could be two B teamers covering the a teamers and one covering the A teamer with the ball.  OR another setup would be just two defenders in the first section.","team, ball, player, game, get, point, hit, member, goal, throw"
1692,2,So the clock starts and the A team makes an attempt to advance into the next section. They can advance no more than two 10-yard sections when starting at the middle line. The A teamers will then have to maneuver around to advance to the farthest section to score,"team, ball, player, game, get, point, hit, member, goal, throw"
1693,2,i like the idea of the obstacle course being a tag team effort. each person can showcase their own strength.,"team, ball, player, game, get, point, hit, member, goal, throw"
1694,2,each person not able to start until their team member completes the obstacle before theirs.,"team, ball, player, game, get, point, hit, member, goal, throw"
1695,3,it would be cool if the people participating weren't able to see/know how well the other teams are doing.,"make, different, not, would, race, way, obstacle, people, also, good"
1696,1,"we could have different sections like: the bow and arrow idea, a free for all type gymnast area where the person goes in and has to do their best tricks, a running section maybe with weights tied to them, or something of that nature to make it more challenging, a puzzle section maybe also.","would, sport, could, water, also, require, able, opponent, winner, certain"
1697,2,"Each section of the obstacle course could be judged and scored separately, and the combination of the scores would result in the lowest overall score being the winner.","team, ball, player, game, get, point, hit, member, goal, throw"
1698,3,"you could also make it more challenging, set the arrows on fire. Use different weather conditions to make it difficult.","make, different, not, would, race, way, obstacle, people, also, good"
1699,3,"they could be standing on very tall thin poles that have deep water if they were to fall, so they are having to balance themselves to stay on the pole, as well as focus on hitting the target.","make, different, not, would, race, way, obstacle, people, also, good"
1700,3,or maybe jumping from pole to pole while shooting arrows,"make, different, not, would, race, way, obstacle, people, also, good"
1701,2,they could be timed. they have to make it from one point of the field to the other in a certain time and get a certain amount of arrows to shoot.,"team, ball, player, game, get, point, hit, member, goal, throw"
1702,2,and also to demonstrate precision there could be loops that they can aim to go through for added points,"team, ball, player, game, get, point, hit, member, goal, throw"
1703,1,"adding to the  wooded area idea: as they run trough the woods there would be certain targets that pop out of nowhere with different heights, distances, and size","would, sport, could, water, also, require, able, opponent, winner, certain"
1704,0,If one of the 5 obstacles are not completed in a certain time then they will have to start from the beginning.,"person, must, time, win, first, go, flag, balloon, end, give"
1705,2,the different obstacles could get harder and harder as it gets close to the end,"team, ball, player, game, get, point, hit, member, goal, throw"
1706,2,"My sport is called kick-the-can, but, instead of a can, it's a soccer ball. 2 teams of 5 members will go to an area where there are lots of places to hide at. Think of hide and go seek, but there's a little more to it. The teams will flip a coin to see who's ""it"" or not. Whichever team is it, has to pick one member of their team to be the seeker. Once the seeker of the it team is chosen and both teams are ready to play, the ball will be kicked by the hiding team from its designated spot, leaving the seeker to go chase it down, and bring it back to the designated spot. While the seeker is chasing after the ball, the hiding team goes and hides (think of it as hiding while the guy counting has his head turned) the seeker then goes and looks for the hiders. If a hider is spotted, the seeker yells out the name, and location of where he saw the hider. After that's been said, both the seeker and hider run to the ball. The seeker's objective is to touch the ball. If the seeker touches the ball, the hider is out. The hider's objective is to kick the ball back out of the designated area to restart play. This goes on until everyone is caught, or the ball has been kicked 5 times.","team, ball, player, game, get, point, hit, member, goal, throw"
1707,2,"In this sport their will be three rings on each end of a large grass field. The outer rings will be worth 10 points, while the middle ring will be worth 15. Although the middle ring will be smaller and lower to the ground than the outer rings. Each team will have 7 players on the field at a given time. The ball will be 1 pound and can be kicked or thrown. Their are no penalties for movement. A player may tackle or disrupt another player only if he/she has the ball in their possession. substitutions may be made at any time but a player must leave the field before a player may enter the field of play. Upon a goal being scored the ball is taken back to the middle and a faceoff will ensue. If a ball goes outside of the field of play then it switches possession to the opposing team. A game will be played to 100 points. A goal scored in the middle ring is worth 25 while a goal scored in the outer rings is worth 10 points.","team, ball, player, game, get, point, hit, member, goal, throw"
1708,0,This sport will be played underwater using diving equipment. An object will be placed in a specified location and a team of 4 divers must search for the object. The first team to find the object wins. Players are not allowed to tamper with another divers equipment as this could endanger the life of a person. Each team member will be given a clue and a flashlight to aid them in their search for the object. A coach will receive various clues throughout the contest which he can relay to his divers. The divers will be tracked throughout the contest and their locations will be displayed back to their coaches. A game will continue as long as it takes to find the object. If a diver's air runs out or needs to replace any equipment he may come back up to the surface and change tanks but it penalized for 15 minutes.,"person, must, time, win, first, go, flag, balloon, end, give"
1709,2,"This sport will be played on an ice surface. Their will be an elevated net separating the teams. The teams will consist of 3 people and they will throw a ball back and forth over the net. The objective is to throw the ball over the net and for it to hit the ground. The opposing team must do what ever it takes to catch the ball and keep it from landing on the ice. A team may pass the ball 3 times to one another before throwing it over the net, however they do not have to pass it 3 times. A team may consist of 7 players plus a coach and a break will ensue after a team has scored 10 point. After A team has scored 15 points they have won the game. To win a match a team must win 2 out of 3 games. With the third game, if necessary, going to 21 points. Once the ball is caught you are permitted from moving from where you are and must either pass it or throw the ball over the net.","team, ball, player, game, get, point, hit, member, goal, throw"
1710,2,"Live Foosball; rules: seven people to a team, three in front and three in back with a goalie. only person to move front and back is the goalie. the other six players can only move side to side at the command of the player front and middle. the score to win a game is 5 points. a match is three games. to win a match, a team must win 2 out of 3 games.","team, ball, player, game, get, point, hit, member, goal, throw"
1711,2,game is played with two soccer balls instead of one,"team, ball, player, game, get, point, hit, member, goal, throw"
1712,2,"Jumping Jack Racing; rules: 2 or 3 teams in a relay race of jumping jacks and ""suicides"". each participant is to run suicides, from start to 4 points, and once he/she reaches the last point, they are to do jumping jacks sideways all the way back to their team. the next person takes their turn. whichever team finishes first wins.","team, ball, player, game, get, point, hit, member, goal, throw"
1713,4,Reverse racing; rules: there are three participants driving a caddy going backwards the entire time.  each participant is in their own maze. whoever reaches the end of their maze first wins.,"target, even, participant, hole, difficult, maze, item, difficulty, wear, one"
1714,2,"Dodgeball Basketball; rules: there are 5 people to a team like that of basketball and the rules are the same regarding dribbling, traveling, fouling, points, time etc., the only difference is that whoever has the dodgeball in possession has to hit an opposing player before shooting the ball. If no one is hit before the shot, the points go to the opposing team. at the end of the game, the team with the most points wins.","team, ball, player, game, get, point, hit, member, goal, throw"
1715,0,Horseback Frisbee: horseback riding while catching frisbees. two opposing players with one person tossing a frisbee and both people riding horses through obstacles. whoever catches the most frisbees within 30 minutes wins.,"person, must, time, win, first, go, flag, balloon, end, give"
1716,2,"This sport will be played on a outside field, there can be as many people as you'd like on a team. There will be a volleyball, soccer ball, and basketball. The point of the game is to get in a circle and not everyone will have a ball but their is one of each and basically you pass the ball along but depending on the ball is how you can pass the ball. So if it's a soccer ball you can kick it, pass it with a kick. If it's volleyball you can set it, or bump it...etc. And each ball you pass along depending on the kind of ball that it is. And if someone drops it, or doesn't use the correct passing of the ball they are out.","team, ball, player, game, get, point, hit, member, goal, throw"
1717,2,"Everyone knows the game, ""freeze tag.""","team, ball, player, game, get, point, hit, member, goal, throw"
1718,2,"Basically you have a lot of people running from ONE particular person and the objective of the game is not to be tagged. But instead of actually just 'freezing' in place where you just sit there after you were running away, maybe turn on a song and start dancing instead of just being there in one area. So the objective of the game is too keep in motion, if you have been tagged, don't sit on the floor, yet dance until someone has came and un-frozen you.","team, ball, player, game, get, point, hit, member, goal, throw"
1719,4,"The participants would all race in the same maze to ensure no one driver is given an advantage via they maze they are selected. Also the drivers will start at the same time to encourage a more competitive spirit, as opposed to simply racing the clock.","target, even, participant, hole, difficult, maze, item, difficulty, wear, one"
1720,2,In dodgeball basketball their will be a sixth player who is allowed one throw a quarter from the sideline. If a player is hit by the dodgeball they are sent to a temporary penalty box for 2 minutes of game time and 4v5 will occur. If a player hits his own player then he penalizes his own teammate and they are sent to the penalty box.,"team, ball, player, game, get, point, hit, member, goal, throw"
1721,2,In this sport their should be 12 members on a team. You may only pass 2 balls to a person at any given time. Also their should be a net separating the two teams and a volleyball has to go over the net while the soccer ball must stay under it. Their will also be a basketball hoop and a soccer goal on both sides of the court for players to defend. When a basketball is shot it may not hit the ground. If the basketball hits the ground 2 points will be rewarded to the opposing team. 2 points will be awarded on any made basket as well. Traditional volleyball rules apply to the volleyball and when point is rewarded for the volleyball reaching the ground. A soccer goal is worth 10 points. First team to 100 wins,"team, ball, player, game, get, point, hit, member, goal, throw"
1722,2,"Maybe the hider should have a goal and the seeker should act as a goalie. (The goal could be another hiding player) If the seeker touches or catches the ball, the hider is out and becomes the seeker. If the seeker doesn't touch or catch the ball, the seeker can either choose to be the seeker for another round or for another team player to be the seeker.","team, ball, player, game, get, point, hit, member, goal, throw"
1723,2,Making the game played to 150 or 200 points could make the game more interesting and not seem so fast for players with expertise. Another suggestion would be to have more than one game in a match.,"team, ball, player, game, get, point, hit, member, goal, throw"
1724,0,"Giving each diver a set time as to how long they can be underwater in between breaks would help with being penalized. For instance, a diver could be underwater for as long as 2 minutes but if he/she has to come up anytime before then, then they will be given a rest. This would insure that the diver is safe and breathing well enough before going back underwater.","person, must, time, win, first, go, flag, balloon, end, give"
1725,2,Each player may have equipment to better handle the ice surface and keep from slipping easily.,"team, ball, player, game, get, point, hit, member, goal, throw"
1726,2,"If the opposing player catches the ball when thrown at him or her, they may proceed in moving the game towards their basket.","team, ball, player, game, get, point, hit, member, goal, throw"
1727,2,The opposing players ride the horses through the obstacles before the frisbees are thrown and the frisbees have to be placed in the player's basket one by one.,"team, ball, player, game, get, point, hit, member, goal, throw"
1728,2,The teams aren't too different in size and a certain player will to start the game.,"team, ball, player, game, get, point, hit, member, goal, throw"
1729,2,The mazes aren't very long and each player is given 2 practice rounds.,"team, ball, player, game, get, point, hit, member, goal, throw"
1730,0,Each team is timed. The team is not finished until the first person to do the race is first in line again and the last person to finish is at the back of the line. The last person has to give the first person a high-five on the way back.,"person, must, time, win, first, go, flag, balloon, end, give"
1731,2,"The name of my sport is called quick-ball. Its a 40 minute game, with a half time after 20 minutes.","team, ball, player, game, get, point, hit, member, goal, throw"
1732,2,A team will consist of 5 members and 4 substitutes.,"team, ball, player, game, get, point, hit, member, goal, throw"
1733,2,"The objective of the game is to get the ball to bounce more than once on your opponents side of the court. The court would be divided into 2 with a net in the middle. On each side of the court, the court will be sub-divided into 5 section: 2 in front, the whole middle and 2 at the back","team, ball, player, game, get, point, hit, member, goal, throw"
1734,2,"There will be 2 team mate in front section : one on the right, the other on the left, another team mate in the middle section and the other 2 at the back section, directly behind those in front.","team, ball, player, game, get, point, hit, member, goal, throw"
1735,2,"Each section(front, middle and back) on a team is only allowed to be in possession of the ball once before its hit over to the opposing side, except the middle player who is allowed 2 possessions. So in total, each team is only allowed to be in possession 4 times before they attempt to score a point against the other team. Each score is worth 2 points, if the ball bounces more than twice on the opposing team, its an extra one point.","team, ball, player, game, get, point, hit, member, goal, throw"
1736,2,"A sport very similar to volleyball; however, instead of using hands, you can only use your feet/legs to get the ball over the net.","team, ball, player, game, get, point, hit, member, goal, throw"
1737,2,"A sport similar to football, but instead of making touchdowns at the ends of the field there will be small nets in which one will have to throw the ball and make it into the net in order to score. The ball can be thrown from anywhere in the field. One team will start on the opposite side of their net, while the other will start at the side of their opponent's net. The nets will be in motion throughout the whole game, making it harder for one to score.","team, ball, player, game, get, point, hit, member, goal, throw"
1738,1,"It would be interesting to have a sport that involves animals as well as humans, such as dogs.","would, sport, could, water, also, require, able, opponent, winner, certain"
1739,1,Jit JIt Su in the water,"would, sport, could, water, also, require, able, opponent, winner, certain"
1740,4,Jit Jit Su in the water with strength training,"target, even, participant, hole, difficult, maze, item, difficulty, wear, one"
1741,1,In door water cycling,"would, sport, could, water, also, require, able, opponent, winner, certain"
1742,1,Cross training in the water,"would, sport, could, water, also, require, able, opponent, winner, certain"
1743,1,Cross training in an indoor pool with a leveled depth,"would, sport, could, water, also, require, able, opponent, winner, certain"
1744,1,Swimming short laps,"would, sport, could, water, also, require, able, opponent, winner, certain"
1745,2,High intensity swimming with a set stroke,"team, ball, player, game, get, point, hit, member, goal, throw"
1746,2,KIck boxing in a pool outside or inside,"team, ball, player, game, get, point, hit, member, goal, throw"
1747,1,at a leveled water level,"would, sport, could, water, also, require, able, opponent, winner, certain"
1748,3,yoga in an indoor pool,"make, different, not, would, race, way, obstacle, people, also, good"
1749,3,Yoga in an indoor pool at a hot water level for high stress reliever,"make, different, not, would, race, way, obstacle, people, also, good"
1750,1,Yoga in an indoor pool at a cold water level for a relaxing state of mind,"would, sport, could, water, also, require, able, opponent, winner, certain"
1751,2,Cycling in the water,"team, ball, player, game, get, point, hit, member, goal, throw"
1752,2,Boxing in the water,"team, ball, player, game, get, point, hit, member, goal, throw"
1753,2,boxing at high intensity for a high loss of calories,"team, ball, player, game, get, point, hit, member, goal, throw"
1754,2,boxing for a tone/fit physique,"team, ball, player, game, get, point, hit, member, goal, throw"
1755,2,Underwater soccer,"team, ball, player, game, get, point, hit, member, goal, throw"
1756,2,playing soccer under water with a water ball,"team, ball, player, game, get, point, hit, member, goal, throw"
1757,1,Bike riding in mud so it can have a stronger resistance on the biker itself,"would, sport, could, water, also, require, able, opponent, winner, certain"
1758,1,helps biker built a stronger stamina,"would, sport, could, water, also, require, able, opponent, winner, certain"
1759,3,While cross training using different techniques so it wont hurt the participant while being in the water,"make, different, not, would, race, way, obstacle, people, also, good"
1760,3,Pole dancing for a better physique for women that do not have time to go to the gym.,"make, different, not, would, race, way, obstacle, people, also, good"
1761,3,"Pole dancing can relieve stress and have a happy marriage, sometimes","make, different, not, would, race, way, obstacle, people, also, good"
1762,3,It can also help in the abdominal area to tone and strengthen the arms and legs,"make, different, not, would, race, way, obstacle, people, also, good"
1763,2,"A sport similar to basketball, but the court floor will have boxes of two different colors and the team mates can go in any of the boxes but can only catch the ball if they are in the box that is assigned to their team","team, ball, player, game, get, point, hit, member, goal, throw"
1764,2,"A sport like rope climbing, but using poles instead","team, ball, player, game, get, point, hit, member, goal, throw"
1765,3,"Including a large variety/quantity of different kinds of weights for each exercise. Strap-on weights on the arms and/or legs, making it even more difficult to move the limbs, leading to increased strength training. Timed exercises for each group of people, increasing the competition within individuals","make, different, not, would, race, way, obstacle, people, also, good"
1766,3,"Perhaps the dogs/animals can help out the humans, similar to being in a team. No competition between animals and humans however, because they are not on the same level mentally/physically","make, different, not, would, race, way, obstacle, people, also, good"
1767,2,"The sport could be played like ultimate frisbee, with the field being surrounded by water. Each team has a net in the body of water surrounding the field and the net moves around as the game goes on. The players must attempt to throw their ball or frisbee into their own net without it hitting the water.","team, ball, player, game, get, point, hit, member, goal, throw"
1768,2,The net could be shortened and the game played two on two rather than in teams.,"team, ball, player, game, get, point, hit, member, goal, throw"
1769,3,a course that combines the water and mud cycling ideas.,"make, different, not, would, race, way, obstacle, people, also, good"
1770,2,If it does happen to land in the water then the opposing team receives the point.,"team, ball, player, game, get, point, hit, member, goal, throw"
1771,2,"Ultimate scuba diving... items are placed in a marked off underwater area. Teams of 3, the team who collects the most items in 20 minutes wins.","team, ball, player, game, get, point, hit, member, goal, throw"
1772,2,The nets would be two different colors so the players are aware of which is their own,"team, ball, player, game, get, point, hit, member, goal, throw"
1773,4,this will help the pet and the owner have more time to spend with each other and get to know each other. Also help their dog be stronger and more obedient.,"target, even, participant, hole, difficult, maze, item, difficulty, wear, one"
1774,3,this is a great cardio exercise especially since you wouldn't be focusing at one point it would be different at different times. Which will make the player to pay more attention to see where the player would need to score.,"make, different, not, would, race, way, obstacle, people, also, good"
1775,1,Instead of of running to the next exersice trainees can swim and complete the activity in the water at different temperatures. People can work together in a team or individually. In every exercise each trainee will focus on a different part of their body to work on.,"would, sport, could, water, also, require, able, opponent, winner, certain"
